stat,role_bucket,n,raw_nll,calibrated_nll,delta_nll_cal_minus_raw,raw_rps,calibrated_rps,delta_rps_cal_minus_raw,raw_mean,calibrated_mean,actual_mean,raw_mean_bias,calibrated_mean_bias,raw_p0,calibrated_p0,actual_p0,raw_p0_error,calibrated_p0_error,pit_mean,pit_std,pit_ks,ece,nll_threshold,caveats,status
pts,inactive_risk,813,2.7244976948710202,2.704429298636776,-0.02006839623424428,2.6193658938150426,2.564724851643858,-0.054641042171184484,5.802351195636095,6.282951014397362,6.905289052890529,-1.1029378572544344,-0.6223380384931669,0.276336340030067,0.24731132115141988,0.26814268142681424,0.008193658603252774,-0.020831360275394367,0.5310844584491485,0.2941974804153476,0.08503251957859453,0.07015004971389373,0.005,,PASS
pts,fringe,783,2.1966485919201704,2.193624131725873,-0.0030244601942972515,1.915784361765821,1.9194017216048875,0.003617359839066525,3.0263739939177836,3.407488576746993,3.05874840357599,-0.03237440965820637,0.34874017317100314,0.3169572290571448,0.28395189615704347,0.41507024265644954,-0.09811301359930474,-0.13111834649940607,0.4627912917089636,0.30593643140933546,0.10914017008124718,0.031696372404468307,0.005,,PASS
pts,bench,1929,2.7094025736657645,2.703394484949272,-0.006008088716492388,2.6584306987434614,2.6389083346682582,-0.019522364075203136,4.849793914459777,5.415690861476192,5.410575427682737,-0.5607815132229597,0.0051154337934553595,0.18345750962670765,0.16164253172464924,0.22032141005702435,-0.036863900430316704,-0.05867887833237512,0.49508565926618947,0.29454017241872865,0.03299228017841266,0.02401010974279664,0.005,,PASS
pts,rotation,2794,3.0677997389067277,3.0467900331970124,-0.021009705709715387,3.123218525442745,3.057413581411269,-0.06580494403147608,7.846403749954365,8.598291857531846,8.83142448103078,-0.985020731076415,-0.2331326234989337,0.06798831286922029,0.057195279193416895,0.07086614173228346,-0.0028778288630631754,-0.013670862538866568,0.5156170075282515,0.2814886963076435,0.03481276354843904,0.03394052713195035,0.005,,PASS
pts,core,3125,3.284571275225778,3.273034362958112,-0.011536912267665844,3.7076130059648236,3.6606683317768214,-0.04694467418800219,12.08450180145004,12.920112164717503,13.0608,-0.9762981985499604,-0.14068783528249718,0.025986207722616235,0.022452455139494742,0.02336,0.002626207722616236,-0.000907544860505257,0.5060521138966864,0.27670889184522357,0.02957656000234421,0.020138872480062624,0.005,,PASS
pts,starter,1878,3.4427647083631956,3.424927714652511,-0.017836993710684812,4.1661215426969,4.115328113072951,-0.05079342962394939,17.98980090774929,18.714945376407627,18.921725239616613,-0.9319243318673216,-0.20677986320898611,0.012176804297020461,0.008584212470576676,0.005857294994675187,0.006319509302345275,0.002726917475901489,0.503307977860878,0.27312097219540493,0.03455444256042632,0.01881945016109341,0.003,,PASS
reb,inactive_risk,813,1.9773739680227564,1.938041986621456,-0.03933198140130045,1.1219366842916558,1.08565484088949,-0.03628184340216589,2.230446577294056,2.3778878934296963,2.6961869618696186,-0.46574038457556277,-0.3182990684399223,0.4015158969771517,0.34505195443430553,0.26322263222632225,0.13829326475082943,0.08182932220798328,0.5467650849135544,0.2785630310452416,0.07833485962397815,0.05958166255388893,0.005,,PASS
reb,fringe,783,1.7124275152872233,1.6952800930394278,-0.01714742224779542,0.9688863568091566,0.9575484554959195,-0.011337901313237086,1.512137857017317,1.6133866737172888,1.6538952745849298,-0.14175741756761284,-0.040508600867640965,0.4492781959427431,0.37754198238251896,0.3767560664112388,0.07252212953150428,0.0007859159712801378,0.5060406235297319,0.28861669746953766,0.019940785127101512,0.0281169328651532,0.005,,PASS
reb,bench,1929,2.048609641522486,2.0256701582247816,-0.022939483297704566,1.2368118599736722,1.2188832829117018,-0.017928577061970374,2.46731356493138,2.643808875897513,2.681181959564541,-0.21386839463316099,-0.03737308366702807,0.2848401281156981,0.22777689637029416,0.2089165370658372,0.07592359104986088,0.018860359304456953,0.5083880991230593,0.28350050515938097,0.025794059218674087,0.026461303224905804,0.005,,PASS
reb,rotation,2794,2.233990683662953,2.187524531651135,-0.04646615201181792,1.3276423465082883,1.2914238368133382,-0.03621850969495011,3.486246219127363,3.7875662113800947,3.7755905511811023,-0.28934433205373944,0.011975660198992433,0.16730081733379837,0.11350630464048166,0.08732999284180387,0.0799708244919945,0.026176311798677784,0.5064479717480975,0.2728818331109796,0.03810159479126948,0.02917139041074105,0.005,,PASS
