stat,role_bucket,n,raw_nll,calibrated_nll,delta_nll_cal_minus_raw,raw_rps,calibrated_rps,delta_rps_cal_minus_raw,raw_mean,calibrated_mean,actual_mean,raw_mean_bias,calibrated_mean_bias,raw_p0,calibrated_p0,actual_p0,raw_p0_error,calibrated_p0_error,pit_mean,pit_std,pit_ks,ece,nll_threshold,caveats,status
pts,inactive_risk,603,2.65759237889692,2.6764081829264477,0.01881580402952787,2.498537929660818,2.473235692649992,-0.025302237010826012,5.056350296776499,5.15390933256826,6.1011608623548925,-1.044810565578394,-0.9472515297866329,0.3015813413292684,0.2758660296924608,0.30016583747927034,0.0014155038499980566,-0.024299807786809513,0.5405616053259531,0.3167734741114213,0.12310072089783985,0.08246489084852607,0.005,,REVIEW
pts,fringe,628,2.1947122695771366,2.2084856155360266,0.013773345958890015,1.8696496630238404,1.8712076018096198,0.001557938785779367,3.0636134133492856,3.0726316112940464,3.0143312101910826,0.049282203158202975,0.05830040110296375,0.3149655119428463,0.2843794418656621,0.410828025477707,-0.09586251353486075,-0.12644858361204492,0.47775669468333587,0.31359591479292787,0.10459700496240182,0.022279294051214694,0.005,,REVIEW
pts,bench,1395,2.732153434656047,2.7438153561496126,0.011661921493565597,2.6854591031924704,2.678236066018999,-0.00722303717347117,4.800656365839437,4.8876993015639885,5.430824372759856,-0.6301680069204192,-0.5431250711958677,0.1875106664910371,0.16398686549626756,0.221505376344086,-0.03399470985304892,-0.05751851084781845,0.5164938333944852,0.30778170533264537,0.055597224555009706,0.04412287057547059,0.005,,REVIEW
pts,rotation,1961,3.069154768462955,3.0642294424226297,-0.004925326040325473,3.1615818871760366,3.1179200681664074,-0.04366181900962918,7.799668418431199,8.16384981063914,8.79398266190719,-0.9943142434759915,-0.6301328512680495,0.06813478914482528,0.06189743050528994,0.07394186639469659,-0.005807077249871312,-0.012044435889406652,0.5322648081727751,0.29198924513303187,0.06358295201132502,0.04098754195330757,0.005,,PASS
pts,core,2113,3.300027479906461,3.3020084075431235,0.0019809276366626882,3.79053326196189,3.726724909289407,-0.06380835267248308,12.076070622239941,12.850152706671016,13.263132986275437,-1.187062364035496,-0.41298027960442063,0.02642138570440571,0.01669699100902654,0.024609559867486985,0.0018118258369187248,-0.007912568858460443,0.5152147743301952,0.287855520336988,0.034096974356049414,0.027166043910039236,0.005,,PASS
pts,starter,1380,3.447183192383632,3.430840744910264,-0.016342447473367994,4.176240864709017,4.107252030057359,-0.06898883465165806,17.94158249990424,18.630112370124145,19.030434782608694,-1.0888522827044547,-0.4003224124845488,0.012485731713267946,0.007988165252911105,0.005797101449275362,0.006688630263992584,0.002191063803635743,0.51041056749533,0.2790814875596994,0.027430387377243126,0.027701040207981302,0.003,,PASS
reb,inactive_risk,603,1.9042113903172186,1.8819190838519468,-0.022292306465271805,1.0768700468307526,1.0502268343233425,-0.026643212507410086,1.9767486529194653,1.965832021184826,2.4809286898839136,-0.5041800369644482,-0.5150966686990877,0.43068261386669343,0.37877669123331975,0.296849087893864,0.13383352597282944,0.08192760333945576,0.5655839597702853,0.28794948566356116,0.10551355901534698,0.08555965525364972,0.005,,PASS
reb,fringe,628,1.6856131681864208,1.6725690181048196,-0.013044150081601202,0.9330528663742867,0.9253924545519293,-0.007660411822357438,1.5240008795092819,1.4877114414139208,1.5987261146496816,-0.07472523514039975,-0.11101467323576086,0.4485045523446052,0.37931552365879917,0.3853503184713376,0.06315423387326757,-0.006034794812538435,0.5102406559468553,0.2909795492757345,0.02759567688863024,0.03569864770665404,0.005,,PASS
reb,bench,1395,2.0444159658688763,2.032381714799372,-0.012034251069504176,1.2331387801886493,1.2223510837533125,-0.010787696435336835,2.4328307708108823,2.4157787661033594,2.682437275985663,-0.24960650517478067,-0.26665850988230355,0.28904596492390283,0.2375103460150575,0.207168458781362,0.08187750614254083,0.03034188723369549,0.5272724104980496,0.2870519551544878,0.048438144494332924,0.038497091167143845,0.005,,PASS
reb,rotation,1961,2.227193754959771,2.1844250355107886,-0.042768719448982306,1.327310172642363,1.2942777408693846,-0.03303243177297843,3.433371864583828,3.5136192150760626,3.76185619581846,-0.32848433123463217,-0.24823698074239742,0.17027348793266098,0.123526662156591,0.0887302396736359,0.08154324825902508,0.0347964224829551,0.5325642366921733,0.27965519547767964,0.051501008443486235,0.04520551280088623,0.005,,PASS
