player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,mean,median,mode,p0,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
James Harden,192,CLE,TOR,True,21682000,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,5.689441,6,5,0.026547786015,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,True,21682000,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.465447,2,2,0.101410141014,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,True,21682000,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.9349,0,0,0.5312,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,True,21682000,,blk,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.3989,0,0,0.7553,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,True,21682000,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,21.527069,22,20,0.007405183629,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,True,21682000,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,5.010716,5,5,0.032248372559,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,True,21682000,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.0113,2,1,0.1766,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,True,21682000,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.9648,0,0,0.5132,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Sam Merrill,3547299,CLE,TOR,True,21682000,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,rotation,0.5319,0,0,0.701,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Brandon Ingram,227,TOR,CLE,False,21682000,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,5.021136,5,4,0.03165381148,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Ja'Kobe Walter,1028029111,TOR,CLE,False,21682000,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,2.957023,3,2,0.114606291324,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Ja'Kobe Walter,1028029111,TOR,CLE,False,21682000,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,2.383662,2,1,0.114588541146,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Ja'Kobe Walter,1028029111,TOR,CLE,False,21682000,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,rotation,1.223822,1,0,0.375537553755,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Jarrett Allen,9,CLE,TOR,True,21682000,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,10.951852,10,10,0.026226226226,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Jarrett Allen,9,CLE,TOR,True,21682000,,blk,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,rotation,1.279044,1,1,0.303339332134,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Evan Mobley,17896076,CLE,TOR,True,21682000,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,14.116587,14,15,0.018229166667,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Evan Mobley,17896076,CLE,TOR,True,21682000,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,8.138663,8,8,0.011622081956,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Evan Mobley,17896076,CLE,TOR,True,21682000,,blk,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,rotation,1.085383,1,1,0.389622075585,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
RJ Barrett,666423,TOR,CLE,False,21682000,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,19.246648,19,21,0.011106663998,,,,,pre_close,2026-05-03T23:28:12Z,a9bdb1c#phase10c,154fd8f4-e96a-49eb-8d21-7605c8bd60ec,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
