role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,36,1.6599338987108099,0.03806966327818234,1.5778615960152875,2.112667147732423,0.3098492770640663
core,36,2.1933213393455575,0.08982330799348119,0.15681806088570407,2.6545528505592224,0.200177326253313
rotation,12,1.754195173249837,0.051776634433546305,3.4202890536087103,3.4202890536087103,0.30800522439886324
starter,96,2.342697737751907,0.08062893556698186,-0.9768759985431573,3.0796854133197766,0.1767893083177737
