player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,mean,median,mode,p0,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
De'Aaron Fox,161,SAS,MIN,True,21707973,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.2648,2,1,0.1382,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
De'Aaron Fox,161,SAS,MIN,True,21707973,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,1.0701,1,0,0.4361,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Julius Randle,387,MIN,SAS,False,21707973,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,19.247121,20,20,0.011915490137,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Julius Randle,387,MIN,SAS,False,21707973,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,3.59201,3,4,0.072787344814,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Luke Kornet,261,SAS,MIN,True,21707973,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,bench,3.36443,3,2,0.08476276457,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
Anthony Edwards,3547238,MIN,SAS,False,21707973,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,18.61436,19,20,0.011916683357,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Anthony Edwards,3547238,MIN,SAS,False,21707973,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,2.0828,2,1,0.1587,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,False,21707973,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,bench,2.12416,2,1,0.197673252432,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,False,21707973,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,bench,2.2107,2,1,0.1304,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
Stephon Castle,1028025261,SAS,MIN,True,21707973,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,4.64353,4,4,0.031550480769,,,,,pre_close,2026-05-06T23:35:06Z,ddd86a7#phase10c,09e7e52c-aca7-4158-8de6-a981ee8b71d2,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
