snapshot_type,n_rows,n_scored,n_market_joined,n_books,n_players,n_games,model_brier_avg,market_brier_avg,model_logloss_avg,market_logloss_avg,model_rps_avg,market_rps_avg,market_coverage_status,availability_freshness_status,failure_reason,market_superiority_pass,brier_delta_model_minus_market,logloss_delta_model_minus_market,rps_delta_model_minus_market,rps_status,model_beats_market_brier,model_beats_market_logloss,model_beats_market_rps,calibration_pass,model_ece,market_ece,model_calibration_slope,model_calibration_intercept,market_calibration_slope,market_calibration_intercept,pit_ks,mean_error,variance_error,p0_error,model_better_calibrated
historical_lock_minus_5m,3421,1181,1181,7,11,1,0.18883743851033305,0.21778136817044183,0.5600792301370572,0.6247959836334596,2.9837954692523545,,covered,unknown,,True,-0.02894392966010878,-0.06471675349640238,,unavailable_market_distribution,True,True,True,False,,,,,,,,,,,False
