player_id,player_name,stat,line,actual,p_realized,over_realized,nll
161,De'Aaron Fox,reb,3.5,3,0.1264,0.0,2.06830379726938
161,De'Aaron Fox,ast,5.5,8,0.0736,1.0,2.6091102532473065
414,Landry Shamet,pts,8.5,3,0.0644,0.0,2.742641645871829
73,Jalen Brunson,pts,26.5,32,0.0319,1.0,3.4451492691913383
202,Josh Hart,reb,8.5,9,0.0919,1.0,2.387054249620496
202,Josh Hart,ast,4.5,5,0.1429,1.0,1.9456101940463155
1028025261,Stephon Castle,ast,6.5,5,0.1343,0.0,2.007679175452945
1028025261,Stephon Castle,stl,0.5,1,0.3924,1.0,0.935473551290929
3547246,Devin Vassell,pts,13.5,11,0.0583,0.0,2.8421531856256905
3547246,Devin Vassell,ast,2.5,0,0.2049,0.0,1.585233223737283
38017649,Julian Champagnie,pts,10.5,12,0.0492,1.0,3.0118616554838744
38017649,Julian Champagnie,reb,5.5,1,0.0669,0.0,2.7045563118479543
38017649,Julian Champagnie,fg3m,2.5,3,0.219,1.0,1.5186835491656363
1057262518,Dylan Harper,pts,13.5,13,0.053,0.0,2.9374633654300157
1057262518,Dylan Harper,reb,5.5,9,0.0473,1.0,3.0512449834842497
1057262518,Dylan Harper,ast,3.5,4,0.1007,1.0,2.2956094792576205
1057262518,Dylan Harper,fg3m,0.5,1,0.3705,1.0,0.9929018342459954
666682,Keldon Johnson,reb,2.5,2,0.1863,0.0,1.6803970013745944
666682,Keldon Johnson,fg3m,0.5,0,0.2312,0.0,1.4644721421839146
61,Mikal Bridges,reb,3.5,5,0.1162,1.0,2.152442434564326
61,Mikal Bridges,fg3m,1.5,0,0.3006,0.0,1.201974801663263
56677822,Victor Wembanyama,pts,27.5,32,0.0195,1.0,3.937340813412436
56677822,Victor Wembanyama,reb,11.5,8,0.0998,0.0,2.304587095664719
56677822,Victor Wembanyama,ast,3.5,6,0.0322,1.0,3.435788826431774
56677822,Victor Wembanyama,stl,1.5,2,0.113,1.0,2.1803674602697964
56677822,Victor Wembanyama,blk,3.5,3,0.2098,0.0,1.5616005830199404
447,Karl-Anthony Towns,pts,17.5,11,0.0559,0.0,2.884190898821084
447,Karl-Anthony Towns,reb,11.5,8,0.0753,0.0,2.586275144176289
447,Karl-Anthony Towns,fg3m,1.5,0,0.2871,0.0,1.2479246918551188
447,Karl-Anthony Towns,stl,0.5,3,0.038,1.0,3.270169119255751
