label,stat,role_bucket,n,eligible,logloss_delta_mean_model_minus_market,logloss_delta_ucb95_model_minus_market,brier_delta_mean_model_minus_market,brier_delta_ucb95_model_minus_market,tau_logloss,tau_brier,gate_pass,failure_reason
2026-05-12,ast,core,31,False,-0.011951280113720536,0.04331896194908851,-0.0067670598485559015,0.019625870521244523,0.0025,0.001,False,insufficient_n
2026-05-12,ast,fringe,4,False,1.4692359738184888,1.4791568038505853,0.4665176740045946,0.46890778414576484,0.0025,0.001,False,insufficient_n
2026-05-12,ast,inactive_risk,20,False,0.2968518601410507,0.518788565960278,0.12826582119467408,0.22782386965638357,0.0025,0.001,False,insufficient_n
2026-05-12,ast,rotation,15,False,0.010232117232060793,0.0601592341377437,0.0015993097006363735,0.026047015229542794,0.0025,0.001,False,insufficient_n
2026-05-12,ast,starter,39,False,-0.02540775420821717,0.021667306537311446,-0.011077443117885702,0.011086978925775075,0.0025,0.001,False,insufficient_n
2026-05-12,fg3m,core,32,False,-0.13807898384132644,-0.0968377107555138,-0.05894528927132282,-0.040271349757696036,0.0025,0.001,False,insufficient_n
2026-05-12,fg3m,fringe,4,False,-0.08204411123567151,-0.07745146115374496,-0.039469804880502626,-0.03837943603460578,0.0025,0.001,False,insufficient_n
2026-05-12,fg3m,inactive_risk,17,False,-0.025405540183112134,0.10943160284365393,-0.005415218415424007,0.05965889731799805,0.0025,0.001,False,insufficient_n
2026-05-12,fg3m,rotation,14,False,0.060352397073591524,0.15789880424718103,0.031407464681952074,0.07502769175792072,0.0025,0.001,False,insufficient_n
2026-05-12,fg3m,starter,30,False,0.20719336122150525,0.30911405006477044,0.09397263474120214,0.13862796291279672,0.0025,0.001,False,insufficient_n
2026-05-12,pts,core,45,False,0.13245156138385375,0.2697339910405669,0.054272514371737586,0.10996755737289779,0.0025,0.001,False,insufficient_n
2026-05-12,pts,fringe,9,False,-0.5759838428028459,-0.5442234577300675,-0.23411675454542222,-0.21488201803539003,0.0025,0.001,False,insufficient_n
2026-05-12,pts,inactive_risk,24,False,0.1861058970658347,0.3864692640752806,0.08373186086408962,0.16943532005212386,0.0025,0.001,False,insufficient_n
2026-05-12,pts,rotation,18,False,-0.21795679691249825,-0.15628444676884204,-0.10388108813134483,-0.07637411056418397,0.0025,0.001,False,insufficient_n
2026-05-12,pts,starter,46,False,0.18402963415195736,0.2721790880248088,0.08588063069698851,0.12831698930655142,0.0025,0.001,False,insufficient_n
2026-05-12,reb,core,38,False,0.22754691742300556,0.3584260420400423,0.083518249963786,0.1384459660945284,0.0025,0.001,False,insufficient_n
2026-05-12,reb,fringe,8,False,-0.4208928787417623,-0.35056155969844754,-0.1740893289153214,-0.13471080761059248,0.0025,0.001,False,insufficient_n
2026-05-12,reb,inactive_risk,16,False,0.2518639801444936,0.5505178534733132,0.09166741668191208,0.23812859395920555,0.0025,0.001,False,insufficient_n
2026-05-12,reb,rotation,16,False,0.5417884229207813,0.5568942968722366,0.24753582836939575,0.25550747140231206,0.0025,0.001,False,insufficient_n
2026-05-12,reb,starter,40,False,-0.02019120670636947,0.012301050668078755,-0.009979089082909166,0.006555469885029614,0.0025,0.001,False,insufficient_n
