date,stat,row_count,is_mission,n_players,n_pairs
2026-04-27,ast,0,True,0,0
2026-04-27,blk,0,True,0,0
2026-04-27,fg3m,0,True,0,0
2026-04-27,pa,0,True,0,0
2026-04-27,pr,0,True,0,0
2026-04-27,pra,0,True,0,0
2026-04-27,pts,0,True,0,0
2026-04-27,ra,0,True,0,0
2026-04-27,reb,0,True,0,0
2026-04-27,stl,0,True,0,0
2026-04-27,stocks,0,True,0,0
2026-04-27,tov,44,True,44,44
