date,stat,row_count,is_mission,n_players,n_pairs
2026-04-29,ast,0,True,0,0
2026-04-29,blk,0,True,0,0
2026-04-29,fg3m,0,True,0,0
2026-04-29,pa,0,True,0,0
2026-04-29,pr,0,True,0,0
2026-04-29,pra,0,True,0,0
2026-04-29,pts,0,True,0,0
2026-04-29,ra,0,True,0,0
2026-04-29,reb,0,True,0,0
2026-04-29,stl,0,True,0,0
2026-04-29,stocks,0,True,0,0
2026-04-29,tov,39,True,39,39
