date,stat,row_count,is_mission,n_players,n_pairs
2026-05-07,ast,66,True,66,66
2026-05-07,blk,0,True,0,0
2026-05-07,fg3m,66,True,66,66
2026-05-07,pa,0,True,0,0
2026-05-07,pr,0,True,0,0
2026-05-07,pra,0,True,0,0
2026-05-07,pts,66,True,66,66
2026-05-07,ra,0,True,0,0
2026-05-07,reb,66,True,66,66
2026-05-07,stl,0,True,0,0
2026-05-07,stocks,0,True,0,0
2026-05-07,tov,66,True,66,66
