date,step,rc,tail,quota_lines
2026-05-10,fetch_hist_lockday,0,"========================================================================
HISTORICAL LOCK DAY — target 2026-05-10
  events list snapshot: 2026-05-10T11:00:00Z
  lock offset:          T-5 min
========================================================================
  [quota] used=33901 remaining=4966099 last_cost=1
  events at list-snapshot: 4 (after commence window filter)
  selecting first 4 of 4 events
  → event 878243c543236baba132ad43ae333aae New York Knicks @ Philadelphia 76ers  commence=2026-05-10T19:40:00Z  lock_snap=2026-05-10T19:35:00Z
  [quota] used=34341 remaining=4965659 last_cost=440
    quotes: 8220  pairs: 2249
  → event 77e60e525f42e8337027f550bcd2f1cc San Antonio Spurs @ Minnesota Timberwolves  commence=2026-05-10T23:40:00Z  lock_snap=2026-05-10T23:35:00Z
  [quota] used=34781 remaining=4965219 last_cost=440
    quotes: 9128  pairs: 2515
  → event b537062ee0483d20ae932052628b663d Detroit Pistons @ Cleveland Cavaliers  commence=2026-05-12T00:00:00Z  lock_snap=2026-05-11T23:55:00Z
  [quota] used=35221 remaining=4964779 last_cost=440
    quotes: 8464  pairs: 2299
  → event 0db68bfa022e22873f48b8539addd5ae Oklahoma City Thunder @ Los Angeles Lakers  commence=2026-05-12T02:40:00Z  lock_snap=2026-05-12T02:35:00Z
  [quota] used=35661 remaining=4964339 last_cost=440
    quotes: 9034  pairs: 2475

LOCK-DAY summary:
  events captured:       4
  total raw quote rows:  34846
  total paired rows:     9538
","  [quota] used=33901 remaining=4966099 last_cost=1
  [quota] used=34341 remaining=4965659 last_cost=440
  [quota] used=34781 remaining=4965219 last_cost=440
  [quota] used=35221 remaining=4964779 last_cost=440
  [quota] used=35661 remaining=4964339 last_cost=440"
2026-05-10,build_backtest_delivery_range,0,"STAT_GRID_MISSION_STATS_CONTRACT_PASS {""row_counts"": {""pts"": 70, ""reb"": 70, ""ast"": 70, ""tov"": 70, ""stl"": 70, ""blk"": 70, ""stocks"": 70, ""pa"": 70, ""pr"": 70, ""ra"": 70, ""pra"": 70, ""fg3m"": 68}}
rebuild_command: /opt/homebrew/opt/python@3.10/bin/python3.10 scripts/build_stat_grid_pmfs.py --date <DATE> --stats pts reb ast fg3m tov stl blk stocks pa pr ra pra
BACKTEST_DELIVERY_RANGE_PASS wrote artifacts/model_diagnostics/backtest_delivery_range_2026-05-10_2026-05-10.json failures=0
",
2026-05-10,verify_stat_grid_mission_stats_contract,0,"STAT_GRID_MISSION_STATS_CONTRACT_PASS {""row_counts"": {""pts"": 70, ""reb"": 70, ""ast"": 70, ""tov"": 70, ""stl"": 70, ""blk"": 70, ""stocks"": 70, ""pa"": 70, ""pr"": 70, ""ra"": 70, ""pra"": 70, ""fg3m"": 68}}
rebuild_command: /opt/homebrew/opt/python@3.10/bin/python3.10 scripts/build_stat_grid_pmfs.py --date <DATE> --stats pts reb ast fg3m tov stl blk stocks pa pr ra pra
",
2026-05-10,verify_canonical_model_only_rectangularity,0,"CANONICAL_MODEL_ONLY_RECTANGULARITY_PASS
  rows=816 per_stat=68 stats=['ast', 'blk', 'fg3m', 'pa', 'pr', 'pra', 'pts', 'ra', 'reb', 'stl', 'stocks', 'tov']
",
2026-05-10,build_event_market_loss_rows,0,"M8_6Q_EVENT_MARKET_LOSS_ROWS_BUILD_PASS
  rows=9538 matched=4620 scored_all_fields=4605
  wrote: artifacts/model_diagnostics/event_market_loss_rows_2026-05-10.parquet
  pmf_col_single=pmf pmf_col_combo=pmf
  sign_convention=model_minus_market_negative_better
",
2026-05-11,fetch_hist_lockday,0,"========================================================================
HISTORICAL LOCK DAY — target 2026-05-11
  events list snapshot: 2026-05-11T11:00:00Z
  lock offset:          T-5 min
========================================================================
  [quota] used=35662 remaining=4964338 last_cost=1
  events at list-snapshot: 3 (after commence window filter)
  selecting first 3 of 3 events
  → event b537062ee0483d20ae932052628b663d Detroit Pistons @ Cleveland Cavaliers  commence=2026-05-12T00:00:00Z  lock_snap=2026-05-11T23:55:00Z
  [quota] used=36102 remaining=4963898 last_cost=440
    quotes: 8464  pairs: 2299
  → event 0db68bfa022e22873f48b8539addd5ae Oklahoma City Thunder @ Los Angeles Lakers  commence=2026-05-12T02:40:00Z  lock_snap=2026-05-12T02:35:00Z
  [quota] used=36542 remaining=4963458 last_cost=440
    quotes: 9034  pairs: 2475
  → event 09800f9101b348d4a66742a3d8888b82 Minnesota Timberwolves @ San Antonio Spurs  commence=2026-05-13T02:00:00Z  lock_snap=2026-05-13T01:55:00Z
  [quota] used=36882 remaining=4963118 last_cost=340
    quotes: 1982  pairs: 455

LOCK-DAY summary:
  events captured:       3
  total raw quote rows:  19480
  total paired rows:     5229
","  [quota] used=35662 remaining=4964338 last_cost=1
  [quota] used=36102 remaining=4963898 last_cost=440
  [quota] used=36542 remaining=4963458 last_cost=440
  [quota] used=36882 remaining=4963118 last_cost=340"
2026-05-11,build_backtest_delivery_range,0,"STAT_GRID_MISSION_STATS_CONTRACT_PASS {""row_counts"": {""pts"": 70, ""reb"": 70, ""ast"": 70, ""tov"": 70, ""stl"": 70, ""blk"": 70, ""stocks"": 70, ""pa"": 70, ""pr"": 70, ""ra"": 70, ""pra"": 70, ""fg3m"": 69}}
rebuild_command: /opt/homebrew/opt/python@3.10/bin/python3.10 scripts/build_stat_grid_pmfs.py --date <DATE> --stats pts reb ast fg3m tov stl blk stocks pa pr ra pra
BACKTEST_DELIVERY_RANGE_PASS wrote artifacts/model_diagnostics/backtest_delivery_range_2026-05-11_2026-05-11.json failures=0
",
2026-05-11,verify_stat_grid_mission_stats_contract,0,"STAT_GRID_MISSION_STATS_CONTRACT_PASS {""row_counts"": {""pts"": 70, ""reb"": 70, ""ast"": 70, ""tov"": 70, ""stl"": 70, ""blk"": 70, ""stocks"": 70, ""pa"": 70, ""pr"": 70, ""ra"": 70, ""pra"": 70, ""fg3m"": 69}}
rebuild_command: /opt/homebrew/opt/python@3.10/bin/python3.10 scripts/build_stat_grid_pmfs.py --date <DATE> --stats pts reb ast fg3m tov stl blk stocks pa pr ra pra
",
2026-05-11,verify_canonical_model_only_rectangularity,0,"CANONICAL_MODEL_ONLY_RECTANGULARITY_PASS
  rows=828 per_stat=69 stats=['ast', 'blk', 'fg3m', 'pa', 'pr', 'pra', 'pts', 'ra', 'reb', 'stl', 'stocks', 'tov']
",
2026-05-11,build_event_market_loss_rows,0,"M8_6Q_EVENT_MARKET_LOSS_ROWS_BUILD_PASS
  rows=5229 matched=4759 scored_all_fields=4759
  wrote: artifacts/model_diagnostics/event_market_loss_rows_2026-05-11.parquet
  pmf_col_single=pmf pmf_col_combo=pmf
  sign_convention=model_minus_market_negative_better
",
2026-05-12,skip_eligible_inventory,0,,
