date,stat,row_count,is_mission,n_players,n_pairs
2026-05-06,ast,70,True,69,70
2026-05-06,blk,70,True,69,70
2026-05-06,fg3m,68,True,67,68
2026-05-06,pa,70,True,69,70
2026-05-06,pr,70,True,69,70
2026-05-06,pra,70,True,69,70
2026-05-06,pts,70,True,69,70
2026-05-06,ra,70,True,69,70
2026-05-06,reb,70,True,69,70
2026-05-06,stl,70,True,69,70
2026-05-06,stocks,70,True,69,70
2026-05-06,tov,70,True,69,70
