role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,12,1.665459636034378,0.03410899743354276,0.4889679557502735,0.870356734464822,0.2743418774243985
core,24,2.024646144814579,0.06621886422879462,-1.7999947434793775,2.25230651297828,0.23718421874649706
rotation,12,2.0206417721255825,0.06618740031539587,1.2160728849103846,2.1165006771171377,0.18869901471232145
starter,96,2.4743079005852384,0.09049981996485461,0.41511035779439975,3.0191274106790758,0.16723883410711518
