snapshot_type,snapshot_time_utc,delivery_date,game_id,player_id,player_name,team,opponent,is_home,stat,pmf_json,pmf_mean,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_version,pmf_source,calibration_source,role_bucket,role_source,calibration_confidence,minutes_mean,minutes_q50,minutes_p10,minutes_p50,minutes_p90,minutes_std,p_inactive_used,rotation_probability,starter_probability,projected_role,player_game_eligible,eligibility_reason,has_current_market_line,sportsbook,book,market_key,line,market_line,p_over,over_price_american,under_price_american,market_no_vig_over_prob,market_no_vig_under_prob,model_p_under,fair_over_odds_american,fair_under_odds_american,edge,edge_over,edge_under,market_snapshot_time_utc,market_coverage_status,finality_status,finality_blocker_codes,injury_freshness_status,lineup_freshness_status,role_freshness_status,odds_freshness_status,outcomes_freshness_status,tov_status,pmf_valid,pmf_sum_error,expected_lineup_status,official_lineup_status,lineup_source,injury_context_source,injury_report_fetched_at_utc
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,williamhill_us,williamhill_us,player_pts_over_under,9.5,9.5,0.4601,-138.0,105.0,0.5431,0.4569,0.5399,117.0,-117.0,-0.083,-0.083,0.083,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,bovada,bovada,player_pts_over_under,12.5,12.5,0.2906,175.0,-240.0,0.34,0.66,0.7094,244.0,-244.0,-0.0494,-0.0494,0.0494,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,bovada,bovada,player_pts_over_under,11.5,11.5,0.3409,130.0,-170.0,0.4085,0.5915,0.6591,193.0,-193.0,-0.0675,-0.0675,0.0675,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,bovada,bovada,player_pts_over_under,10.5,10.5,0.3972,100.0,-130.0,0.4694,0.5306,0.6028,152.0,-152.0,-0.0721,-0.0721,0.0721,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,bovada,bovada,player_pts_over_under,9.5,9.5,0.4601,-135.0,105.0,0.5408,0.4592,0.5399,117.0,-117.0,-0.0807,-0.0807,0.0807,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,bovada,bovada,player_pts_over_under,8.5,8.5,0.5333,-190.0,145.0,0.6161,0.3839,0.4667,-114.0,114.0,-0.0828,-0.0828,0.0828,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,bovada,bovada,player_pts_over_under,7.5,7.5,0.6037,-280.0,205.0,0.6921,0.3079,0.3963,-152.0,152.0,-0.0884,-0.0884,0.0884,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,betmgm,betmgm,player_pts_over_under,9.5,9.5,0.4601,-110.0,-120.0,0.4899,0.5101,0.5399,117.0,-117.0,-0.0298,-0.0298,0.0298,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,betrivers,betrivers,player_pts_over_under,10.5,10.5,0.3972,105.0,-143.0,0.4532,0.5468,0.6028,152.0,-152.0,-0.056,-0.056,0.056,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
morning,2026-05-28T16:58:09Z,2026-05-28,21713533,89,Alex Caruso,OKC,SAS,False,pts,"{""0"": 0.033190199287081036, ""1"": 0.040460121880633575, ""2"": 0.02799187541342599, ""3"": 0.03987478252091819, ""4"": 0.054144751294448415, ""5"": 0.07137929127168444, ""6"": 0.06854793037176113, ""7"": 0.0607562858731975, ""8"": 0.07035350639489198, ""9"": 0.07324904074986344, ""10"": 0.06280654123531654, ""11"": 0.056323374088821106, ""12"": 0.05035494531990296, ""13"": 0.04184977169146784, ""14"": 0.03949045116435061, ""15"": 0.0468549250271683, ""16"": 0.03685481369008584, ""17"": 0.024855213472465117, ""18"": 0.016702691384937126, ""19"": 0.023550683136006997, ""20"": 0.010930534719240109, ""21"": 0.012285217986732915, ""22"": 0.012978976733490896, ""23"": 0.006231800372890905, ""24"": 0.007838560158649784, ""25"": 0.0030073812748167925, ""26"": 0.0015221923438677345, ""27"": 0.001526054508526809, ""28"": 0.0004239524031316606, ""29"": 0.0005556816760805888, ""30"": 0.00018693865741226568, ""31"": 0.0008023756719084585, ""32"": 0.0003343253177802049, ""33"": 0.0002016486584728891, ""34"": 0.00012714925744360727, ""35"": 0.00012905434072439748, ""36"": 6.912658071183738e-05, ""37"": 0.00020061206668229293, ""38"": 0.00041263431661787704, ""39"": 0.00010439481471542482, ""40"": 0.00031835368025102544, ""42"": 7.150715970412601e-05, ""43"": 0.0001503320317193197}",9.6462,9.6462,9,9,0.0332,0.9668,0.9263,0.8984,0.8585,0.8043,0.733,0.6644,0.6037,0.5333,0.4601,0.3972,0.3409,0.2906,0.2487,0.2092,0.1624,0.1255,0.1007,0.084,0.0604,9f5ec727#phase10c,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,rotation,projected_minutes,high,20.6614,20.1453,8.8216,20.1453,29.9606,8.1463,0.05,0.8522,0.1308,rotation,True,current_market_line,True,betrivers,betrivers,player_pts_over_under,9.5,9.5,0.4601,-130.0,-104.0,0.5258,0.4742,0.5399,117.0,-117.0,-0.0657,-0.0657,0.0657,2026-05-28T16:57:07.785859Z,full,provisional,lineup_unconfirmed,fallback_used,projected,derived_from_projected_minutes,ok,finals_pending,current_phase8,ok,0.0,projected,not_available_yet,bdl_lineup_freshness_manifest,bdl_plus_nba_official,2026-05-28T16:57:24Z
