dataset,column,present,non_null_rate,unique_count
training_table,opp_allowed_ast_big_ewma,True,1.0,7374
training_table,opp_allowed_fg3m_guard_ewma,True,1.0,7359
training_table,opp_allowed_fg3m_big_ewma,True,1.0,7349
training_table,opp_3p_rate_allowed_last10,True,1.0,5617
training_table,opp_pace_proxy_last10,True,1.0,3929
training_table,opp_fg_miss_volume,True,1.0,7040
training_table,opp_3pt_miss_volume,True,1.0,6235
training_table,opp_3pa_allowed,True,1.0,205
training_table,opp_3pm_allowed,True,1.0,94
training_table,opp_3p_rate_allowed,True,1.0,5617
training_table,vacated_minutes,True,0.0,0
training_table,vacated_fga,True,0.0,0
training_table,vacated_fg3a,True,0.0,0
training_table,vacated_fta,True,0.0,0
training_table,vacated_pts,True,0.0,0
training_table,vacated_ast,True,0.0,0
training_table,vacated_reb,True,0.0,0
training_table,vacated_usage_proxy,True,0.0,0
training_table,vacated_top1_fga,True,0.0,0
training_table,vacated_top2_fga,True,0.0,0
training_table,vacated_top1_usage_proxy,True,0.0,0
training_table,vacated_top2_usage_proxy,True,0.0,0
training_table,vacated_guard_minutes,True,0.0,0
training_table,vacated_big_minutes,True,0.0,0
training_table,vacated_creation_share,True,0.0,0
training_table,vacated_reb_share,True,0.0,0
training_table,num_teammates_inactive,True,1.0,1
training_table,has_injury_data,True,1.0,1
training_table,starter_out_flag,True,1.0,1
training_table,primary_creator_out_flag,True,1.0,1
training_table,center_out_flag,True,1.0,1
training_table,usage_delta_without_top_creator,True,1.0,1
training_table,ast_delta_without_top_creator,True,1.0,1
training_table,fg3a_delta_without_top_creator,True,1.0,1
training_table,reb_x_mp,True,1.0,72384
training_table,E_pts_proxy,True,1.0,72536
training_table,E_reb_proxy,True,1.0,72384
training_table,E_ast_proxy,True,1.0,71174
training_table,games_played,True,1.0,264
training_table,primary_handler_limited,True,1.0,1
training_table,prob_active,True,0.9812856537025131,6
training_table,availability_confidence,True,0.9812856537025131,1
training_table,days_since_last_played,True,0.9812856537025131,271
training_table,is_returning_from_absence,True,0.9812856537025131,2
training_table,minutes_restriction_flag,True,0.9812856537025131,2
training_table,num_teammates_out_total,True,0.9812856537025131,10
training_table,vacated_minutes_guard,True,0.9812856537025131,984
training_table,vacated_minutes_wing,True,0.9812856537025131,1001
training_table,vacated_minutes_big,True,0.9812856537025131,418
training_table,teammate_out_count_guard,True,0.9812856537025131,6
training_table,teammate_out_count_wing,True,0.9812856537025131,7
training_table,teammate_out_count_big,True,0.9812856537025131,4
training_table,vacated_fga_total,True,0.9812856537025131,1737
training_table,did_not_play_last_team_game,True,1.0,2
training_table,returned_from_absence,True,1.0,2
training_table,games_since_return,True,1.0,195
training_table,limited_return_game,True,1.0,2
training_table,is_stable_role_player,True,1.0,2
training_table,is_recent_rotation_change,True,1.0,2
training_table,is_high_minutes_uncertainty,True,1.0,2
training_table,is_bench_fragile_minutes,True,1.0,2
training_table,dnp_injury,True,1.0,2
training_table,dnp_rest,True,1.0,2
training_table,dnp_coach_decision,True,1.0,2
training_table,is_injury_elevated_role,True,1.0,2
training_table,market_total_asof,True,0.9901093038208457,152
training_table,has_market_data,True,1.0,2
training_table,market_source_snapshot,True,1.0,2
training_table,market_source_bdl,True,1.0,1
training_table,player_id,True,1.0,657
training_table,player_name,True,1.0,657
training_table,game_id,True,1.0,3705
training_table,game_date,True,1.0,584
training_table,stat,True,1.0,7
training_table,actual,True,1.0,64
training_table,usage_bucket,True,1.0,2
training_table,mp_bucket,True,1.0,4
