game_date,run_date,run_id,run_mode,generated_at_utc,pipeline_version,model_version,model_artifact_hash,source_data_asof_utc,player_id,player_name,team,opponent,game_id,event_id,stat,line,role_bucket,hard_role_bucket,role_mixture_enabled,role_mixture_weights_json,role_entropy,role_bucket_confidence,projected_minutes,minutes_q10,minutes_q50,minutes_q90,inactive_risk,expected_lineup_status,official_lineup_status,injury_status,injury_source,injury_last_updated_utc,lineup_source,lineup_last_updated_utc,stale_injury_flag,stale_lineup_flag,market_line,p_over,model_prob_under_active,fair_over_odds,fair_under_odds,pmf_mean,pmf_variance,pmf_p10,pmf_p50,pmf_p90,market_prob_over,no_vig_market_prob_over,edge,market_status,delivery_status,unavailable_reason,calculation_source,calculation_status
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,12.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,12.5,0.5189,0.4811,-108.0,108.0,13.456,45.5039,5.0,13.0,22.0,0.518,0.518,0.0008,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,13.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,13.5,0.4495,0.5505,122.0,-122.0,13.456,45.5039,5.0,13.0,22.0,0.474,0.474,-0.0245,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,13.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,13.5,0.4495,0.5505,122.0,-122.0,13.456,45.5039,5.0,13.0,22.0,0.4388,0.4388,0.0107,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,12.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,12.5,0.5189,0.4811,-108.0,108.0,13.456,45.5039,5.0,13.0,22.0,0.5,0.5,0.0189,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,12.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,12.5,0.5189,0.4811,-108.0,108.0,13.456,45.5039,5.0,13.0,22.0,0.5203,0.5203,-0.0015,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,10.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,10.5,0.6474,0.3526,-184.0,184.0,13.456,45.5039,5.0,13.0,22.0,0.6654,0.6654,-0.018,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,11.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,11.5,0.5843,0.4157,-141.0,141.0,13.456,45.5039,5.0,13.0,22.0,0.6017,0.6017,-0.0174,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,12.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,12.5,0.5189,0.4811,-108.0,108.0,13.456,45.5039,5.0,13.0,22.0,0.5306,0.5306,-0.0118,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,13.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,13.5,0.4495,0.5505,122.0,-122.0,13.456,45.5039,5.0,13.0,22.0,0.4694,0.4694,-0.0198,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,14.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,14.5,0.4002,0.5998,150.0,-150.0,13.456,45.5039,5.0,13.0,22.0,0.4085,0.4085,-0.0082,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,16.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,16.5,0.2987,0.7013,235.0,-235.0,13.456,45.5039,5.0,13.0,22.0,0.3026,0.3026,-0.0039,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,15.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,15.5,0.343,0.657,192.0,-192.0,13.456,45.5039,5.0,13.0,22.0,0.3544,0.3544,-0.0113,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
2026-05-25,2026-05-25,79f36de6-7071-4b25-b78e-db355f4bc44d,morning_expected,2026-05-25T17:16:40Z,a9062c09,a9062c09#phase10c,,2026-05-25T17:16:35Z,9,Jarrett Allen,CLE,NYK,21713901,,pts,12.5,core,core,True,,,,28.0394,,30.1709,,0.05,projected,not_available_yet,unknown,bdl_injuries_only,2026-05-25T17:15:55Z,bdl_lineup_freshness_manifest,,False,False,12.5,0.5189,0.4811,-108.0,108.0,13.456,45.5039,5.0,13.0,22.0,0.5,0.5,0.0189,full,ready,,build_derek_forward_feed:v1_model_only_plus_market_reference,ok
