role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,2,2.059779124164856,0.046710567507325204,-1.288526969532481,1.288526969532481,0.13506584966910662
rotation,17,2.4170172449860505,0.09094129494743387,-1.5621968383380258,2.574215201515404,0.1226386260414257
starter,2,15.14941518129428,0.15357361168521802,-3.785088812100262,3.785088812100262,0.034702053079619447
,11,1.7710055303879835,0.04074276453469414,-0.3602367639144122,1.2362077499266426,0.19604946635994788
