player_id,player_name,team_abbr,team_id,opponent,is_home,game_id,game,game_start_et,stat,role_bucket,role_source,mp_bucket,usage_bucket,minutes_mean,minutes_q50,p_inactive_used,injury_freshness_status,injury_context_source,injury_report_fetched_at_utc,support_min,support_max,line,market_fair_over_prob,market_source,market_offered_side,market_offered_odds,pmf_source,pmf_active
9,Jarrett Allen,CLE,6,DET,False,21709223,Cleveland Cavaliers @ Detroit Pistons,,pts,core,derived_from_projected_minutes,,,26.335757407411492,26.746190316762622,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,80,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,"{""0"": 0.021987762641149777, ""1"": 0.020401087340554857, ""2"": 0.029792704752956176, ""3"": 0.040439824791459224, ""4"": 0.04516707284084764, ""5"": 0.051126191622344455, ""6"": 0.05660005689404131, ""7"": 0.06390471398293408, ""8"": 0.06466211384091551, ""9"": 0.06944893516018714, ""10"": 0.06871853252938197, ""11"": 0.06162382947740566, ""12"": 0.061895094130564106, ""13"": 0.05314437512607507, ""14"": 0.04699823375257032, ""15"": 0.0434968523865701, ""16"": 0.03705105293016925, ""17"": 0.03162553629347319, ""18"": 0.027356493898369187, ""19"": 0.021088730860742786, ""20"": 0.019362097056898397, ""21"": 0.013534153470355926, ""22"": 0.01084253472065651, ""23"": 0.009071025259680503, ""24"": 0.00721620219731741, ""25"": 0.006054528142411716, ""26"": 0.004862362144529273, ""27"": 0.002993492831120712, ""28"": 0.002555217269886833, ""29"": 0.0014930328673673009, ""30"": 0.001523536447123158, ""31"": 0.0013547287247553975, ""32"": 0.0005904674425310247, ""33"": 0.00029061926452032295, ""34"": 0.00027249760552644324, ""35"": 0.0002698220746633718, ""36"": 0.0002523369488629243, ""37"": 0.00014921554479630905, ""38"": 9.319213203823118e-05, ""39"": 6.548526429784399e-05, ""40"": 0.00022536084272730165, ""41"": 0.000123504207697166, ""42"": 8.261768625731355e-05, ""43"": 0.00016523537251460826, ""46"": 2.753922875242564e-05}"
9,Jarrett Allen,CLE,6,DET,False,21709223,Cleveland Cavaliers @ Detroit Pistons,,reb,core,derived_from_projected_minutes,,,26.335757407411492,26.746190316762622,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,30,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,"{""0"": 0.019769177754638042, ""1"": 0.028354368031242166, ""2"": 0.044110184740434495, ""3"": 0.06519886952253398, ""4"": 0.0881921863227686, ""5"": 0.10494545269441105, ""6"": 0.11877713073042331, ""7"": 0.11284648813685177, ""8"": 0.10696220193013405, ""9"": 0.08511242878894089, ""10"": 0.06924872484697668, ""11"": 0.049655090081296996, ""12"": 0.036262234345260075, ""13"": 0.023319817718632122, ""14"": 0.01748000614617277, ""15"": 0.010281348018103985, ""16"": 0.007462374972049624, ""17"": 0.004887968033809056, ""18"": 0.002596717688818821, ""19"": 0.0018973355652214603, ""20"": 0.0009916484562616107, ""21"": 0.0007105327888293335, ""22"": 0.0003184497420317374, ""23"": 0.00022370521398470104, ""24"": 0.00010094441200045388, ""25"": 0.00012292304728610368, ""26"": 8.861433336048551e-05, ""27"": 2.2153583340121378e-05, ""28"": 3.8768770845202636e-05, ""29"": 5.538395835029236e-06, ""30"": 1.6615187505087655e-05}"
9,Jarrett Allen,CLE,6,DET,False,21709223,Cleveland Cavaliers @ Detroit Pistons,,ast,core,derived_from_projected_minutes,,,26.335757407411492,26.746190316762622,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,25,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,"{""0"": 0.4063869865169058, ""1"": 0.28016994164695935, ""2"": 0.17973323209462974, ""3"": 0.07931940838824535, ""4"": 0.03290932428273193, ""5"": 0.012415585144548344, ""6"": 0.004892555124682823, ""7"": 0.002821082077994954, ""8"": 0.0007225473259295749, ""9"": 0.0003644358471284569, ""10"": 0.00014056000625175107, ""11"": 9.731077355895222e-05, ""12"": 1.0812308173208934e-05, ""13"": 1.08123081732077e-05, ""14"": 5.406154086604155e-06}"
9,Jarrett Allen,CLE,6,DET,False,21709223,Cleveland Cavaliers @ Detroit Pistons,,fg3m,core,derived_from_projected_minutes,,,26.335757407411492,26.746190316762622,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,15,,,,MODEL_ONLY,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,"{""0"": 1.0}"
9,Jarrett Allen,CLE,6,DET,False,21709223,Cleveland Cavaliers @ Detroit Pistons,,tov,core,derived_from_projected_minutes,,,26.335757407411492,26.746190316762622,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,12,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,"{""0"": 0.3106290548144177, ""1"": 0.29243311235524194, ""2"": 0.22084628314419577, ""3"": 0.10718277952874569, ""4"": 0.04361569465062365, ""5"": 0.015459145318932188, ""6"": 0.006212339788632359, ""7"": 0.002124890478970792, ""8"": 0.0008807551844272586, ""9"": 0.0003120882588950063, ""10"": 0.000168198723536132, ""11"": 9.244073947211495e-05, ""12"": 4.321701390942578e-05}"
22,Deandre Ayton,LAL,14,OKC,False,21708301,Los Angeles Lakers @ Oklahoma City Thunder,,pts,core,derived_from_projected_minutes,,,27.573618394637286,28.358757229084283,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,80,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,"{""0"": 0.020859398846710137, ""1"": 0.019820220585490288, ""2"": 0.026939464573387122, ""3"": 0.03646679530376927, ""4"": 0.04453063946506158, ""5"": 0.047969381349193305, ""6"": 0.05541109376898429, ""7"": 0.06131873711511855, ""8"": 0.06700482851073618, ""9"": 0.0713590870261272, ""10"": 0.07052828041307464, ""11"": 0.06342289706124232, ""12"": 0.0661763355465396, ""13"": 0.05670824919712761, ""14"": 0.04997126431253915, ""15"": 0.04553327485082289, ""16"": 0.038433621282885445, ""17"": 0.03416739238302018, ""18"": 0.027753144647287863, ""19"": 0.02291916806391053, ""20"": 0.016985467255184756, ""21"": 0.012752561139047165, ""22"": 0.011256826706594348, ""23"": 0.008319434366813337, ""24"": 0.00687350018760018, ""25"": 0.004977862893108156, ""26"": 0.002715020037827734, ""27"": 0.002653651533519029, ""28"": 0.0019164759952708956, ""29"": 0.0010772991758589937, ""30"": 0.0010750598235865717, ""31"": 0.0003624992519837517, ""32"": 0.000317058134198505, ""33"": 0.0004492819644577905, ""34"": 0.00024170135076523883, ""35"": 9.001880178451209e-05, ""36"": 9.665700154034755e-05, ""37"": 0.00016975181331347632, ""38"": 7.400720344000593e-05, ""39"": 0.00011003311311886946, ""40"": 5.5016556559433167e-05, ""41"": 8.252483483913357e-05, ""44"": 2.7508278279709e-05, ""45"": 2.7508278279706853e-05}"
22,Deandre Ayton,LAL,14,OKC,False,21708301,Los Angeles Lakers @ Oklahoma City Thunder,,reb,core,derived_from_projected_minutes,,,27.573618394637286,28.358757229084283,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,30,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,"{""0"": 0.020055336218867702, ""1"": 0.028240932421663607, ""2"": 0.04471941860585643, ""3"": 0.06489826000684462, ""4"": 0.0856090004797756, ""5"": 0.09931727533900842, ""6"": 0.11041708211401889, ""7"": 0.11013470054589763, ""8"": 0.10371425735847659, ""9"": 0.08522573852685456, ""10"": 0.06799085687762671, ""11"": 0.05273517659730687, ""12"": 0.03869517684062906, ""13"": 0.029008584329013508, ""14"": 0.01905914650581398, ""15"": 0.013737471777331617, ""16"": 0.00882821652138445, ""17"": 0.006480529327525783, ""18"": 0.004472958679703148, ""19"": 0.0023328700858057717, ""20"": 0.0017971532902599733, ""21"": 0.0009064626806762793, ""22"": 0.0006600111462547354, ""23"": 0.0003039626208186998, ""24"": 0.0002064824374476209, ""25"": 0.00018171250974912957, ""26"": 0.00010449055745890651, ""27"": 6.113638590766327e-05, ""28"": 3.8904972850331156e-05, ""29"": 4.446282611465125e-05, ""30"": 2.2231413057326235e-05}"
22,Deandre Ayton,LAL,14,OKC,False,21708301,Los Angeles Lakers @ Oklahoma City Thunder,,ast,core,derived_from_projected_minutes,,,27.573618394637286,28.358757229084283,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,25,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,"{""0"": 0.5087513960999748, ""1"": 0.27075561095174394, ""2"": 0.12696738020440543, ""3"": 0.05405263903820005, ""4"": 0.022684032840224296, ""5"": 0.009161102510224608, ""6"": 0.004576180379923507, ""7"": 0.0019036205446720585, ""8"": 0.0006316426006505348, ""9"": 0.000307555653728461, ""10"": 0.0001593772660875086, ""11"": 3.29746067767063e-05, ""12"": 1.0991535592235312e-05, ""14"": 5.495767796114986e-06}"
22,Deandre Ayton,LAL,14,OKC,False,21708301,Los Angeles Lakers @ Oklahoma City Thunder,,fg3m,core,derived_from_projected_minutes,,,27.573618394637286,28.358757229084283,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,15,,,,MODEL_ONLY,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,"{""0"": 1.0}"
22,Deandre Ayton,LAL,14,OKC,False,21708301,Los Angeles Lakers @ Oklahoma City Thunder,,tov,core,derived_from_projected_minutes,,,27.573618394637286,28.358757229084283,0.0,fresh,bdl_plus_nba_official,2026-05-07T20:13:41Z,0,12,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,"{""0"": 0.33368915416262146, ""1"": 0.258088021612625, ""2"": 0.19584590906917237, ""3"": 0.11115713373149051, ""4"": 0.05786451486637689, ""5"": 0.024569534970675173, ""6"": 0.011037294266940055, ""7"": 0.0045889384237883975, ""8"": 0.0017730543014301359, ""9"": 0.0007216004607369395, ""10"": 0.0003432849947652456, ""11"": 0.00015503414029795174, ""12"": 0.00016652499907992841}"
