game_id,team_abbr,opponent_abbr,resolved_game_start_time_utc,source_used,source_confidence,source_payload_hash,resolution_blocker
21713899,CLE,NYK,2026-05-24T00:13:40Z,odds_api_live_events,high,2bf1a00bf00cd54e,
