stat,role_bucket,n,mean_delta_brier,bootstrap_upper95_mean_delta_brier,mean_delta_logloss,bootstrap_upper95_mean_delta_logloss
pts,core,140,0.07074877589257157,0.09384400796305797,0.15618880512486313,0.20808425229793914
pts,starter,125,0.0008210269522332814,0.02009064097171914,0.0027626254872328677,0.04529960200696847
reb,core,117,0.028056580072133273,0.056508551245564455,0.07595380295702106,0.14057721394747924
reb,starter,104,-0.014562611472918848,0.0014384387347277556,-0.03130624651040763,1.727631401579391e-05
