stat,n_rows,n_scored,n_market_joined,n_books,n_players,n_games,model_brier_avg,market_brier_avg,model_logloss_avg,market_logloss_avg,model_rps_avg,market_rps_avg,market_coverage_status,availability_freshness_status,failure_reason,market_superiority_pass,brier_delta_model_minus_market,logloss_delta_model_minus_market,rps_delta_model_minus_market,rps_status,model_beats_market_brier,model_beats_market_logloss,model_beats_market_rps,calibration_pass,model_ece,market_ece,model_calibration_slope,model_calibration_intercept,market_calibration_slope,market_calibration_intercept,pit_ks,mean_error,variance_error,p0_error,model_better_calibrated
ast,471,280,280,6,44,9,0.27826561865079363,0.254870883921454,0.7651938380595346,0.7043492280211635,1.1358677626984126,,covered,unknown,model_logloss_not_better,False,0.023394734729339617,0.06084461003837105,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
fg3m,491,282,282,6,42,9,0.24173469000867057,0.22517868394889823,0.7690751045510449,0.639670278476293,0.6795684545819536,,covered,unknown,model_logloss_not_better,False,0.016556006059772338,0.1294048260747519,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
pts,733,422,422,6,49,9,0.2664812073262697,0.24582191174955592,0.7293625973660585,0.6846794839266023,3.64258591943128,,covered,unknown,model_logloss_not_better,False,0.020659295576713754,0.04468311343945619,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
reb,576,345,345,6,45,8,0.2551765558776168,0.24063259878037577,0.7116508605906998,0.6731450046363999,1.5976544731078903,,covered,unknown,model_logloss_not_better,False,0.014543957097241017,0.038505855954299895,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
tov,5,1,1,1,1,1,0.4378027777777777,0.28352167313206283,1.0837236761743592,0.760286483397574,1.109969,,covered,unknown,insufficient_scored_rows,False,0.15428110464571487,0.3234371927767852,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
