date,book,player_key,player_name,player_id,team,opponent,stat,line,actual,result,model_p_over,model_p_under,model_p_push,model_result_prob,market_over_odds,market_under_odds,market_no_vig_over_prob,edge_over
2026-05-20,williamhill_us,89,Alex Caruso,89,OKC,SAS,pts,9.5,17.0,over,0.425763402641,0.5742365973620001,0.0,0.425763402641,-136,101,0.536673472593,-0.11091006995200003
2026-05-20,draftkings,89,Alex Caruso,89,OKC,SAS,pts,9.5,17.0,over,0.425763402641,0.5742365973620001,0.0,0.425763402641,-129,101,0.531016404186,-0.10525300154500006
2026-05-20,betonlineag,89,Alex Caruso,89,OKC,SAS,pts,9.5,17.0,over,0.425763402641,0.5742365973620001,0.0,0.425763402641,-130,100,0.530612244898,-0.10484884225699997
2026-05-20,betmgm,89,Alex Caruso,89,OKC,SAS,pts,9.5,17.0,over,0.425763402641,0.5742365973620001,0.0,0.425763402641,-135,100,0.534653465347,-0.10889006270599999
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,6.5,17.0,over,0.6585455640869999,0.341454435916,0.0,0.6585455640869999,-300,210,0.699248120301,-0.040702556214000096
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,7.5,17.0,over,0.581244045126,0.418755954877,0.0,0.581244045126,-235,172,0.656128105112,-0.074884059986
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,8.5,17.0,over,0.502357830544,0.497642169459,0.0,0.502357830544,-162,122,0.578534199858,-0.07617636931400007
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,9.5,17.0,over,0.425763402641,0.5742365973620001,0.0,0.425763402641,-122,-106,0.516439256946,-0.09067585430500003
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,10.5,17.0,over,0.36066763294799997,0.6393323670550001,0.0,0.36066763294799997,102,-136,0.46209273183,-0.10142509888200002
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,11.5,17.0,over,0.298018924823,0.7019810751800001,0.0,0.298018924823,136,-182,0.396334607601,-0.09831568277799996
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,12.5,17.0,over,0.24147540114,0.758524598863,0.0,0.24147540114,174,-240,0.340817963111,-0.099342561971
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,13.5,17.0,over,0.18911922759699998,0.8108807724060001,0.0,0.18911922759699998,220,-310,0.292439372325,-0.10332014472800002
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,5.5,17.0,over,0.7247213767039999,0.275278623299,0.0,0.7247213767039999,-440,290,0.760638297872,-0.03591692116800005
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,4.5,17.0,over,0.7883905987050001,0.21160940129800002,0.0,0.7883905987050001,-750,430,0.823834196891,-0.03544359818599996
2026-05-20,fanduel,89,Alex Caruso,89,OKC,SAS,pts,10.5,17.0,over,0.36066763294799997,0.6393323670550001,0.0,0.36066763294799997,104,-132,0.462815193106,-0.10214756015800003
2026-05-20,fliff,89,Alex Caruso,89,OKC,SAS,pts,9.5,17.0,over,0.425763402641,0.5742365973620001,0.0,0.425763402641,-135,-105,0.528653295129,-0.10288989248799996
2026-05-20,betparx,89,Alex Caruso,89,OKC,SAS,pts,10.5,17.0,over,0.36066763294799997,0.6393323670550001,0.0,0.36066763294799997,-107,-124,0.48287533242,-0.12220769947200005
2026-05-20,betparx,89,Alex Caruso,89,OKC,SAS,pts,9.5,17.0,over,0.425763402641,0.5742365973620001,0.0,0.425763402641,-143,107,0.549173484722,-0.12341008208100002
2026-05-20,espnbet,89,Alex Caruso,89,OKC,SAS,pts,10.5,17.0,over,0.36066763294799997,0.6393323670550001,0.0,0.36066763294799997,105,-140,0.455407969639,-0.09474033669100002
