player_id,player_name,stat,line,actual,p_realized,over_realized,nll
161,De'Aaron Fox,reb,3.5,0,0.0624,0.0,2.7741900036067557
161,De'Aaron Fox,ast,6.5,5,0.1458,0.0,1.9255194594075795
161,De'Aaron Fox,stl,1.5,2,0.1047,1.0,2.2566561611056457
17896097,Jose Alvarado,fg3m,0.5,0,0.3848,0.0,0.9550315601905855
17896097,Jose Alvarado,stl,0.5,0,0.7813,0.0,0.2467960799794384
414,Landry Shamet,fg3m,1.5,1,0.2739,0.0,1.294992202713105
414,Landry Shamet,stl,0.5,0,0.643,0.0,0.4416105547445176
17896033,Miles McBride,fg3m,0.5,0,0.2101,0.0,1.5601716711311824
73,Jalen Brunson,pts,28.5,45,0.0037,1.0,5.599422459331958
73,Jalen Brunson,reb,3.5,3,0.1469,0.0,1.9180031958023052
73,Jalen Brunson,fg3m,2.5,4,0.0885,1.0,2.4247527269682534
202,Josh Hart,reb,8.5,11,0.06,1.0,2.8134107167600364
202,Josh Hart,ast,4.5,2,0.1296,0.0,2.043302495063963
202,Josh Hart,fg3m,1.5,3,0.1886,1.0,1.66812690878278
202,Josh Hart,stl,1.5,0,0.4346,0.0,0.8333292111598078
1028025261,Stephon Castle,ast,6.5,4,0.1421,0.0,1.951224243879082
3547246,Devin Vassell,pts,13.5,12,0.0686,0.0,2.6794627442502974
3547246,Devin Vassell,ast,2.5,2,0.2164,0.0,1.5306267320098106
3547246,Devin Vassell,fg3m,2.5,2,0.2958,0.0,1.2180717287054377
399,Mitchell Robinson,stl,0.5,0,0.6776,0.0,0.3891981356442924
399,Mitchell Robinson,blk,0.5,0,0.3996,0.0,0.9172912322077386
18,OG Anunoby,pts,17.5,11,0.0445,0.0,3.1122660898099426
18,OG Anunoby,fg3m,2.5,1,0.2761,0.0,1.2869921600460283
18,OG Anunoby,stl,1.5,3,0.0729,1.0,2.6186666399675245
1057262518,Dylan Harper,pts,14.5,25,0.0076,1.0,4.879607031689852
1057262518,Dylan Harper,reb,5.5,5,0.1376,0.0,1.9834043534828936
1057262518,Dylan Harper,ast,3.5,4,0.0978,1.0,2.324830701941365
1057262518,Dylan Harper,blk,0.5,1,0.1476,1.0,1.9132493668157649
666682,Keldon Johnson,reb,2.5,5,0.0738,1.0,2.6063965473757102
666682,Keldon Johnson,fg3m,0.5,2,0.2787,1.0,1.2776193444942343
666682,Keldon Johnson,stl,0.5,0,0.675,0.0,0.3930425881096072
61,Mikal Bridges,ast,2.5,4,0.145,1.0,1.9310215365615624
61,Mikal Bridges,fg3m,1.5,3,0.0591,1.0,2.8285243545700847
61,Mikal Bridges,blk,0.5,1,0.2464,1.0,1.4007990473227725
56677822,Victor Wembanyama,pts,28.5,19,0.0375,0.0,3.283414346005772
56677822,Victor Wembanyama,reb,11.5,14,0.0409,1.0,3.196625215933381
56677822,Victor Wembanyama,ast,3.5,2,0.2138,0.0,1.5427142803911922
56677822,Victor Wembanyama,stl,1.5,0,0.3129,0.0,1.1618716283073005
56677822,Victor Wembanyama,blk,3.5,5,0.0408,1.0,3.199073197572021
447,Karl-Anthony Towns,pts,16.5,2,0.013,0.0,4.3428059215206005
447,Karl-Anthony Towns,reb,11.5,10,0.1042,0.0,2.2614431496628704
