player_id,player_name,team_abbr,team_id,opponent,is_home,game_id,game,game_start_et,stat,role_bucket,role_source,mp_bucket,usage_bucket,minutes_mean,minutes_q50,p_inactive_used,injury_freshness_status,injury_context_source,injury_report_fetched_at_utc,support_min,support_max,line,market_fair_over_prob,market_source,market_offered_side,market_offered_odds,pmf_source,pmf_active
12,Kyle Anderson,MIN,18,SAS,True,21707974,San Antonio Spurs @ Minnesota Timberwolves,,pts,bench,derived_from_projected_minutes,,,14.092215966292585,12.724598930208245,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,80,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,"{""0"": 0.25611017420989945, ""1"": 0.13037259052348904, ""2"": 0.12393538421274877, ""3"": 0.0871030695756171, ""4"": 0.08438023310193299, ""5"": 0.06820522473874707, ""6"": 0.05197664561940681, ""7"": 0.04075330998394161, ""8"": 0.037918715533731676, ""9"": 0.030773837891082186, ""10"": 0.02149467922504807, ""11"": 0.017031207602570486, ""12"": 0.010328234651774166, ""13"": 0.007430643323721206, ""14"": 0.0076034166873519, ""15"": 0.005801396972085801, ""16"": 0.0038924955869823617, ""17"": 0.0026772599392361025, ""18"": 0.0021473374775695816, ""19"": 0.002831511501755972, ""20"": 0.0014134890541030608, ""21"": 0.0023532553295683833, ""22"": 0.0006396193649798582, ""23"": 0.000950518352924745, ""24"": 0.0004095424730643476, ""25"": 0.0003061071492248647, ""26"": 0.00019704581757711633, ""27"": 0.00012540278664890863, ""28"": 0.00013429090481942375, ""29"": 0.00010534123036324918, ""30"": 3.021690492005001e-05, ""31"": 6.134000226312723e-05, ""32"": 4.201698145476621e-05, ""33"": 7.357276738724411e-05, ""34"": 4.2884076920831946e-05, ""35"": 6.319821587112335e-05, ""36"": 0.00015804740565114546, ""39"": 6.0392525963881735e-05, ""41"": 6.635029760157827e-05}"
12,Kyle Anderson,MIN,18,SAS,True,21707974,San Antonio Spurs @ Minnesota Timberwolves,,reb,bench,derived_from_projected_minutes,,,14.092215966292585,12.724598930208245,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,30,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,"{""0"": 0.2502402101908765, ""1"": 0.2441846294117676, ""2"": 0.18981607234954406, ""3"": 0.12329766315893428, ""4"": 0.08189411378846026, ""5"": 0.048258982812954015, ""6"": 0.025723022259785448, ""7"": 0.014954813597782592, ""8"": 0.0098168027300086, ""9"": 0.005173845545081774, ""10"": 0.0021172011193919126, ""11"": 0.0021153280020893795, ""12"": 0.0008969705696341194, ""13"": 0.0004946706031224151, ""14"": 0.00029276678231187584, ""15"": 0.0002445801548096773, ""16"": 0.00015196392558825979, ""17"": 0.0001211280692513453, ""18"": 8.044838630511635e-05, ""19"": 6.23932711503032e-05, ""20"": 4.159551410020104e-05, ""22"": 2.0797757050104816e-05}"
12,Kyle Anderson,MIN,18,SAS,True,21707974,San Antonio Spurs @ Minnesota Timberwolves,,ast,bench,derived_from_projected_minutes,,,14.092215966292585,12.724598930208245,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,25,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,"{""0"": 0.3622901240656709, ""1"": 0.23306634901887213, ""2"": 0.20177638438016504, ""3"": 0.0984779922582582, ""4"": 0.05248062672190798, ""5"": 0.029097455622357913, ""6"": 0.011431449386167658, ""7"": 0.005036977043477183, ""8"": 0.0029203420728792923, ""9"": 0.0017985293630296056, ""10"": 0.0006769302425543408, ""11"": 0.0003863902183593969, ""12"": 0.0002670700699888393, ""13"": 0.00014224462366629333, ""14"": 8.890288979135408e-05, ""15"": 4.4451444895677134e-05, ""17"": 1.7780577958260402e-05}"
12,Kyle Anderson,MIN,18,SAS,True,21707974,San Antonio Spurs @ Minnesota Timberwolves,,fg3m,bench,derived_from_projected_minutes,,,14.092215966292585,12.724598930208245,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,15,,,,MODEL_ONLY,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:bench,"{""0"": 1.0}"
12,Kyle Anderson,MIN,18,SAS,True,21707974,San Antonio Spurs @ Minnesota Timberwolves,,tov,bench,derived_from_projected_minutes,,,14.092215966292585,12.724598930208245,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,12,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:bench,"{""0"": 0.5637085116568666, ""1"": 0.26579996481602625, ""2"": 0.12100269696164677, ""3"": 0.032574934205182905, ""4"": 0.010965454253122862, ""5"": 0.0036400688532976233, ""6"": 0.0013448233688113525, ""7"": 0.0005470073854640025, ""8"": 0.00024368040795658876, ""9"": 9.747216318263551e-05, ""10"": 2.9417907155390885e-05, ""11"": 1.0636806938931275e-05, ""12"": 3.533121434815595e-05}"
18,OG Anunoby,NYK,20,PHI,False,21708677,New York Knicks @ Philadelphia 76ers,,pts,starter,derived_from_projected_minutes,,,32.77279344224519,34.29511317398688,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,80,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter,"{""0"": 0.010704695472238799, ""1"": 0.011410877775608584, ""2"": 0.013694654448875616, ""3"": 0.014217898258373137, ""4"": 0.01776309331132945, ""5"": 0.022814500569206596, ""6"": 0.025464394302716856, ""7"": 0.02992873345197449, ""8"": 0.03513009470458005, ""9"": 0.03865250342897575, ""10"": 0.04255403928694865, ""11"": 0.04618400871596506, ""12"": 0.04950145237246189, ""13"": 0.04881815295262618, ""14"": 0.0514349663346823, ""15"": 0.04850391157209385, ""16"": 0.05263324722224984, ""17"": 0.04961144727608023, ""18"": 0.047864690484737744, ""19"": 0.04326009525981555, ""20"": 0.041765213268915795, ""21"": 0.039424981381915816, ""22"": 0.03210482085103313, ""23"": 0.029249022289180547, ""24"": 0.027185276190523144, ""25"": 0.021593913907227917, ""26"": 0.01935620685732037, ""27"": 0.0168644702602727, ""28"": 0.012803820363681573, ""29"": 0.012434153103690426, ""30"": 0.00839603798842082, ""31"": 0.00837022746263253, ""32"": 0.006698044619298678, ""33"": 0.005196763131073895, ""34"": 0.004846913391062897, ""35"": 0.0037367773246486055, ""36"": 0.0023097064358162563, ""37"": 0.0016113030609360352, ""38"": 0.0016222453216422701, ""39"": 0.0005692230918424488, ""40"": 0.0013062432186143201, ""41"": 0.0004922724148670112, ""42"": 0.0003036193856525396, ""43"": 0.0003165460347022986, ""44"": 0.0002640932457319193, ""45"": 0.00011745667325284297, ""46"": 0.00013952598982328217, ""47"": 7.253611914184435e-05, ""48"": 0.00023984701004705754, ""49"": 0.00012254173203864356, ""50"": 0.00013549626938074558, ""51"": 6.774813469036371e-05, ""52"": 6.774813469035893e-05, ""54"": 6.774813469034604e-05}"
18,OG Anunoby,NYK,20,PHI,False,21708677,New York Knicks @ Philadelphia 76ers,,reb,starter,derived_from_projected_minutes,,,32.77279344224519,34.29511317398688,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,30,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter,"{""0"": 0.026263302382983453, ""1"": 0.039048341637110635, ""2"": 0.06524071580920764, ""3"": 0.0964543258314898, ""4"": 0.12013525330818367, ""5"": 0.1330470058884739, ""6"": 0.13179770115489275, ""7"": 0.11292501317220169, ""8"": 0.0863081159242199, ""9"": 0.06566203644276557, ""10"": 0.04673326839152173, ""11"": 0.029767399905645482, ""12"": 0.01979540835810917, ""13"": 0.011270405532584194, ""14"": 0.0066898199682885445, ""15"": 0.0037063507680811427, ""16"": 0.0022776200865340414, ""17"": 0.0012227351168855687, ""18"": 0.0007596440028859741, ""19"": 0.000314542923912135, ""20"": 0.0001816333291076846, ""21"": 0.00015560547370544145, ""22"": 1.3200888158874864e-05, ""23"": 9.38074976857422e-05, ""24"": 2.394419601255772e-05, ""25"": 2.5235616389473806e-05, ""26"": 2.6871415533573625e-05, ""27"": 6.0694977429560634e-05}"
18,OG Anunoby,NYK,20,PHI,False,21708677,New York Knicks @ Philadelphia 76ers,,ast,starter,derived_from_projected_minutes,,,32.77279344224519,34.29511317398688,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,25,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter,"{""0"": 0.23028995506978422, ""1"": 0.2314822735820819, ""2"": 0.22574158007656003, ""3"": 0.14751788340578795, ""4"": 0.08299186608944135, ""5"": 0.041342464594415915, ""6"": 0.020076852444419285, ""7"": 0.010523326195683535, ""8"": 0.0049004405435219885, ""9"": 0.0029349298795667135, ""10"": 0.0012272061801031576, ""11"": 0.0004405613089481363, ""12"": 0.0003488834572309427, ""13"": 0.00011762052335325483, ""14"": 2.1385549700581447e-05, ""15"": 3.2078324550855036e-05, ""17"": 1.0692774850284679e-05}"
18,OG Anunoby,NYK,20,PHI,False,21708677,New York Knicks @ Philadelphia 76ers,,fg3m,starter,derived_from_projected_minutes,,,32.77279344224519,34.29511317398688,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,15,,,,MODEL_ONLY,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:starter,"{""0"": 0.07175530357355474, ""1"": 0.20985615010903957, ""2"": 0.2898024426880052, ""3"": 0.23546644340783388, ""4"": 0.11833409426811874, ""5"": 0.04879658423425905, ""6"": 0.025988981719188627}"
18,OG Anunoby,NYK,20,PHI,False,21708677,New York Knicks @ Philadelphia 76ers,,tov,starter,derived_from_projected_minutes,,,32.77279344224519,34.29511317398688,0.0,fresh,bdl_plus_nba_official,2026-05-08T23:51:13Z,0,12,,,,MODEL_ONLY,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:starter,"{""0"": 0.3547285178304002, ""1"": 0.3098749561919109, ""2"": 0.19039153479038068, ""3"": 0.08597277872710547, ""4"": 0.03591111772010321, ""5"": 0.014294679074258033, ""6"": 0.00516791639465519, ""7"": 0.0023093703094509495, ""8"": 0.0007769336829075521, ""9"": 0.0002736948801236387, ""10"": 0.0001566501700554196, ""11"": 0.00010052042212421551, ""12"": 4.132980652460972e-05}"
