role_bucket,n_rows,n_scored,n_market_joined,n_books,n_players,n_games,model_brier_avg,market_brier_avg,model_logloss_avg,market_logloss_avg,model_rps_avg,market_rps_avg,market_coverage_status,availability_freshness_status,failure_reason,market_superiority_pass,brier_delta_model_minus_market,logloss_delta_model_minus_market,rps_delta_model_minus_market,rps_status,model_beats_market_brier,model_beats_market_logloss,model_beats_market_rps,calibration_pass,model_ece,market_ece,model_calibration_slope,model_calibration_intercept,market_calibration_slope,market_calibration_intercept,pit_ks,mean_error,variance_error,p0_error,model_better_calibrated
core,146,146,146,6,5,3,0.2528131141059495,0.22870401456235706,0.7158142274945719,0.6485670633993674,1.942751549173139,,covered,unknown,model_metrics_missing_or_join_incomplete,False,0.024109099543592416,0.06724716409520448,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
fringe,25,25,25,6,1,1,0.19778155116726956,0.26944450899666966,0.6125624771871208,0.7326516837802586,0.9351101164747613,,covered,unknown,insufficient_scored_rows,False,-0.0716629578294001,-0.12008920659313782,,unavailable_market_distribution,True,True,True,False,,,,,,,,,,,False
inactive_risk,77,77,77,6,3,3,0.32146882539971067,0.2442025781467234,0.8615210105315119,0.679683241289953,3.1425689480987753,,covered,unknown,insufficient_scored_rows,False,0.07726624725298728,0.1818377692415588,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
none,308,0,0,6,0,0,,,,,,,none,unknown,insufficient_scored_rows,False,,,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
rotation,63,63,63,6,2,2,0.2859999158991716,0.2454537600483303,0.7699059995520325,0.6787344481263385,2.297190673470358,,covered,unknown,insufficient_scored_rows,False,0.040546155850841314,0.091171551425694,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
starter,155,155,155,6,5,2,0.28261218429293494,0.24429925390981475,0.7653989452184096,0.6822853108618937,1.7351782779980522,,covered,unknown,model_metrics_missing_or_join_incomplete,False,0.0383129303831202,0.08311363435651586,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
