snapshot_type,n_rows,n_scored,n_market_joined,n_books,n_players,n_games,model_brier_avg,market_brier_avg,model_logloss_avg,market_logloss_avg,model_rps_avg,market_rps_avg,market_coverage_status,availability_freshness_status,failure_reason,market_superiority_pass,brier_delta_model_minus_market,logloss_delta_model_minus_market,rps_delta_model_minus_market,rps_status,model_beats_market_brier,model_beats_market_logloss,model_beats_market_rps,calibration_pass,model_ece,market_ece,model_calibration_slope,model_calibration_intercept,market_calibration_slope,market_calibration_intercept,pit_ks,mean_error,variance_error,p0_error,model_better_calibrated
close_or_lock,774,466,466,6,16,7,0.27560351129073135,0.24090229314889416,0.7581565910631833,0.6735132754199429,2.0658217459508235,,covered,unknown,model_metrics_missing_or_join_incomplete,False,0.03470121814183719,0.08464331564324046,,unavailable_market_distribution,False,False,True,False,,,,,,,,,,,False
