stat,model_stat_grid_rows,canonical_rows,raw_odds_rows,processed_odds_rows,two_way_odds_rows,event_market_rows,matched_rows,scored_rows,books_count,players_count,games_count,expected_market_keys_for_stat,requested_market_keys,raw_market_keys_seen_for_stat,processed_market_keys_seen_for_stat,odds_snapshot_files_checked,raw_json_files_checked,raw_json_paths_checked,request_registry_source,request_coverage_status,raw_market_presence_status,processed_market_presence_status,event_join_presence_status,final_missing_reason,missing_reason,market_keys_requested,market_keys_seen_raw,market_keys_seen_processed
pts,136,202,360,1548,1548,1548,949,949,14,63,4,"[""player_points"", ""player_points_alternate""]","[""player_points"", ""player_points_alternate""]","[""player_points"", ""player_points_alternate""]","[""player_points"", ""player_points_alternate""]","[""data/odds_api/processed/2026-05-06/odds_pairs_hist_lockday_2026-05-06.parquet"", ""data/odds_api/processed/2026-05-07/odds_pairs_live_slate_close_or_lock_2026-05-07T201323Z.parquet""]",38,"[""data/odds_api/raw/2026-05-06/hist_event_246001ab42d44857430f7fe63f423461_lock_2026-05-07T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_d146e10295545e18ac8915a1f5860317_lock_2026-05-06T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_events_2026-05-06T110000Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_1b5c084f510006e8f30cd6cac40e231d_lock_2026-05-09T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_30d614c5d781b768faf9cf885e890851_lock_2026-05-08T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_events_2026-05-07T110000Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193703Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193703Z.json""]",nba_props_model.markets.oddsapi_markets.ODDSAPI_NBA_DEFAULT_MARKETS,all_expected_keys_in_registry,expected_keys_present_in_raw,two_way_present,scored_sample_sufficient,covered,covered,"[""player_points"", ""player_points_alternate""]","[""player_points"", ""player_points_alternate""]","[""player_points"", ""player_points_alternate""]"
reb,136,202,358,915,915,915,560,560,14,58,4,"[""player_rebounds"", ""player_rebounds_alternate""]","[""player_rebounds"", ""player_rebounds_alternate""]","[""player_rebounds"", ""player_rebounds_alternate""]","[""player_rebounds"", ""player_rebounds_alternate""]","[""data/odds_api/processed/2026-05-06/odds_pairs_hist_lockday_2026-05-06.parquet"", ""data/odds_api/processed/2026-05-07/odds_pairs_live_slate_close_or_lock_2026-05-07T201323Z.parquet""]",38,"[""data/odds_api/raw/2026-05-06/hist_event_246001ab42d44857430f7fe63f423461_lock_2026-05-07T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_d146e10295545e18ac8915a1f5860317_lock_2026-05-06T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_events_2026-05-06T110000Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_1b5c084f510006e8f30cd6cac40e231d_lock_2026-05-09T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_30d614c5d781b768faf9cf885e890851_lock_2026-05-08T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_events_2026-05-07T110000Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193703Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193703Z.json""]",nba_props_model.markets.oddsapi_markets.ODDSAPI_NBA_DEFAULT_MARKETS,all_expected_keys_in_registry,expected_keys_present_in_raw,two_way_present,scored_sample_sufficient,covered,covered,"[""player_rebounds"", ""player_rebounds_alternate""]","[""player_rebounds"", ""player_rebounds_alternate""]","[""player_rebounds"", ""player_rebounds_alternate""]"
ast,136,202,360,643,643,643,397,397,14,51,4,"[""player_assists"", ""player_assists_alternate""]","[""player_assists"", ""player_assists_alternate""]","[""player_assists"", ""player_assists_alternate""]","[""player_assists"", ""player_assists_alternate""]","[""data/odds_api/processed/2026-05-06/odds_pairs_hist_lockday_2026-05-06.parquet"", ""data/odds_api/processed/2026-05-07/odds_pairs_live_slate_close_or_lock_2026-05-07T201323Z.parquet""]",38,"[""data/odds_api/raw/2026-05-06/hist_event_246001ab42d44857430f7fe63f423461_lock_2026-05-07T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_d146e10295545e18ac8915a1f5860317_lock_2026-05-06T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_events_2026-05-06T110000Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_1b5c084f510006e8f30cd6cac40e231d_lock_2026-05-09T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_30d614c5d781b768faf9cf885e890851_lock_2026-05-08T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_events_2026-05-07T110000Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193703Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193703Z.json""]",nba_props_model.markets.oddsapi_markets.ODDSAPI_NBA_DEFAULT_MARKETS,all_expected_keys_in_registry,expected_keys_present_in_raw,two_way_present,scored_sample_sufficient,covered,covered,"[""player_assists"", ""player_assists_alternate""]","[""player_assists"", ""player_assists_alternate""]","[""player_assists"", ""player_assists_alternate""]"
fg3m,134,200,346,668,668,668,410,410,14,54,4,"[""player_threes"", ""player_threes_alternate""]","[""player_threes"", ""player_threes_alternate""]","[""player_threes"", ""player_threes_alternate""]","[""player_threes"", ""player_threes_alternate""]","[""data/odds_api/processed/2026-05-06/odds_pairs_hist_lockday_2026-05-06.parquet"", ""data/odds_api/processed/2026-05-07/odds_pairs_live_slate_close_or_lock_2026-05-07T201323Z.parquet""]",38,"[""data/odds_api/raw/2026-05-06/hist_event_246001ab42d44857430f7fe63f423461_lock_2026-05-07T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_d146e10295545e18ac8915a1f5860317_lock_2026-05-06T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_events_2026-05-06T110000Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_1b5c084f510006e8f30cd6cac40e231d_lock_2026-05-09T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_30d614c5d781b768faf9cf885e890851_lock_2026-05-08T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_events_2026-05-07T110000Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193703Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193703Z.json""]",nba_props_model.markets.oddsapi_markets.ODDSAPI_NBA_DEFAULT_MARKETS,all_expected_keys_in_registry,expected_keys_present_in_raw,two_way_present,scored_sample_sufficient,covered,covered,"[""player_threes"", ""player_threes_alternate""]","[""player_threes"", ""player_threes_alternate""]","[""player_threes"", ""player_threes_alternate""]"
tov,136,202,9,5,5,5,1,1,1,1,1,"[""player_turnovers"", ""player_turnovers_alternate""]","[""player_turnovers"", ""player_turnovers_alternate""]","[""player_turnovers""]","[""player_turnovers""]","[""data/odds_api/processed/2026-05-06/odds_pairs_hist_lockday_2026-05-06.parquet"", ""data/odds_api/processed/2026-05-07/odds_pairs_live_slate_close_or_lock_2026-05-07T201323Z.parquet""]",38,"[""data/odds_api/raw/2026-05-06/hist_event_246001ab42d44857430f7fe63f423461_lock_2026-05-07T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-06/hist_event_d146e10295545e18ac8915a1f5860317_lock_2026-05-06T230500Z.json"", ""data/odds_api/raw/2026-05-06/hist_events_2026-05-06T110000Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_1b5c084f510006e8f30cd6cac40e231d_lock_2026-05-09T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_30d614c5d781b768faf9cf885e890851_lock_2026-05-08T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_862af0717b53a01b5e93a188a655d663_lock_2026-05-07T230500Z.json"", ""data/odds_api/raw/2026-05-07/hist_event_a306b74e13d87d2f8d64b1e01c2cf958_lock_2026-05-08T013500Z.json"", ""data/odds_api/raw/2026-05-07/hist_events_2026-05-07T110000Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_09800f9101b348d4a66742a3d8888b82_2026-05-12T193703Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_1b5c084f510006e8f30cd6cac40e231d_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_30d614c5d781b768faf9cf885e890851_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_862af0717b53a01b5e93a188a655d663_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195655Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T195702Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200904Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T200910Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201317Z.json"", ""data/odds_api/raw/2026-05-07/live_event_a306b74e13d87d2f8d64b1e01c2cf958_2026-05-07T201323Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193700Z.json"", ""data/odds_api/raw/2026-05-07/live_event_c3531530e77a4ada542bdbff23de5409_2026-05-12T193703Z.json""]",nba_props_model.markets.oddsapi_markets.ODDSAPI_NBA_DEFAULT_MARKETS,all_expected_keys_in_registry,expected_keys_present_in_raw,two_way_present,matched_but_insufficient_scored_sample,insufficient_scored_rows,insufficient_scored_rows,"[""player_turnovers"", ""player_turnovers_alternate""]","[""player_turnovers""]","[""player_turnovers""]"
