player_id,player_name,team,opponent,game_id,is_home,stat,line,market_line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_mean,p_over,edge,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status
89,Alex Caruso,OKC,SAS,21713528,True,pts,7.5,7.5,betmgm,-125.0,-105.0,0.5203045685279188,6.0672128984266225,0.3349867055016886,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,reb,3.5,3.5,betmgm,130.0,-175.0,0.4059040590405904,3.1239555903419616,0.3817211128750644,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,ast,1.5,1.5,betmgm,-160.0,120.0,0.5751633986928104,1.505924099996559,0.4788793374111405,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,fg3m,1.5,1.5,betmgm,-105.0,-125.0,0.4796954314720812,1.302659874051196,0.23090366841812682,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,tov,,,,,,,0.8094712641483527,,,rotation,latest_valid_report_selected,projected,no_market_line
89,Alex Caruso,OKC,SAS,21713528,True,stl,1.5,1.5,betparx,143.0,-195.0,0.38368992651362427,0.8493668733135121,0.1793473069387953,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,blk,0.5,0.5,bovada,155.0,-210.0,0.3666469544648137,0.3898050435048011,0.20655228014140528,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,stocks,1.5,1.5,draftkings,-130.0,-102.0,0.5281576830249397,1.239171916818313,0.26458557657873794,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,pa,9.5,9.5,bovada,-115.0,-115.0,0.5,7.5731369984231796,0.30594543249131456,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,pr,10.5,10.5,bovada,-125.0,-105.0,0.5203045685279188,9.191168488768591,0.35879580772604097,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,ra,5.5,5.5,bovada,115.0,-150.0,0.43668122270742354,4.62987969033852,0.32039871489000604,,rotation,latest_valid_report_selected,projected,full
89,Alex Caruso,OKC,SAS,21713528,True,pra,12.5,12.5,bovada,-125.0,-105.0,0.5203045685279188,10.697092588765143,0.3267942642067529,,rotation,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,pts,13.5,13.5,bovada,-260.0,190.0,0.6768402154398564,18.665453296737855,0.796633454977636,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,reb,2.5,2.5,bovada,-230.0,170.0,0.6529968454258674,3.26730226268935,0.7100276516926863,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,ast,4.5,4.5,bovada,-190.0,145.0,0.6161482461945731,5.353714055847697,0.6822852829821424,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,fg3m,1.5,1.5,bovada,105.0,-135.0,0.4592085979482169,1.7784730544880039,0.5123869906512183,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,tov,,,,,,,2.326731963021964,,,starter,latest_valid_report_selected,projected,no_market_line
161,De'Aaron Fox,SAS,OKC,21713528,False,stl,1.5,1.5,bovada,170.0,-230.0,0.34700315457413244,0.7778968890014599,0.16952562254391876,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,blk,0.5,0.5,bovada,305.0,-460.0,0.2311184482047049,0.36139857081301224,0.16162891006466792,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,stocks,,,,,,,1.1392954598144718,,,starter,latest_valid_report_selected,projected,no_market_line
161,De'Aaron Fox,SAS,OKC,21713528,False,pa,21.5,21.5,bovada,-120.0,-110.0,0.5101214574898786,24.019167352585576,0.6556223326818592,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,pr,19.5,19.5,bovada,-120.0,-110.0,0.5101214574898786,21.932755559427218,0.6534302897399289,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,ra,8.5,8.5,bovada,-125.0,-105.0,0.5203045685279188,8.621016318537052,0.519619822369772,,starter,latest_valid_report_selected,projected,full
161,De'Aaron Fox,SAS,OKC,21713528,False,pra,25.5,25.5,bovada,-110.0,-120.0,0.48987854251012153,27.286469615274914,0.6105419673453557,,starter,latest_valid_report_selected,projected,full
