player_id,player_name,team,game_id,stat,line,exp_mp_contextual,contextual_minutes_delta,contextual_pmf_mean_baseline,contextual_pmf_mean_post,contextual_pmf_mean_shift_ratio,contextual_pmf_applied,contextual_feature_set_id,lineup_confirmed,confirmed_starter,confirmed_bench,contextual_rate_delta_pts,contextual_rate_delta_reb,contextual_rate_delta_ast,contextual_rate_delta_tov,contextual_rate_delta_stl,contextual_rate_delta_blk,contextual_rate_delta_fg3m
161,De'Aaron Fox,SAS,21713533,pts,15.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
38017703,Jalen Williams,OKC,21713533,pts,12.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
201,Isaiah Hartenstein,OKC,21713533,reb,8.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
56677833,Cason Wallace,OKC,21713533,pts,8.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
38017706,Jaylin Williams,OKC,21713533,reb,3.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
1028027372,Jared McCain,OKC,21713533,pts,13.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
1028025261,Stephon Castle,SAS,21713533,reb,5.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
3547246,Devin Vassell,SAS,21713533,pts,13.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
175,Shai Gilgeous-Alexander,OKC,21713533,pts,29.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
666541,Luguentz Dort,OKC,21713533,fg3m,1.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
38017649,Julian Champagnie,SAS,21713533,reb,5.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
38017685,Chet Holmgren,OKC,21713533,reb,7.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
1057262518,Dylan Harper,SAS,21713533,reb,3.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
89,Alex Caruso,OKC,21713533,pts,10.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
666682,Keldon Johnson,SAS,21713533,fg3m,0.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
56677822,Victor Wembanyama,SAS,21713533,pts,27.5,14.450953102386375,14.450953102386375,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.029565545327324843,0.0078093117441111,0.008641860894618512,0.004809343206369558,0.00201452003388783,-0.0005542087283745658,-0.00144732204790373
