segment,reason
blk|bench,too_few_usable_pmfs
blk|core,too_few_usable_pmfs
blk|fringe,too_few_usable_pmfs
blk|inactive_risk,too_few_usable_pmfs
blk|rotation,too_few_usable_pmfs
blk|starter,too_few_usable_pmfs
pa|bench,too_few_usable_pmfs
pa|core,too_few_usable_pmfs
pa|fringe,too_few_usable_pmfs
pa|inactive_risk,too_few_usable_pmfs
pa|rotation,too_few_usable_pmfs
pa|starter,too_few_usable_pmfs
pr|bench,too_few_usable_pmfs
pr|core,too_few_usable_pmfs
pr|fringe,too_few_usable_pmfs
pr|inactive_risk,too_few_usable_pmfs
pr|rotation,too_few_usable_pmfs
pr|starter,too_few_usable_pmfs
pra|bench,too_few_usable_pmfs
pra|core,too_few_usable_pmfs
pra|fringe,too_few_usable_pmfs
pra|inactive_risk,too_few_usable_pmfs
pra|rotation,too_few_usable_pmfs
pra|starter,too_few_usable_pmfs
ra|bench,too_few_usable_pmfs
ra|core,too_few_usable_pmfs
ra|fringe,too_few_usable_pmfs
ra|inactive_risk,too_few_usable_pmfs
ra|rotation,too_few_usable_pmfs
ra|starter,too_few_usable_pmfs
stl|bench,too_few_usable_pmfs
stl|core,too_few_usable_pmfs
stl|fringe,too_few_usable_pmfs
stl|inactive_risk,too_few_usable_pmfs
stl|rotation,too_few_usable_pmfs
stl|starter,too_few_usable_pmfs
stocks|bench,too_few_usable_pmfs
stocks|core,too_few_usable_pmfs
stocks|fringe,too_few_usable_pmfs
stocks|inactive_risk,too_few_usable_pmfs
stocks|rotation,too_few_usable_pmfs
stocks|starter,too_few_usable_pmfs
