player_id,player_name,team,opponent,game_id,stat,line
3547272,Isaiah Joe,OKC,SAS,21713534,fg3m,0.5
38017685,Chet Holmgren,OKC,SAS,21713534,pts,13.5
38017685,Chet Holmgren,OKC,SAS,21713534,blk,1.5
161,De'Aaron Fox,SAS,OKC,21713534,pts,13.5
161,De'Aaron Fox,SAS,OKC,21713534,reb,4.5
38017706,Jaylin Williams,OKC,SAS,21713534,fg3m,1.5
38017706,Jaylin Williams,OKC,SAS,21713534,stl,0.5
1028025261,Stephon Castle,SAS,OKC,21713534,pts,16.5
1028025261,Stephon Castle,SAS,OKC,21713534,ast,6.5
1028025261,Stephon Castle,SAS,OKC,21713534,fg3m,1.5
666541,Luguentz Dort,OKC,SAS,21713534,fg3m,1.5
666541,Luguentz Dort,OKC,SAS,21713534,stl,0.5
175,Shai Gilgeous-Alexander,OKC,SAS,21713534,pts,30.5
175,Shai Gilgeous-Alexander,OKC,SAS,21713534,ast,7.5
175,Shai Gilgeous-Alexander,OKC,SAS,21713534,fg3m,1.5
175,Shai Gilgeous-Alexander,OKC,SAS,21713534,stl,1.5
175,Shai Gilgeous-Alexander,OKC,SAS,21713534,blk,0.5
1057262518,Dylan Harper,SAS,OKC,21713534,ast,2.5
1057262518,Dylan Harper,SAS,OKC,21713534,fg3m,0.5
1057262518,Dylan Harper,SAS,OKC,21713534,stl,0.5
666682,Keldon Johnson,SAS,OKC,21713534,fg3m,0.5
56677822,Victor Wembanyama,SAS,OKC,21713534,pts,26.5
56677822,Victor Wembanyama,SAS,OKC,21713534,reb,12.5
56677822,Victor Wembanyama,SAS,OKC,21713534,ast,3.5
56677822,Victor Wembanyama,SAS,OKC,21713534,blk,3.5
56677833,Cason Wallace,OKC,SAS,21713534,reb,3.5
56677833,Cason Wallace,OKC,SAS,21713534,ast,2.5
56677833,Cason Wallace,OKC,SAS,21713534,fg3m,1.5
201,Isaiah Hartenstein,OKC,SAS,21713534,reb,8.5
201,Isaiah Hartenstein,OKC,SAS,21713534,blk,0.5
89,Alex Caruso,OKC,SAS,21713534,pts,10.5
89,Alex Caruso,OKC,SAS,21713534,reb,3.5
89,Alex Caruso,OKC,SAS,21713534,ast,2.5
89,Alex Caruso,OKC,SAS,21713534,fg3m,1.5
89,Alex Caruso,OKC,SAS,21713534,blk,0.5
480,Kenrich Williams,OKC,SAS,21713534,fg3m,0.5
1028027372,Jared McCain,OKC,SAS,21713534,pts,13.5
1028027372,Jared McCain,OKC,SAS,21713534,reb,2.5
1028027372,Jared McCain,OKC,SAS,21713534,stl,0.5
3547246,Devin Vassell,SAS,OKC,21713534,pts,12.5
38017649,Julian Champagnie,SAS,OKC,21713534,blk,0.5
