player_id,player_name,stat,line,actual,p_realized,over_realized,nll
38017685,Chet Holmgren,pts,13.5,4,0.0298,0.0,3.513246885470778
38017685,Chet Holmgren,blk,1.5,2,0.2191,1.0,1.5182270323807163
161,De'Aaron Fox,pts,13.5,15,0.0588,1.0,2.833613424077556
161,De'Aaron Fox,reb,4.5,0,0.047,0.0,3.0576076772720784
38017706,Jaylin Williams,fg3m,1.5,1,0.359,0.0,1.0244328904938582
38017706,Jaylin Williams,stl,0.5,0,0.7703,0.0,0.2609752296232169
1028025261,Stephon Castle,pts,16.5,16,0.0583,0.0,2.8421531856256905
1028025261,Stephon Castle,ast,6.5,6,0.1222,0.0,2.102096232244642
1028025261,Stephon Castle,fg3m,1.5,0,0.1672,0.0,1.7885645783315358
666541,Luguentz Dort,fg3m,1.5,1,0.389,0.0,0.9441759353636908
666541,Luguentz Dort,stl,0.5,0,0.6668,0.0,0.4052651281054982
175,Shai Gilgeous-Alexander,pts,30.5,35,0.0156,1.0,4.160484364726646
175,Shai Gilgeous-Alexander,ast,7.5,9,0.1111,1.0,2.197324582336553
175,Shai Gilgeous-Alexander,fg3m,1.5,2,0.2558,1.0,1.3633593898373946
175,Shai Gilgeous-Alexander,stl,1.5,3,0.1144,1.0,2.16805420003644
175,Shai Gilgeous-Alexander,blk,0.5,1,0.2437,1.0,1.4118173183509766
1057262518,Dylan Harper,ast,2.5,3,0.1949,1.0,1.635268672468622
1057262518,Dylan Harper,fg3m,0.5,2,0.211,1.0,1.5558971455060706
1057262518,Dylan Harper,stl,0.5,0,0.2894,0.0,1.2399454647847536
666682,Keldon Johnson,fg3m,0.5,2,0.2982,1.0,1.2099908766514988
56677822,Victor Wembanyama,pts,26.5,22,0.0416,0.0,3.1796551117149194
56677822,Victor Wembanyama,reb,12.5,7,0.0511,0.0,2.9739707817724783
56677822,Victor Wembanyama,ast,3.5,2,0.1977,0.0,1.621004548805566
56677822,Victor Wembanyama,blk,3.5,1,0.114,0.0,2.1715568305876416
56677833,Cason Wallace,reb,3.5,7,0.0379,1.0,3.2728041668937564
56677833,Cason Wallace,ast,2.5,4,0.0869,1.0,2.4429972467107905
56677833,Cason Wallace,fg3m,1.5,5,0.0,1.0,20.72326583694641
201,Isaiah Hartenstein,reb,8.5,5,0.09,0.0,2.407945608651872
201,Isaiah Hartenstein,blk,0.5,0,0.7114,0.0,0.3405204194677821
89,Alex Caruso,pts,10.5,12,0.04,1.0,3.218875824868201
89,Alex Caruso,reb,3.5,5,0.0889,1.0,2.420243136462278
89,Alex Caruso,ast,2.5,4,0.0912,1.0,2.3947003819018517
89,Alex Caruso,fg3m,1.5,1,0.3715,0.0,0.9902064148243231
89,Alex Caruso,blk,0.5,1,0.2563,1.0,1.3614066456121117
480,Kenrich Williams,fg3m,0.5,0,0.2839,0.0,1.2591332155032116
1028027372,Jared McCain,pts,13.5,12,0.049,0.0,3.0159349808715104
1028027372,Jared McCain,reb,2.5,1,0.2126,0.0,1.5483428130742891
1028027372,Jared McCain,stl,0.5,1,0.2553,1.0,1.365315954734699
3547246,Devin Vassell,pts,12.5,11,0.0694,0.0,2.667868411469378
38017649,Julian Champagnie,blk,0.5,0,0.3642,0.0,1.0100521116886294
