player_id,player_name,team,game_id,stat,line,exp_mp_contextual,contextual_minutes_delta,contextual_pmf_mean_shift_ratio,contextual_pmf_applied,contextual_feature_set_id,lineup_confirmed,confirmed_starter,confirmed_bench,contextual_rate_delta_pts,contextual_rate_delta_reb,contextual_rate_delta_ast,contextual_rate_delta_tov,contextual_rate_delta_stl,contextual_rate_delta_blk,contextual_rate_delta_fg3m
3547272,Isaiah Joe,OKC,21713534,fg3m,0.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
38017685,Chet Holmgren,OKC,21713534,pts,13.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
161,De'Aaron Fox,SAS,21713534,pts,13.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
38017706,Jaylin Williams,OKC,21713534,fg3m,1.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
1028025261,Stephon Castle,SAS,21713534,pts,16.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
666541,Luguentz Dort,OKC,21713534,fg3m,1.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
175,Shai Gilgeous-Alexander,OKC,21713534,pts,30.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
1057262518,Dylan Harper,SAS,21713534,ast,2.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
666682,Keldon Johnson,SAS,21713534,fg3m,0.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
56677822,Victor Wembanyama,SAS,21713534,pts,26.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
56677833,Cason Wallace,OKC,21713534,reb,3.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
201,Isaiah Hartenstein,OKC,21713534,reb,8.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
89,Alex Caruso,OKC,21713534,pts,10.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
480,Kenrich Williams,OKC,21713534,fg3m,0.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
1028027372,Jared McCain,OKC,21713534,pts,13.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
3547246,Devin Vassell,SAS,21713534,pts,12.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
38017649,Julian Champagnie,SAS,21713534,blk,0.5000,14.4514,14.4514,1.0000,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0000,1.0000,0.0296,0.0078,0.0087,0.0049,0.0020,-0.0006,-0.0014
