pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,cal_source,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,expected_lineup_status,official_lineup_status,lineup_freshness_status,role_freshness_status
"{""0"": 0.010560978825485085, ""1"": 0.005522716417773675, ""2"": 0.009956697980614727, ""3"": 0.017779517566185028, ""4"": 0.02612657039839236, ""5"": 0.025061936672458755, ""6"": 0.03662717590616581, ""7"": 0.040492341553487014, ""8"": 0.04547285231262074, ""9"": 0.06431167833512773, ""10"": 0.058228793028415944, ""11"": 0.06534686544411965, ""12"": 0.0708026491227669, ""13"": 0.07288390594217724, ""14"": 0.06206331268065492, ""15"": 0.05598077588639724, ""16"": 0.05295148517519998, ""17"": 0.045554250370667314, ""18"": 0.04608443268464952, ""19"": 0.03968048912301165, ""20"": 0.033917910672746014, ""21"": 0.02775366367852662, ""22"": 0.022276468442636442, ""23"": 0.014148873059761596, ""24"": 0.011196015700629185, ""25"": 0.009168194542049793, ""26"": 0.007799925159669589, ""27"": 0.005589813445541792, ""28"": 0.006616196075355334, ""29"": 0.0021413988063307627, ""30"": 0.0028118091877687426, ""31"": 0.0020282951030881962, ""32"": 0.0002653893515977842, ""33"": 0.0005812441926652883, ""34"": 0.00011418749258671688, ""35"": 0.00019457125038671344, ""36"": 0.00048725005632236116, ""37"": 0.0001548432710363055, ""38"": 9.728848473954952e-05, ""39"": 8.310750458806818e-05, ""40"": 0.00010813485280047346, ""41"": 0.0005051753783995048, ""42"": 0.00017825905979236583, ""43"": 1.2378429105626155e-300, ""44"": 1.231725551481818e-300, ""45"": 1.2247259551810196e-300, ""46"": 1.2168595277689997e-300, ""47"": 1.2081435121630855e-300, ""48"": 1.1985969251194873e-300, ""49"": 1.1882404881146882e-300, ""50"": 1.1770965524258466e-300, ""51"": 1.1651890187922215e-300, ""52"": 1.1525432520586264e-300, ""53"": 1.1391859912307474e-300, ""54"": 1.1251452553848387e-300, ""55"": 1.1104502458974846e-300, ""56"": 1.0951312454692358e-300, ""57"": 1.0792195144328803e-300, ""58"": 1.06274718483932e-300, ""59"": 1.0457471528215197e-300, ""60"": 1.0282529697402065e-300, ""61"": 1.0102987326109786e-300, ""62"": 9.919189743098845e-301, ""63"": 9.731485540466258e-301, ""64"": 9.540225485870634e-301, ""65"": 9.345761446914911e-301, ""66"": 9.148445332216202e-301, ""67"": 8.948628053510231e-301, ""68"": 8.746658512963327e-301, ""69"": 8.542882619623847e-301, ""70"": 8.33764233871563e-301, ""71"": 8.131274777243985e-301, ""72"": 7.924111309083398e-301, ""73"": 7.716476742482587e-301, ""74"": 7.508688532585019e-301, ""75"": 7.30105604130351e-301, ""76"": 7.093879846568363e-301, ""77"": 6.887451102655015e-301, ""78"": 6.682050953004147e-301, ""79"": 6.47794999662541e-301, ""80"": 0.00029255980460958064}",Jarrett Allen,9,CLE,DET,True,21709238,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,13.21372,13,13,0.010560978825,0.989439021175,0.983916304757,0.973959606776,0.95618008921,0.930053518812,0.904991582139,0.868364406233,0.827872064679,0.782399212367,0.718087534032,0.659858741003,0.594511875559,0.523709226436,0.450825320494,0.388762007814,0.332781231927,0.279829746752,0.234275496381,0.188191063697,0.148510574574,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.006165746745727435, ""1"": 0.002728412081812967, ""2"": 0.01171495418715169, ""3"": 0.01835027379285328, ""4"": 0.04690028334740309, ""5"": 0.11165726961392425, ""6"": 0.13934269890874126, ""7"": 0.16913188483049413, ""8"": 0.17040476478947447, ""9"": 0.11902974795696032, ""10"": 0.09419271069443236, ""11"": 0.05472980403868164, ""12"": 0.02924664936201365, ""13"": 0.012050436325277174, ""14"": 0.008230896604303253, ""15"": 0.00362421458264826, ""16"": 0.0013891256288252997, ""17"": 0.0008255411904765798, ""18"": 0.00021889462506055423, ""19"": 5.590467573444589e-05, ""20"": 6.3883120316872914e-06, ""21"": 2.195064058029368e-06, ""22"": 8.797034119228152e-07, ""23"": 2.0567505920444514e-07, ""24"": 9.242163132238073e-08, ""25"": 1.7714818679046146e-08, ""26"": 5.774018819558043e-09, ""27"": 1.3529740155899815e-09, ""28"": 4.712546542292076e-304, ""29"": 2.0277399260321352e-304, ""30"": 8.357474286377767e-305}",Jarrett Allen,9,CLE,DET,True,21709238,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,7.544211,7,8,0.006165746746,0.993834253254,0.991105841172,0.979390886985,0.961040613192,0.914140329845,0.802483060231,0.663140361322,0.494008476492,0.323603711702,0.204573963745,0.110381253051,0.055651449012,0.02640479965,0.014354363325,0.006123466721,0.002499252138,0.001110126509,0.000284585319,6.5690694e-05,9.786018e-06,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.1678387410436385, ""1"": 0.48554154929224014, ""2"": 0.2683822815329053, ""3"": 0.06302558959968864, ""4"": 0.01337276799444905, ""5"": 0.0016632174744784743, ""6"": 0.00016484019942995343, ""7"": 9.452078490771574e-06, ""8"": 1.430784717397226e-06, ""9"": 1.1828158714454426e-07, ""10"": 1.1707512291833876e-08, ""11"": 6.209482628362169e-305, ""12"": 6.578310920381069e-306, ""13"": 2.134795537312114e-12, ""14"": 8.727577706808633e-12, ""15"": 1.978735990606856e-309, ""16"": 8.385156597368e-311, ""17"": 2.825859651644e-312, ""18"": 7.573664897e-314, ""19"": 1.61427555e-315, ""20"": 2.73631e-317, ""21"": 3.68864e-319, ""22"": 3.953e-321, ""23"": 3.5e-323}",Jarrett Allen,9,CLE,DET,True,21709238,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,1.274258,1,1,0.167838741044,0.832161258956,0.346619709664,0.078237428131,0.015211838532,0.001839070537,0.000175853063,1.1012863e-05,1.560785e-06,1.3e-07,1.1718e-08,1.1e-11,1.1e-11,1.1e-11,9e-12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.8322007629947543, ""1"": 0.011186615800349704, ""2"": 0.011186615800349704, ""3"": 0.011186615800349704, ""4"": 0.011186615800349704, ""5"": 0.011186615800349704, ""6"": 0.011186615800349704, ""7"": 0.011186615800349704, ""8"": 0.011186615800349704, ""9"": 0.011186615800349704, ""10"": 0.011186615800349704, ""11"": 0.011186615800349704, ""12"": 0.011186615800349704, ""13"": 0.011186615800349704, ""14"": 0.011186615800349704, ""15"": 0.011186615800349704}",Jarrett Allen,9,CLE,DET,True,21709238,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,1.342394,0,0,0.832200762995,0.167799237005,0.156612621205,0.145426005405,0.134239389604,0.123052773804,0.111866158003,0.100679542203,0.089492926403,0.078306310602,0.067119694802,0.055933079002,0.044746463201,0.033559847401,0.022373231601,0.0111866158,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.15937870300634188, ""1"": 0.507672763952456, ""2"": 0.29975284515969464, ""3"": 0.0319995969519199, ""4"": 0.001182102953210217, ""5"": 1.3936839235606954e-05, ""6"": 5.057803924826904e-08, ""7"": 5.556151273963891e-10, ""8"": 3.478288426820315e-12, ""9"": 8.953015464130673e-15, ""10"": 1.072212654373299e-17, ""11"": 5.739373828510681e-21, ""12"": 3.287728023115406e-24}",Jarrett Allen,9,CLE,DET,True,21709238,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,1.207976,1,1,0.159378703006,0.840621296994,0.332948533041,0.033195687882,0.00119609093,1.3987976e-05,5.1137e-08,5.59e-10,3e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.5386598470276462, ""1"": 0.2886046504792406, ""2"": 0.13404871240718644, ""3"": 0.006916747623623262, ""4"": 0.0048340543022539605, ""5"": 0.0069590062973282785, ""6"": 0.004163751890974333, ""7"": 0.0026373069134307367, ""8"": 0.0018913534989994027, ""9"": 0.007587125254105613, ""10"": 0.003697444305211157}",Jarrett Allen,9,CLE,DET,True,21709238,,stl,,,,,,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,0.795417,0,0,0.538659847028,0.461340152972,0.172735502493,0.038686790086,0.031770042462,0.02693598816,0.019976981863,0.015813229972,0.013175923058,0.011284569559,0.003697444305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.011281633738571958, ""1"": 0.3055072514796155, ""2"": 0.47109487840365627, ""3"": 0.07287228920882494, ""4"": 0.08684939298405436, ""5"": 0.017701485827328896, ""6"": 0.015297978420498154, ""7"": 0.008702719150738107, ""8"": 0.0053084627126966715, ""9"": 0.004345859508442625, ""10"": 0.0010380485655724695}",Jarrett Allen,9,CLE,DET,True,21709238,,blk,,,,,,stat_grid:hurdle_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,2.146887,2,2,0.011281633739,0.988718366261,0.683211114782,0.212116236378,0.139243947169,0.052394554185,0.034693068358,0.019395089937,0.010692370787,0.005383908074,0.001038048566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.02114142945139145, ""1"": 0.22920737626444615, ""2"": 0.240142568075961, ""3"": 0.18339228889583375, ""4"": 0.13844099295378834, ""5"": 0.08970417224441382, ""6"": 0.03930881999298243, ""7"": 0.022100288155819516, ""8"": 0.01428961049529746, ""9"": 0.00657261467372609, ""10"": 0.002465354660115645, ""11"": 0.0020600375771214724, ""12"": 0.00037834129402374494, ""13"": 0.00011070706485603849, ""14"": 9.78858909723838e-06, ""15"": 2.3968931309590735e-06, ""16"": 0.0021159771567096923, ""17"": 0.0026961310956405147, ""18"": 0.0019448042144230705, ""19"": 0.00111393758658224, ""20"": 0.002802362664639299}",Jarrett Allen,9,CLE,DET,True,21709238,,stocks,,,,,,stat_grid:joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1+sparse_hurdle_guarded,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,3.071354,3,2,0.021141429451,0.978858570549,0.749651194284,0.509508626208,0.326116337312,0.187675344359,0.097971172114,0.058662352121,0.036562063965,0.02227245347,0.015699838796,0.013234484136,0.011174446559,0.010796105265,0.0106853982,0.010675609611,0.010673212718,0.008557235561,0.005861104466,0.003916300251,0.002802362665,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 0.00031848874819478533, ""1"": 0.002147430101776584, ""2"": 0.004896815471204944, ""3"": 0.010270477633719584, ""4"": 0.015106218675361997, ""5"": 0.019571196159792838, ""6"": 0.033657152855929615, ""7"": 0.04574274929581171, ""8"": 0.06784083577309438, ""9"": 0.059716472764651196, ""10"": 0.05480706369586974, ""11"": 0.07011285071270945, ""12"": 0.07577444428403013, ""13"": 0.08884730496199067, ""14"": 0.07224143122327875, ""15"": 0.06252054855739042, ""16"": 0.053420178274775076, ""17"": 0.045443725839541704, ""18"": 0.0409790244270789, ""19"": 0.03483635940690688, ""20"": 0.031101631186580825, ""21"": 0.025034633493009273, ""22"": 0.02023039223805756, ""23"": 0.015517292838205021, ""24"": 0.00891158825806948, ""25"": 0.007235470140789957, ""26"": 0.0045134367237541495, ""27"": 0.0035214958246455597, ""28"": 0.0020450548437792593, ""29"": 0.0016825391529905476, ""30"": 0.0010587717841632482, ""31"": 0.0006409698066324188, ""32"": 0.0004435488840603963, ""33"": 0.00042229804065163634, ""34"": 0.0003964604983972553, ""35"": 0.00025594900806624743, ""36"": 0.00022005616821518803, ""37"": 0.0002144494883136172, ""38"": 0.00019842057255980983, ""39"": 3.3894890337671235e-05, ""40"": 3.53720466098606e-05, ""41"": 7.19657134951035e-06, ""42"": 1.5736753647521695e-05, ""43"": 3.4502600607777545e-05, ""44"": 1.0325986020132127e-05, ""46"": 3.6247606531869536e-06, ""50"": 0.0003614606919568608, ""105"": 0.01760265788476667}",Jarrett Allen,9,CLE,DET,True,21709238,,pa,,,,,,stat_grid:joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,14.823661,13,13,0.000318488748,0.999681511252,0.99753408115,0.992637265679,0.982366788045,0.96726056937,0.94768937321,0.914032220354,0.868289471058,0.800448635285,0.74073216252,0.685925098825,0.615812248112,0.540037803828,0.451190498866,0.378949067643,0.316428519085,0.26300834081,0.217564614971,0.176585590544,0.141749231137,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
"{""0"": 1.5848141877662808e-05, ""1"": 7.458401017332963e-05, ""2"": 0.00047830857417734856, ""3"": 0.001165262851282171, ""4"": 0.0020300170724163948, ""5"": 0.003732109713561827, ""6"": 0.006856812708818613, ""7"": 0.008758135874541755, ""8"": 0.013816639918958519, ""9"": 0.016125614478807965, ""10"": 0.027725851919942868, ""11"": 0.03421312790283256, ""12"": 0.044582425714278014, ""13"": 0.05738227365648202, ""14"": 0.044922325168618, ""15"": 0.04606360270971616, ""16"": 0.051083341889885725, ""17"": 0.06560689027482698, ""18"": 0.07454686735272371, ""19"": 0.04782632835299094, ""20"": 0.05896484874865837, ""21"": 0.054168805051384994, ""22"": 0.04838242142779048, ""23"": 0.04226828972026953, ""24"": 0.03581368729134949, ""25"": 0.0347439495778954, ""26"": 0.03423171306964102, ""27"": 0.023485812100779824, ""28"": 0.022737476761258705, ""29"": 0.017955336963576766, ""30"": 0.015863383770301723, ""31"": 0.01426740611738686, ""32"": 0.00842132596161105, ""33"": 0.006227583965028538, ""34"": 0.004038766746403023, ""35"": 0.003598772632225078, ""36"": 0.0023344580415571863, ""37"": 0.0017473735209779795, ""38"": 0.0011323195696343327, ""39"": 0.001039121520364006, ""40"": 0.0009867230097451165, ""41"": 0.0003949731155620251, ""42"": 0.0003814257784561237, ""43"": 0.00039945695469334463, ""44"": 0.00034700591262926134, ""45"": 0.0003225081422157939, ""46"": 0.00012619857602047538, ""47"": 0.00019809945183701938, ""48"": 6.873318490241422e-05, ""49"": 0.00016816060627933285, ""50"": 1.7761102580782232e-05, ""51"": 8.879282883711427e-05, ""52"": 4.5389162403486345e-05, ""53"": 5.164919882827412e-05, ""54"": 5.232247155428916e-06, ""56"": 0.01796866988284718}",Jarrett Allen,9,CLE,DET,True,21709238,,pr,,,,,,stat_grid:joint_sampler_v1+joint_combo_pmf_v1+role_aware_pmf_cal_v1:core+monotone_pit_cdf_v1,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,28.228169,29.32901,0.0,role_aware_pmf_cal_v1,19.641134,19,18,1.5848142e-05,0.999984151858,0.999909567848,0.999431259274,0.998265996422,0.99623597935,0.992503869637,0.985647056928,0.976888921053,0.963072281134,0.946946666655,0.919220814735,0.885007686833,0.840425261118,0.783042987462,0.738120662293,0.692057059584,0.640973717694,0.575366827419,0.500819960066,0.452993631713,,,,,morning,2026-05-15T16:54:09Z,d4b944f8#phase10c,bbaedf3c-8209-410c-b3a8-0cf5c253fc1f,ok,0.0,high,full,current_phase8,fresh,projected,not_available_yet,projected,derived_from_projected_minutes
