player_id,player_name,team,opponent,game_id
192,James Harden,CLE,NYK,21713901
322,Donovan Mitchell,CLE,NYK,21713901
3547299,Sam Merrill,CLE,NYK,21713901
73,Jalen Brunson,NYK,CLE,21713901
202,Josh Hart,NYK,CLE,21713901
9,Jarrett Allen,CLE,NYK,21713901
17896076,Evan Mobley,CLE,NYK,21713901
666908,Max Strus,CLE,NYK,21713901
61,Mikal Bridges,NYK,CLE,21713901
447,Karl-Anthony Towns,NYK,CLE,21713901
