player_id,player_name,team,opponent,game_id,is_home,stat,line,market_line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_mean,p_over,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status
89,Alex Caruso,OKC,SAS,21713531,False,pts,10.5000,10.5000,betmgm,-135.0000,100.0000,0.5347,11.0044,0.4959,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,reb,3.5000,3.5000,betmgm,-110.0000,-120.0000,0.4899,3.9896,0.6055,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,ast,2.5000,2.5000,betmgm,130.0000,-175.0000,0.4059,2.2762,0.4355,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,fg3m,1.5000,1.5000,betmgm,-165.0000,125.0000,0.5835,1.1413,0.2717,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,tov,,,,,,,0.8731,,rotation,fallback_used,projected,no_market_line
89,Alex Caruso,OKC,SAS,21713531,False,stl,1.5000,1.5000,betparx,123.0000,-165.0000,0.4187,1.3184,0.3463,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,blk,0.5000,0.5000,betparx,180.0000,-245.0000,0.3346,0.3158,0.1952,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,stocks,1.5000,1.5000,betparx,-141.0000,106.0000,0.5465,1.6342,0.4220,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,pa,12.5000,12.5000,bovada,-130.0000,100.0000,0.5306,13.2806,0.5194,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,pr,14.5000,14.5000,bovada,-110.0000,-120.0000,0.4899,14.9939,0.5015,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,ra,5.5000,5.5000,bovada,-120.0000,-110.0000,0.5101,6.2658,0.6212,rotation,fallback_used,projected,full
89,Alex Caruso,OKC,SAS,21713531,False,pra,16.5000,16.5000,betmgm,-115.0000,-115.0000,0.5000,17.2702,0.5208,rotation,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,pts,15.5000,15.5000,betmgm,-105.0000,-130.0000,0.4754,19.3310,0.7163,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,reb,3.5000,3.5000,betmgm,100.0000,-135.0000,0.4653,4.1668,0.6667,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,ast,5.5000,5.5000,betmgm,-110.0000,-120.0000,0.4899,5.8481,0.5752,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,fg3m,1.5000,1.5000,betmgm,-105.0000,-125.0000,0.4797,2.0116,0.5370,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,tov,,,,,,,2.4454,,starter,fallback_used,projected,no_market_line
161,De'Aaron Fox,SAS,OKC,21713531,True,stl,0.5000,0.5000,betparx,-235.0000,170.0000,0.6545,0.6756,0.4676,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,blk,0.5000,0.5000,betmgm,280.0000,-450.0000,0.2434,0.4283,0.2686,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,stocks,1.5000,1.5000,draftkings,129.0000,-172.0000,0.4085,1.1039,0.2557,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,pa,20.5000,20.5000,betmgm,-118.0000,-110.0000,0.5082,25.1792,0.7533,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,pr,18.5000,18.5000,betmgm,-120.0000,-110.0000,0.5101,23.4979,0.7711,starter,fallback_used,projected,full
161,De'Aaron Fox,SAS,OKC,21713531,True,ra,8.5000,8.5000,bovada,-135.0000,105.0000,0.5408,10.0150,0.7258,starter,fallback_used,projected,full
