game_id,team_abbr,opponent_abbr,resolved_game_start_time_utc,source_used,source_confidence,source_payload_hash,resolution_blocker
21708301,LAL,OKC,2026-05-08T01:40:00Z,predictions_parquet_game_start_time,high,be60f9fb90355d07,
21709223,CLE,DET,2026-05-07T23:10:00Z,predictions_parquet_game_start_time,high,1db86bf634cda29a,
