player_name,projected_minutes,stat,pmf_mean,market_line,p_over
Julian Champagnie,28.4852,fg3m,2.0827,2.5,0.4093
Julian Champagnie,28.4852,pa,11.4472,11.5,0.4382
Julian Champagnie,28.4852,pr,15.4275,15.5,0.4447
Julian Champagnie,28.4852,pra,16.7577,17.5,0.3981
Julian Champagnie,28.4852,pts,10.117,10.5,0.4048
Julian Champagnie,28.4852,ra,6.6407,6.5,0.5056
Julian Champagnie,28.4852,reb,5.3105,5.5,0.4255
Julian Champagnie,28.4852,stl,0.5776,0.5,0.3663
Karl-Anthony Towns,29.3894,ast,4.8432,3.5,0.7748
Karl-Anthony Towns,29.3894,blk,0.4076,0.5,0.217
Karl-Anthony Towns,29.3894,fg3m,1.131,1.5,0.3622
Karl-Anthony Towns,29.3894,pa,20.9123,21.5,0.4384
Karl-Anthony Towns,29.3894,pr,27.3022,29.5,0.3482
Karl-Anthony Towns,29.3894,pra,32.1454,33.5,0.4022
Karl-Anthony Towns,29.3894,pts,16.069,17.5,0.3634
Karl-Anthony Towns,29.3894,ra,16.0764,15.5,0.565
Karl-Anthony Towns,29.3894,reb,11.2331,11.5,0.443
Karl-Anthony Towns,29.3894,stl,0.6318,0.5,0.3664
Keldon Johnson,16.1494,ast,0.739,0.5,0.5463
Keldon Johnson,16.1494,blk,0.2378,0.5,0.1985
Keldon Johnson,16.1494,fg3m,0.816,0.5,0.2965
Keldon Johnson,16.1494,pr,10.0536,9.5,0.498
Keldon Johnson,16.1494,pra,10.7926,8.5,0.6082
Keldon Johnson,16.1494,pts,7.4276,5.5,0.5935
Keldon Johnson,16.1494,reb,2.6259,2.5,0.4841
Keldon Johnson,16.1494,stl,0.414,0.5,0.3065
Landry Shamet,21.3106,ast,1.3627,0.5,0.7702
Landry Shamet,21.3106,blk,0.3073,0.5,0.2244
Landry Shamet,21.3106,fg3m,0.8864,1.5,0.2602
Landry Shamet,21.3106,pr,11.2388,10.5,0.5272
Landry Shamet,21.3106,pra,12.6014,11.5,0.5517
Landry Shamet,21.3106,pts,8.8066,8.5,0.4951
Landry Shamet,21.3106,reb,2.4322,1.5,0.7443
Landry Shamet,21.3106,stl,0.4902,0.5,0.3445
Mikal Bridges,30.5607,ast,3.2618,2.5,0.685
Mikal Bridges,30.5607,blk,0.3336,0.5,0.226
Mikal Bridges,30.5607,fg3m,1.0973,1.5,0.3348
Mikal Bridges,30.5607,pa,17.9603,16.5,0.5796
Mikal Bridges,30.5607,pr,18.8523,16.5,0.6339
Mikal Bridges,30.5607,pra,22.1141,19.5,0.6447
Mikal Bridges,30.5607,pts,14.6985,13.5,0.5705
Mikal Bridges,30.5607,ra,7.4155,6.5,0.6583
Mikal Bridges,30.5607,reb,4.1537,3.5,0.6612
Mikal Bridges,30.5607,stl,0.8079,1.5,0.215
Stephon Castle,29.5556,ast,5.4158,6.5,0.27
Stephon Castle,29.5556,blk,0.3156,0.5,0.2294
Stephon Castle,29.5556,fg3m,1.4191,1.5,0.4273
Stephon Castle,29.5556,pa,23.0713,21.5,0.6036
Stephon Castle,29.5556,pr,22.8101,20.5,0.649
Stephon Castle,29.5556,pra,28.2259,27.5,0.5428
Stephon Castle,29.5556,pts,17.6555,15.5,0.6501
Stephon Castle,29.5556,ra,10.5704,11.5,0.3514
Stephon Castle,29.5556,reb,5.1546,4.5,0.634
Stephon Castle,29.5556,stl,0.577,0.5,0.3665
Victor Wembanyama,31.3267,ast,2.4285,3.5,0.1627
Victor Wembanyama,31.3267,blk,0.5688,3.5,0.0568
Victor Wembanyama,31.3267,fg3m,1.7395,1.5,0.4826
Victor Wembanyama,31.3267,pa,26.3421,30.5,0.261
Victor Wembanyama,31.3267,pr,33.6335,38.5,0.2434
Victor Wembanyama,31.3267,pra,36.0619,41.5,0.2234
Victor Wembanyama,31.3267,pts,23.9137,27.5,0.2869
Victor Wembanyama,31.3267,ra,12.1482,14.5,0.2045
Victor Wembanyama,31.3267,reb,9.7198,11.5,0.2526
Victor Wembanyama,31.3267,stl,0.5799,1.5,0.1389
