player_id,player_name,team,opponent,game_id,is_home,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,model_p_over,edge,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status
22,Deandre Ayton,LAL,OKC,21708303,True,pts,,,,,,,,core,fresh,projected,full
22,Deandre Ayton,LAL,OKC,21708303,True,reb,,,,,,,,core,fresh,projected,full
22,Deandre Ayton,LAL,OKC,21708303,True,ast,,,,,,,,core,fresh,projected,full
22,Deandre Ayton,LAL,OKC,21708303,True,fg3m,,,,,,,,core,fresh,projected,full
22,Deandre Ayton,LAL,OKC,21708303,True,tov,,,,,,,,core,fresh,projected,full
89,Alex Caruso,OKC,LAL,21708303,False,pts,,,,,,,,rotation,fresh,projected,full
89,Alex Caruso,OKC,LAL,21708303,False,reb,,,,,,,,rotation,fresh,projected,full
89,Alex Caruso,OKC,LAL,21708303,False,ast,,,,,,,,rotation,fresh,projected,full
89,Alex Caruso,OKC,LAL,21708303,False,fg3m,,,,,,,,rotation,fresh,projected,full
89,Alex Caruso,OKC,LAL,21708303,False,tov,,,,,,,,rotation,fresh,projected,full
132,Luka Doncic,LAL,OKC,21708303,True,pts,,,,,,,,starter,fresh,projected,full
132,Luka Doncic,LAL,OKC,21708303,True,reb,,,,,,,,starter,fresh,projected,full
132,Luka Doncic,LAL,OKC,21708303,True,ast,,,,,,,,starter,fresh,projected,full
132,Luka Doncic,LAL,OKC,21708303,True,fg3m,,,,,,,,starter,fresh,projected,full
132,Luka Doncic,LAL,OKC,21708303,True,tov,,,,,,,,starter,fresh,projected,full
175,Shai Gilgeous-Alexander,OKC,LAL,21708303,False,pts,,,,,,,,starter,fresh,projected,full
175,Shai Gilgeous-Alexander,OKC,LAL,21708303,False,reb,,,,,,,,starter,fresh,projected,full
175,Shai Gilgeous-Alexander,OKC,LAL,21708303,False,ast,,,,,,,,starter,fresh,projected,full
175,Shai Gilgeous-Alexander,OKC,LAL,21708303,False,fg3m,,,,,,,,starter,fresh,projected,full
175,Shai Gilgeous-Alexander,OKC,LAL,21708303,False,tov,,,,,,,,starter,fresh,projected,full
201,Isaiah Hartenstein,OKC,LAL,21708303,False,pts,,,,,,,,core,fresh,projected,full
201,Isaiah Hartenstein,OKC,LAL,21708303,False,reb,,,,,,,,core,fresh,projected,full
201,Isaiah Hartenstein,OKC,LAL,21708303,False,ast,,,,,,,,core,fresh,projected,full
201,Isaiah Hartenstein,OKC,LAL,21708303,False,fg3m,,,,,,,,core,fresh,projected,full
201,Isaiah Hartenstein,OKC,LAL,21708303,False,tov,,,,,,,,core,fresh,projected,full
237,LeBron James,LAL,OKC,21708303,True,pts,,,,,,,,starter,fresh,projected,full
237,LeBron James,LAL,OKC,21708303,True,reb,,,,,,,,starter,fresh,projected,full
237,LeBron James,LAL,OKC,21708303,True,ast,,,,,,,,starter,fresh,projected,full
237,LeBron James,LAL,OKC,21708303,True,fg3m,,,,,,,,starter,fresh,projected,full
237,LeBron James,LAL,OKC,21708303,True,tov,,,,,,,,starter,fresh,projected,full
254,Luke Kennard,LAL,OKC,21708303,True,pts,,,,,,,,core,fresh,projected,full
254,Luke Kennard,LAL,OKC,21708303,True,reb,,,,,,,,core,fresh,projected,full
254,Luke Kennard,LAL,OKC,21708303,True,ast,,,,,,,,core,fresh,projected,full
254,Luke Kennard,LAL,OKC,21708303,True,fg3m,,,,,,,,core,fresh,projected,full
254,Luke Kennard,LAL,OKC,21708303,True,tov,,,,,,,,core,fresh,projected,full
257,Maxi Kleber,LAL,OKC,21708303,True,pts,,,,,,,,fringe,fresh,projected,full
257,Maxi Kleber,LAL,OKC,21708303,True,reb,,,,,,,,fringe,fresh,projected,full
257,Maxi Kleber,LAL,OKC,21708303,True,ast,,,,,,,,fringe,fresh,projected,full
257,Maxi Kleber,LAL,OKC,21708303,True,fg3m,,,,,,,,fringe,fresh,projected,full
257,Maxi Kleber,LAL,OKC,21708303,True,tov,,,,,,,,fringe,fresh,projected,full
420,Marcus Smart,LAL,OKC,21708303,True,pts,,,,,,,,starter,fresh,projected,full
420,Marcus Smart,LAL,OKC,21708303,True,reb,,,,,,,,starter,fresh,projected,full
420,Marcus Smart,LAL,OKC,21708303,True,ast,,,,,,,,starter,fresh,projected,full
420,Marcus Smart,LAL,OKC,21708303,True,fg3m,,,,,,,,starter,fresh,projected,full
420,Marcus Smart,LAL,OKC,21708303,True,tov,,,,,,,,starter,fresh,projected,full
