stat,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
ast,13,1.9666529055252242,0.04347232077205897,-0.5172556454425148,1.2028299364134984,0.14556197133691184
fg3m,14,1.6418231608124103,0.038652997171125025,0.4513588001905812,1.3063332990690404,0.22378089415113386
pts,16,2.696294887954375,0.1467285129524155,-2.2487063980817465,5.47242391677977,0.05046474702427853
reb,15,2.1650467472959276,0.057097466208671434,0.1452548655377291,1.5116623349002987,0.1283927997372355
tov,28,1.5692097661372346,0.03675872025526541,-0.27877526521044005,1.0786930077065195,0.25820175328410777
