player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,mean,median,mode,p0,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
James Harden,192,CLE,TOR,False,21681995,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,5.745471,6,6,0.027224502052,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,False,21681995,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.465447,2,2,0.101410141014,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,False,21681995,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.9351,0,0,0.5312,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,False,21681995,,blk,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.4093,0,0,0.7484,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,False,21681995,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,21.971077,22,22,0.008506805444,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,False,21681995,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,4.901533,5,5,0.035961133928,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,False,21681995,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,3.986172,4,3,0.054108216433,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,False,21681995,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.0113,2,1,0.1766,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,False,21681995,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.965603,0,0,0.513148685131,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Brandon Ingram,227,TOR,CLE,True,21681995,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,4.953817,5,4,0.033360048087,,,,,pre_close,2026-05-01T23:35:20Z,f496f12#phase10c,bbe85166-f1e2-4322-aa12-6b66ebd78815,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
