player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,cal_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
Mike Conley,104,MIN,SAS,True,21707974,,pts,6.5,bovada,160,-215,0.36041189931350115,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.30528031142196327,228.0,-228.0,-0.05513158789153788,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,3.5,bovada,-220,165,0.6456256921373201,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.5347745559538638,-115.0,115.0,-0.11085113618345632,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,4.5,bovada,-135,105,0.5407914020517831,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.45105123622302823,122.0,-122.0,-0.08974016582875488,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,5.5,bovada,110,-145,0.4458598726114649,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.3707394385545899,170.0,-170.0,-0.07512043405687502,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,4.5,draftkings,-131,103,0.53514579518242,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.45105123622302823,122.0,-122.0,-0.08409455895939177,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,5.5,betonlineag,100,-130,0.4693877551020409,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.3707394385545899,170.0,-170.0,-0.09864831654745099,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,4.5,betmgm,-135,100,0.5346534653465347,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.45105123622302823,122.0,-122.0,-0.08360222912350646,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,4.5,williamhill_us,-132,-102,0.5298044825941821,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.45105123622302823,122.0,-122.0,-0.07875324637115388,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,5.5,fanduel,108,-138,0.45329879628218805,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.3707394385545899,170.0,-170.0,-0.08255935772759815,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
Mike Conley,104,MIN,SAS,True,21707974,,pts,5.5,espnbet,115,-150,0.43668122270742354,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:rotation,phase8_role_aware_pmf_cal_v2,role_aware_pmf_cal_v1,rotation,derived_from_projected_minutes,20.86447187532203,19.52172582486316,0.0,4.898579747357139,4,0,0.18184814699071516,0.8181518530092848,0.7162881823782059,0.6212024705340032,0.5347745559538638,0.45105123622302823,0.3707394385545899,0.30528031142196327,0.2459872911168014,0.19471254293608636,0.1527095118039083,0.11860619257767446,0.08970130328838792,0.06947727536900355,0.05156964320734023,0.040668288726396475,0.031146064051342456,0.022795645028039026,0.01671517070091948,0.011789821341635373,0.009138131655527466,0.3707394385545899,170.0,-170.0,-0.06594178415283364,pre_close,2026-05-08T23:33:37Z,40e0f37#phase10c,5e9470f7-91e8-4dd8-98b1-eb975b84439e,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
