player_id,player_name,team,opponent,game_id,is_home,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,model_p_over,edge,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status
12,Kyle Anderson,MIN,SAS,21707974,True,pts,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707974,True,reb,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707974,True,ast,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707974,True,fg3m,,,,,,,,bench,fresh,projected,full
12,Kyle Anderson,MIN,SAS,21707974,True,tov,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707974,False,pts,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707974,False,reb,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707974,False,ast,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707974,False,fg3m,,,,,,,,bench,fresh,projected,full
30,Harrison Barnes,SAS,MIN,21707974,False,tov,,,,,,,,bench,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707974,False,pts,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707974,False,reb,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707974,False,ast,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707974,False,fg3m,,,,,,,,inactive_risk,fresh,projected,full
48,Bismack Biyombo,SAS,MIN,21707974,False,tov,,,,,,,,inactive_risk,fresh,projected,full
104,Mike Conley,MIN,SAS,21707974,True,pts,,,,,,,,rotation,fresh,projected,full
104,Mike Conley,MIN,SAS,21707974,True,reb,,,,,,,,rotation,fresh,projected,full
104,Mike Conley,MIN,SAS,21707974,True,ast,,,,,,,,rotation,fresh,projected,full
104,Mike Conley,MIN,SAS,21707974,True,fg3m,,,,,,,,rotation,fresh,projected,full
104,Mike Conley,MIN,SAS,21707974,True,tov,,,,,,,,rotation,fresh,projected,full
131,Donte DiVincenzo,MIN,SAS,21707974,True,pts,,,,,,,,core,fresh,projected,full
131,Donte DiVincenzo,MIN,SAS,21707974,True,reb,,,,,,,,core,fresh,projected,full
131,Donte DiVincenzo,MIN,SAS,21707974,True,ast,,,,,,,,core,fresh,projected,full
131,Donte DiVincenzo,MIN,SAS,21707974,True,fg3m,,,,,,,,core,fresh,projected,full
131,Donte DiVincenzo,MIN,SAS,21707974,True,tov,,,,,,,,core,fresh,projected,full
161,De'Aaron Fox,SAS,MIN,21707974,False,pts,,,,,,,,starter,fresh,projected,full
161,De'Aaron Fox,SAS,MIN,21707974,False,reb,,,,,,,,starter,fresh,projected,full
161,De'Aaron Fox,SAS,MIN,21707974,False,ast,,,,,,,,starter,fresh,projected,full
161,De'Aaron Fox,SAS,MIN,21707974,False,fg3m,,,,,,,,starter,fresh,projected,full
161,De'Aaron Fox,SAS,MIN,21707974,False,tov,,,,,,,,starter,fresh,projected,full
176,Rudy Gobert,MIN,SAS,21707974,True,pts,,,,,,,,starter,fresh,projected,full
176,Rudy Gobert,MIN,SAS,21707974,True,reb,,,,,,,,starter,fresh,projected,full
176,Rudy Gobert,MIN,SAS,21707974,True,ast,,,,,,,,starter,fresh,projected,full
176,Rudy Gobert,MIN,SAS,21707974,True,fg3m,,,,,,,,starter,fresh,projected,full
176,Rudy Gobert,MIN,SAS,21707974,True,tov,,,,,,,,starter,fresh,projected,full
226,Joe Ingles,MIN,SAS,21707974,True,pts,,,,,,,,inactive_risk,fresh,projected,full
226,Joe Ingles,MIN,SAS,21707974,True,reb,,,,,,,,inactive_risk,fresh,projected,full
226,Joe Ingles,MIN,SAS,21707974,True,ast,,,,,,,,inactive_risk,fresh,projected,full
226,Joe Ingles,MIN,SAS,21707974,True,fg3m,,,,,,,,inactive_risk,fresh,projected,full
226,Joe Ingles,MIN,SAS,21707974,True,tov,,,,,,,,inactive_risk,fresh,projected,full
261,Luke Kornet,SAS,MIN,21707974,False,pts,,,,,,,,bench,fresh,projected,full
261,Luke Kornet,SAS,MIN,21707974,False,reb,,,,,,,,bench,fresh,projected,full
261,Luke Kornet,SAS,MIN,21707974,False,ast,,,,,,,,bench,fresh,projected,full
261,Luke Kornet,SAS,MIN,21707974,False,fg3m,,,,,,,,bench,fresh,projected,full
261,Luke Kornet,SAS,MIN,21707974,False,tov,,,,,,,,bench,fresh,projected,full
358,Kelly Olynyk,SAS,MIN,21707974,False,pts,,,,,,,,inactive_risk,fresh,projected,full
358,Kelly Olynyk,SAS,MIN,21707974,False,reb,,,,,,,,inactive_risk,fresh,projected,full
358,Kelly Olynyk,SAS,MIN,21707974,False,ast,,,,,,,,inactive_risk,fresh,projected,full
358,Kelly Olynyk,SAS,MIN,21707974,False,fg3m,,,,,,,,inactive_risk,fresh,projected,full
358,Kelly Olynyk,SAS,MIN,21707974,False,tov,,,,,,,,inactive_risk,fresh,projected,full
371,Mason Plumlee,SAS,MIN,21707974,False,pts,,,,,,,,fringe,fresh,projected,full
371,Mason Plumlee,SAS,MIN,21707974,False,reb,,,,,,,,fringe,fresh,projected,full
371,Mason Plumlee,SAS,MIN,21707974,False,ast,,,,,,,,fringe,fresh,projected,full
371,Mason Plumlee,SAS,MIN,21707974,False,fg3m,,,,,,,,fringe,fresh,projected,full
371,Mason Plumlee,SAS,MIN,21707974,False,tov,,,,,,,,fringe,fresh,projected,full
387,Julius Randle,MIN,SAS,21707974,True,pts,,,,,,,,starter,fresh,projected,full
387,Julius Randle,MIN,SAS,21707974,True,reb,,,,,,,,starter,fresh,projected,full
387,Julius Randle,MIN,SAS,21707974,True,ast,,,,,,,,starter,fresh,projected,full
387,Julius Randle,MIN,SAS,21707974,True,fg3m,,,,,,,,starter,fresh,projected,full
387,Julius Randle,MIN,SAS,21707974,True,tov,,,,,,,,starter,fresh,projected,full
666682,Keldon Johnson,SAS,MIN,21707974,False,pts,,,,,,,,rotation,fresh,projected,full
666682,Keldon Johnson,SAS,MIN,21707974,False,reb,,,,,,,,rotation,fresh,projected,full
666682,Keldon Johnson,SAS,MIN,21707974,False,ast,,,,,,,,rotation,fresh,projected,full
666682,Keldon Johnson,SAS,MIN,21707974,False,fg3m,,,,,,,,rotation,fresh,projected,full
666682,Keldon Johnson,SAS,MIN,21707974,False,tov,,,,,,,,rotation,fresh,projected,full
666767,Jordan McLaughlin,SAS,MIN,21707974,False,pts,,,,,,,,inactive_risk,fresh,projected,full
666767,Jordan McLaughlin,SAS,MIN,21707974,False,reb,,,,,,,,inactive_risk,fresh,projected,full
666767,Jordan McLaughlin,SAS,MIN,21707974,False,ast,,,,,,,,inactive_risk,fresh,projected,full
666767,Jordan McLaughlin,SAS,MIN,21707974,False,fg3m,,,,,,,,inactive_risk,fresh,projected,full
666767,Jordan McLaughlin,SAS,MIN,21707974,False,tov,,,,,,,,inactive_risk,fresh,projected,full
667378,Naz Reid,MIN,SAS,21707974,True,pts,,,,,,,,core,fresh,projected,full
667378,Naz Reid,MIN,SAS,21707974,True,reb,,,,,,,,core,fresh,projected,full
667378,Naz Reid,MIN,SAS,21707974,True,ast,,,,,,,,core,fresh,projected,full
667378,Naz Reid,MIN,SAS,21707974,True,fg3m,,,,,,,,core,fresh,projected,full
667378,Naz Reid,MIN,SAS,21707974,True,tov,,,,,,,,core,fresh,projected,full
3547238,Anthony Edwards,MIN,SAS,21707974,True,pts,,,,,,,,core,fresh,projected,full
3547238,Anthony Edwards,MIN,SAS,21707974,True,reb,,,,,,,,core,fresh,projected,full
3547238,Anthony Edwards,MIN,SAS,21707974,True,ast,,,,,,,,core,fresh,projected,full
3547238,Anthony Edwards,MIN,SAS,21707974,True,fg3m,,,,,,,,core,fresh,projected,full
3547238,Anthony Edwards,MIN,SAS,21707974,True,tov,,,,,,,,core,fresh,projected,full
3547246,Devin Vassell,SAS,MIN,21707974,False,pts,,,,,,,,core,fresh,projected,full
3547246,Devin Vassell,SAS,MIN,21707974,False,reb,,,,,,,,core,fresh,projected,full
3547246,Devin Vassell,SAS,MIN,21707974,False,ast,,,,,,,,core,fresh,projected,full
3547246,Devin Vassell,SAS,MIN,21707974,False,fg3m,,,,,,,,core,fresh,projected,full
3547246,Devin Vassell,SAS,MIN,21707974,False,tov,,,,,,,,core,fresh,projected,full
3547259,Jaden McDaniels,MIN,SAS,21707974,True,pts,,,,,,,,starter,fresh,projected,full
3547259,Jaden McDaniels,MIN,SAS,21707974,True,reb,,,,,,,,starter,fresh,projected,full
3547259,Jaden McDaniels,MIN,SAS,21707974,True,ast,,,,,,,,starter,fresh,projected,full
3547259,Jaden McDaniels,MIN,SAS,21707974,True,fg3m,,,,,,,,starter,fresh,projected,full
