player_id,player_name,game_id,stat
56677826,Ausar Thompson,21684812,ast
56677827,Anthony Black,21684812,pts
3547267,Isaiah Stewart,21684812,reb
38017734,Jamal Cain,21684812,reb
200,Tobias Harris,21684812,pts
17896073,Jalen Suggs,21684812,reb
17896075,Cade Cunningham,21684812,pts
397,Duncan Robinson,21684812,fg3m
38017683,Paolo Banchero,21684812,reb
85,Wendell Carter Jr.,21684812,pts
277,Caris LeVert,21684812,stl
3547287,Desmond Bane,21684812,pts
38017694,Jalen Duren,21684812,pts
