player_name,projected_minutes,stat,pmf_mean,market_line,p_over
Ajay Mitchell,26.3888,ast,4.4524,3.5,0.709
Ajay Mitchell,26.3888,blk,0.3763,0.5,0.2029
Ajay Mitchell,26.3888,fg3m,1.3054,1.5,0.3323
Ajay Mitchell,26.3888,pa,19.8421,17.5,0.6024
Ajay Mitchell,26.3888,pr,19.0289,17.5,0.5582
Ajay Mitchell,26.3888,pra,23.4813,21.5,0.5818
Ajay Mitchell,26.3888,pts,15.3897,14.5,0.5225
Ajay Mitchell,26.3888,ra,8.0916,7.5,0.5898
Ajay Mitchell,26.3888,reb,3.6392,3.5,0.5123
Ajay Mitchell,26.3888,stl,1.4267,1.5,0.3628
Alex Caruso,21.2513,ast,2.1049,2.5,0.3808
Alex Caruso,21.2513,blk,0.4159,0.5,0.2144
Alex Caruso,21.2513,fg3m,0.9711,2.5,0.1492
Alex Caruso,21.2513,pa,11.7459,12.5,0.43
Alex Caruso,21.2513,pr,13.1603,13.5,0.4597
Alex Caruso,21.2513,pra,15.2652,15.5,0.4685
Alex Caruso,21.2513,pts,9.641,10.5,0.4175
Alex Caruso,21.2513,ra,5.6242,5.5,0.5127
Alex Caruso,21.2513,reb,3.5193,3.5,0.4863
Alex Caruso,21.2513,stl,1.335,1.5,0.3444
Chet Holmgren,28.4641,ast,1.3851,1.5,0.405
Chet Holmgren,28.4641,blk,1.0242,1.5,0.2319
Chet Holmgren,28.4641,fg3m,1.4985,1.5,0.4131
Chet Holmgren,28.4641,pa,16.2423,14.5,0.6245
Chet Holmgren,28.4641,pr,22.6065,21.5,0.5683
Chet Holmgren,28.4641,pra,23.9916,23.5,0.5237
Chet Holmgren,28.4641,pts,14.8572,13.5,0.6029
Chet Holmgren,28.4641,ra,9.1344,9.5,0.4226
Chet Holmgren,28.4641,reb,7.7493,8.5,0.3451
Chet Holmgren,28.4641,stl,0.8137,0.5,0.4839
De'Aaron Fox,29.7223,ast,5.3353,4.5,0.6703
De'Aaron Fox,29.7223,blk,0.4141,0.5,0.1989
De'Aaron Fox,29.7223,fg3m,1.7785,1.5,0.5124
De'Aaron Fox,29.7223,pa,24.8809,19.5,0.787
De'Aaron Fox,29.7223,pr,23.3071,17.5,0.8073
De'Aaron Fox,29.7223,pra,28.6424,22.5,0.8128
De'Aaron Fox,29.7223,pts,19.5456,13.5,0.8278
De'Aaron Fox,29.7223,ra,9.0968,7.5,0.7533
De'Aaron Fox,29.7223,reb,3.7616,2.5,0.8083
De'Aaron Fox,29.7223,stl,0.7766,0.5,0.4841
Devin Vassell,31.2205,ast,2.4008,2.5,0.4517
Devin Vassell,31.2205,blk,0.5615,0.5,0.2553
