pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,cal_source,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status,actual_outcome,pmf_nll,pmf_rps,pmf_mean,mean_error,outcome_prob_assigned
"{""0"": 0.021987762641149777, ""1"": 0.020401087340554857, ""2"": 0.029792704752956176, ""3"": 0.040439824791459224, ""4"": 0.04516707284084764, ""5"": 0.051126191622344455, ""6"": 0.05660005689404131, ""7"": 0.06390471398293408, ""8"": 0.06466211384091551, ""9"": 0.06944893516018714, ""10"": 0.06871853252938197, ""11"": 0.06162382947740566, ""12"": 0.061895094130564106, ""13"": 0.05314437512607507, ""14"": 0.04699823375257032, ""15"": 0.0434968523865701, ""16"": 0.03705105293016925, ""17"": 0.03162553629347319, ""18"": 0.027356493898369187, ""19"": 0.021088730860742786, ""20"": 0.019362097056898397, ""21"": 0.013534153470355926, ""22"": 0.01084253472065651, ""23"": 0.009071025259680503, ""24"": 0.00721620219731741, ""25"": 0.006054528142411716, ""26"": 0.004862362144529273, ""27"": 0.002993492831120712, ""28"": 0.002555217269886833, ""29"": 0.0014930328673673009, ""30"": 0.001523536447123158, ""31"": 0.0013547287247553975, ""32"": 0.0005904674425310247, ""33"": 0.00029061926452032295, ""34"": 0.00027249760552644324, ""35"": 0.0002698220746633718, ""36"": 0.0002523369488629243, ""37"": 0.00014921554479630905, ""38"": 9.319213203823118e-05, ""39"": 6.548526429784399e-05, ""40"": 0.00022536084272730165, ""41"": 0.000123504207697166, ""42"": 8.261768625731355e-05, ""43"": 0.00016523537251460826, ""46"": 2.753922875242564e-05}",Jarrett Allen,9,CLE,DET,False,21709223,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,26.335757407411492,26.746190316762622,0.0,role_aware_pmf_cal_v1,10.646310540840991,10,9,0.021987762641149777,0.9780122373588503,0.9576111500182954,0.9278184452653393,0.8873786204738802,0.8422115476330324,0.7910853560106881,0.7344852991166467,0.6705805851337125,0.6059184712927971,0.53646953613261,0.4677510036032281,0.4061271741258224,0.3442320799952583,0.29108770486918323,0.24408947111661292,0.20059261873004283,0.16354156579987358,0.13191602950640038,0.1045595356080312,0.08347080474728844,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,22,4.524278479985819,0.1802829078576355,10.646310540840991,-11.353689459159009,0.01084253472065651
"{""0"": 0.019769177754638045, ""1"": 0.028354368031242173, ""2"": 0.0441101847404345, ""3"": 0.065198869522534, ""4"": 0.08819218632276861, ""5"": 0.10494545269441108, ""6"": 0.11877713073042334, ""7"": 0.1128464881368518, ""8"": 0.10696220193013407, ""9"": 0.0851124287889409, ""10"": 0.0692487248469767, ""11"": 0.04965509008129701, ""12"": 0.03626223434526008, ""13"": 0.023319817718632126, ""14"": 0.017480006146172775, ""15"": 0.010281348018103986, ""16"": 0.007462374972049626, ""17"": 0.004887968033809057, ""18"": 0.0025967176888188215, ""19"": 0.0018973355652214608, ""20"": 0.0009916484562616109, ""21"": 0.0007105327888293336, ""22"": 0.00031844974203173743, ""23"": 0.0002237052139847011, ""24"": 0.00010094441200045391, ""25"": 0.0001229230472861037, ""26"": 8.861433336048553e-05, ""27"": 2.215358334012138e-05, ""28"": 3.876877084520264e-05, ""29"": 5.538395835029237e-06, ""30"": 1.6615187505087658e-05}",Jarrett Allen,9,CLE,DET,False,21709223,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,26.335757407411492,26.746190316762622,0.0,role_aware_pmf_cal_v1,7.032234497270481,7,6,0.019769177754638045,0.980230822245362,0.9518764542141198,0.9077662694736854,0.8425673999511513,0.7543752136283827,0.6494297609339715,0.5306526302035484,0.4178061420666965,0.31084394013656236,0.22573151134762157,0.15648278650064482,0.1068276964193478,0.07056546207408772,0.04724564435545559,0.029765638209282817,0.01948429019117883,0.012021915219129207,0.00713394718532015,0.004537229496501328,0.0026398939312798665,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,2.220446049250313e-16,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,7,2.1817268959471567,0.026875364305297487,7.032234497270479,0.03223449727047889,0.11284648813685177
"{""0"": 0.4063869865169058, ""1"": 0.28016994164695935, ""2"": 0.17973323209462974, ""3"": 0.07931940838824535, ""4"": 0.03290932428273193, ""5"": 0.012415585144548344, ""6"": 0.004892555124682823, ""7"": 0.002821082077994954, ""8"": 0.0007225473259295749, ""9"": 0.0003644358471284569, ""10"": 0.00014056000625175107, ""11"": 9.731077355895222e-05, ""12"": 1.0812308173208934e-05, ""13"": 1.08123081732077e-05, ""14"": 5.406154086604155e-06}",Jarrett Allen,9,CLE,DET,False,21709223,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,26.335757407411492,26.746190316762622,0.0,role_aware_pmf_cal_v1,1.1322950728134873,1,0,0.4063869865169058,0.5936130134830943,0.31344307183613496,0.13370983974150516,0.05439043135325981,0.021481107070527874,0.009065521925979533,0.00417296680129671,0.0013518847233017558,0.0006293373973721809,0.00026490155024372407,0.000124341543991973,2.703077043302079e-05,1.6218462259811856e-05,5.406154086604155e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,3,2.534272433902919,0.09932079320133648,1.1322950728134875,-1.8677049271865125,0.07931940838824535
"{""0"": 1.0}",Jarrett Allen,9,CLE,DET,False,21709223,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,26.335757407411492,26.746190316762622,0.0,role_aware_pmf_cal_v1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,-0.0,0.0,0.0,0.0,1.0
"{""0"": 0.3106290548144177, ""1"": 0.29243311235524194, ""2"": 0.22084628314419577, ""3"": 0.10718277952874569, ""4"": 0.04361569465062365, ""5"": 0.015459145318932188, ""6"": 0.006212339788632359, ""7"": 0.002124890478970792, ""8"": 0.0008807551844272586, ""9"": 0.0003120882588950063, ""10"": 0.000168198723536132, ""11"": 9.244073947211495e-05, ""12"": 4.321701390942578e-05}",Jarrett Allen,9,CLE,DET,False,21709223,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,26.335757407411492,26.746190316762622,0.0,role_aware_pmf_cal_v1,1.3726530698535566,1,0,0.3106290548144177,0.6893709451855823,0.3969378328303404,0.17609154968614465,0.06890877015739894,0.025293075506775276,0.009833930187843088,0.003621590399210729,0.0014966999202399378,0.000615944735812679,0.0003038564769176727,0.0001356577533815407,4.321701390942578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,1,1.229519314169077,0.024213249930752755,1.3726530698535566,0.3726530698535566,0.29243311235524194
"{""0"": 0.02085939884671014, ""1"": 0.01982022058549029, ""2"": 0.026939464573387126, ""3"": 0.03646679530376928, ""4"": 0.04453063946506159, ""5"": 0.04796938134919331, ""6"": 0.055411093768984294, ""7"": 0.06131873711511856, ""8"": 0.06700482851073619, ""9"": 0.07135908702612721, ""10"": 0.07052828041307466, ""11"": 0.06342289706124234, ""12"": 0.06617633554653961, ""13"": 0.056708249197127615, ""14"": 0.049971264312539156, ""15"": 0.0455332748508229, ""16"": 0.03843362128288545, ""17"": 0.03416739238302019, ""18"": 0.027753144647287866, ""19"": 0.022919168063910533, ""20"": 0.01698546725518476, ""21"": 0.012752561139047167, ""22"": 0.01125682670659435, ""23"": 0.008319434366813339, ""24"": 0.0068735001876001805, ""25"": 0.0049778628931081564, ""26"": 0.0027150200378277343, ""27"": 0.0026536515335190292, ""28"": 0.0019164759952708958, ""29"": 0.001077299175858994, ""30"": 0.001075059823586572, ""31"": 0.00036249925198375175, ""32"": 0.00031705813419850506, ""33"": 0.00044928196445779054, ""34"": 0.00024170135076523886, ""35"": 9.00188017845121e-05, ""36"": 9.665700154034757e-05, ""37"": 0.00016975181331347635, ""38"": 7.400720344000594e-05, ""39"": 0.00011003311311886948, ""40"": 5.501655655943317e-05, ""41"": 8.252483483913359e-05, ""44"": 2.7508278279709004e-05, ""45"": 2.7508278279706856e-05}",Deandre Ayton,22,LAL,OKC,False,21708301,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,27.573618394637286,28.358757229084283,0.0,role_aware_pmf_cal_v1,10.656485695325705,10,9,0.02085939884671014,0.9791406011532899,0.9593203805677994,0.9323809159944125,0.8959141206906431,0.8513834812255816,0.8034140998763882,0.748003006107404,0.6866842689922854,0.6196794404815492,0.548320353455422,0.4777920730423473,0.41436917598110495,0.3481928404345654,0.29148459123743775,0.2415133269248986,0.19598005207407568,0.15754643079119027,0.12337903840817005,0.09562589376088218,0.07270672569697165,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,1.1102230246251565e-16,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,3,3.311353150142922,0.10355154766822475,10.656485695325705,7.6564856953257046,0.03646679530376928
"{""0"": 0.020055336218867702, ""1"": 0.028240932421663607, ""2"": 0.04471941860585643, ""3"": 0.06489826000684462, ""4"": 0.0856090004797756, ""5"": 0.09931727533900842, ""6"": 0.11041708211401889, ""7"": 0.11013470054589763, ""8"": 0.10371425735847659, ""9"": 0.08522573852685456, ""10"": 0.06799085687762671, ""11"": 0.05273517659730687, ""12"": 0.03869517684062906, ""13"": 0.029008584329013508, ""14"": 0.01905914650581398, ""15"": 0.013737471777331617, ""16"": 0.00882821652138445, ""17"": 0.006480529327525783, ""18"": 0.004472958679703148, ""19"": 0.0023328700858057717, ""20"": 0.0017971532902599733, ""21"": 0.0009064626806762793, ""22"": 0.0006600111462547354, ""23"": 0.0003039626208186998, ""24"": 0.0002064824374476209, ""25"": 0.00018171250974912957, ""26"": 0.00010449055745890651, ""27"": 6.113638590766327e-05, ""28"": 3.8904972850331156e-05, ""29"": 4.446282611465125e-05, ""30"": 2.2231413057326235e-05}",Deandre Ayton,22,LAL,OKC,False,21708301,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,27.573618394637286,28.358757229084283,0.0,role_aware_pmf_cal_v1,7.225587337951348,7,6,0.020055336218867702,0.9799446637811327,0.951703731359469,0.9069843127536126,0.842086052746768,0.7564770522669925,0.6571597769279839,0.546742694813965,0.4366079942680674,0.3328937369095908,0.24766799838273618,0.1796771415051095,0.12694196490780263,0.08824678806717356,0.05923820373816006,0.040179057232346084,0.026441585455014467,0.017613368933630018,0.011132839606104235,0.006659880926401088,0.0043270108405953165,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,10,2.688382040528235,0.060318984947385065,7.225587337951348,-2.7744126620486522,0.06799085687762671
"{""0"": 0.5087513960999748, ""1"": 0.27075561095174394, ""2"": 0.12696738020440543, ""3"": 0.05405263903820005, ""4"": 0.022684032840224296, ""5"": 0.009161102510224608, ""6"": 0.004576180379923507, ""7"": 0.0019036205446720585, ""8"": 0.0006316426006505348, ""9"": 0.000307555653728461, ""10"": 0.0001593772660875086, ""11"": 3.29746067767063e-05, ""12"": 1.0991535592235312e-05, ""14"": 5.495767796114986e-06}",Deandre Ayton,22,LAL,OKC,False,21708301,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,27.573618394637286,28.358757229084283,0.0,role_aware_pmf_cal_v1,0.8741588326798524,0,0,0.5087513960999748,0.4912486039000254,0.22049299294828148,0.09352561274387607,0.03947297370567603,0.016788940865451737,0.007627838355227126,0.0030516579753036193,0.001148037430631561,0.0005163948299810262,0.0002088391762525652,4.9461910165056596e-05,1.6487303388350297e-05,5.495767796114986e-06,5.495767796114986e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,0.6757957980522432,0.021471321627224243,0.8741588326798522,0.8741588326798522,0.5087513960999747
"{""0"": 1.0}",Deandre Ayton,22,LAL,OKC,False,21708301,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,27.573618394637286,28.358757229084283,0.0,role_aware_pmf_cal_v1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,0,-0.0,0.0,0.0,0.0,1.0
"{""0"": 0.33368915416262146, ""1"": 0.258088021612625, ""2"": 0.19584590906917237, ""3"": 0.11115713373149051, ""4"": 0.05786451486637689, ""5"": 0.024569534970675173, ""6"": 0.011037294266940055, ""7"": 0.0045889384237883975, ""8"": 0.0017730543014301359, ""9"": 0.0007216004607369395, ""10"": 0.0003432849947652456, ""11"": 0.00015503414029795174, ""12"": 0.00016652499907992841}",Deandre Ayton,22,LAL,OKC,False,21708301,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v2,core,derived_from_projected_minutes,27.573618394637286,28.358757229084283,0.0,role_aware_pmf_cal_v1,1.4637186738704466,1,0,0.33368915416262146,0.6663108458373787,0.4082228242247536,0.21237691515558124,0.10121978142409072,0.04335526655771382,0.01878573158703865,0.007748437320098598,0.003159498896310201,0.001386444594880065,0.0006648441341431258,0.00032155913937788013,0.00016652499907992841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-08T03:56:15Z,d3dfb9a#phase10c,5f0c4333-c16b-448f-837a-2f76db2671c8,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes,2,1.630427107170292,0.043266931213146426,1.4637186738704462,-0.5362813261295538,0.19584590906917237
