pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
"{""0"": 0.06760140210315475, ""1"": 0.1295943915873811, ""2"": 0.17386079118678022, ""3"": 0.1780671006509765, ""4"": 0.1656484727090636, ""5"": 0.12078117175763647, ""6"": 0.0739108662994492, ""7"": 0.04496745117676516, ""8"": 0.025738607911867807, ""9"": 0.011016524787180772, ""10"": 0.006309464196294442, ""11"": 0.002503755633450176}",James Harden,192,CLE,TOR,True,21681990,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,3.431948,3,3,0.067601402103,0.932398597897,0.802804206309,0.628943415123,0.450876314472,0.285227841763,0.164446670005,0.090535803706,0.045568352529,0.019829744617,0.00881321983,0.002503755633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.02462955546655987, ""1"": 0.034841810172206646, ""2"": 0.05316379655586704, ""3"": 0.08249899879855827, ""4"": 0.11283540248297957, ""5"": 0.13035642771325592, ""6"": 0.12965558670404487, ""7"": 0.11924309171005205, ""8"": 0.10542651181417702, ""9"": 0.07979575490588706, ""10"": 0.04845814977973568, ""11"": 0.03143772527032439, ""12"": 0.022927513015618742, ""13"": 0.012414897877452943, ""14"": 0.007008410092110532, ""15"": 0.0025030036043251903, ""16"": 0.0016019223067681217, ""17"": 0.001201441730076091}",James Harden,192,CLE,TOR,True,21681990,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,6.114638,6,5,0.024629555467,0.975370444533,0.940528634361,0.887364837805,0.804865839007,0.692030436524,0.561674008811,0.432018422107,0.312775330396,0.207348818582,0.127553063676,0.079094913897,0.047657188626,0.024729675611,0.012314777733,0.005306367641,0.002803364037,0.00120144173,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.0996099609960996, ""1"": 0.25962596259625964, ""2"": 0.2623262326232623, ""3"": 0.183018301830183, ""4"": 0.1001100110011001, ""5"": 0.039503950395039504, ""6"": 0.032503250325032505, ""15"": 0.0233023302330233}",James Harden,192,CLE,TOR,True,21681990,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.475848,2,2,0.099609960996,0.900390039004,0.640764076408,0.378437843784,0.195419541954,0.095309530953,0.055805580558,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.8352835283528354, ""1"": 0.13571357135713571, ""2"": 0.014301430143014302, ""3"": 0.0019001900190019003, ""4"": 0.0020002000200020006, ""5"": 0.0016001600160016002, ""6"": 0.0017001700170017002, ""7"": 0.0015001500150015003, ""8"": 0.0022002200220022005, ""9"": 0.0018001800180018, ""10"": 0.0020002000200020006}",James Harden,192,CLE,TOR,True,21681990,,blk,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.260526,0,0,0.835283528353,0.164716471647,0.02900290029,0.014701470147,0.012801280128,0.010801080108,0.009200920092,0.007500750075,0.00600060006,0.003800380038,0.00200020002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.3352, ""1"": 0.3503, ""2"": 0.199, ""3"": 0.0922, ""15"": 0.0233}",Jaylon Tyson,1028028993,CLE,TOR,True,21681990,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,bench,1.3744,1,1,0.3352,0.6648,0.3145,0.1155,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,medium,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.6491, ""1"": 0.21289999999999998, ""2"": 0.09899999999999999, ""3"": 0.009, ""4"": 0.0046, ""5"": 0.0046, ""6"": 0.0033999999999999994, ""7"": 0.0038999999999999994, ""8"": 0.0048, ""9"": 0.0042, ""10"": 0.0045}",Jaylon Tyson,1028028993,CLE,TOR,True,21681990,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,bench,0.6482,0,0,0.6491,0.3509,0.138,0.039,0.03,0.0254,0.0208,0.0174,0.0135,0.0087,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,medium,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.006101830549164748, ""1"": 0.009302790837251173, ""2"": 0.0076022806842052605, ""3"": 0.007902370711213363, ""4"": 0.009002700810243071, ""5"": 0.006601980594178252, ""6"": 0.010303090927278182, ""7"": 0.010203060918275482, ""8"": 0.009502850855256576, ""9"": 0.013504051215364608, ""10"": 0.017005101530459137, ""11"": 0.01490447134140242, ""12"": 0.019705911773532057, ""13"": 0.01900570171051315, ""14"": 0.023106932079623884, ""15"": 0.02140642192657797, ""16"": 0.023106932079623884, ""17"": 0.03381014304291287, ""18"": 0.031709512853856155, ""19"": 0.0373111933580074, ""20"": 0.04231269380814243, ""21"": 0.04201260378113434, ""22"": 0.04061218365509652, ""23"": 0.037711313394018196, ""24"": 0.044913474042212666, ""25"": 0.04241272381714514, ""26"": 0.04541362408722617, ""27"": 0.04851455436630989, ""28"": 0.04281284385315594, ""29"": 0.04201260378113434, ""30"": 0.037811343403020906, ""31"": 0.03531059317795338, ""32"": 0.030709212763829145, ""33"": 0.024807442232669796, ""34"": 0.024507352205661696, ""35"": 0.016905071521456434, ""36"": 0.014504351305391615, ""37"": 0.011903571071321395, ""38"": 0.009002700810243071, ""39"": 0.0076022806842052605, ""40"": 0.003901170351105331, ""41"": 0.005101530459137741, ""42"": 0.004401320396118835, ""43"": 0.0027008102430729217, ""44"": 0.0021006301890567165, ""45"": 0.0023006902070621185, ""46"": 0.0012003601080324095, ""47"": 0.0013003901170351103, ""49"": 0.0013003901170351103, ""56"": 0.0014004201260378111, ""80"": 0.0014004201260378111}",Donovan Mitchell,322,CLE,TOR,True,21681990,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,22.958788,24,27,0.006101830549,0.993898169451,0.984595378614,0.976993097929,0.969090727218,0.960088026408,0.953486045814,0.943182954886,0.932979893968,0.923477043113,0.909972991898,0.892967890367,0.878063419026,0.858357507252,0.839351805542,0.816244873462,0.794838451535,0.771731519456,0.737921376413,0.706211863559,0.668900670201,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.06410256410256411, ""1"": 0.13291266025641027, ""2"": 0.18169070512820512, ""3"": 0.1875, ""4"": 0.15795272435897437, ""5"": 0.10797275641025642, ""6"": 0.07211538461538461, ""7"": 0.04407051282051282, ""8"": 0.025741185897435896, ""9"": 0.013321314102564102, ""10"": 0.008613782051282052, ""11"": 0.0028044871794871795, ""12"": 0.0012019230769230768}",Donovan Mitchell,322,CLE,TOR,True,21681990,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,3.428886,3,3,0.064102564103,0.935897435897,0.802984775641,0.621294070513,0.433794070513,0.275841346154,0.167868589744,0.095753205128,0.051682692308,0.02594150641,0.012620192308,0.004006410256,0.001201923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.1596, ""1"": 0.3099, ""2"": 0.2494, ""3"": 0.1521, ""4"": 0.0642, ""5"": 0.0415, ""15"": 0.0233}",Donovan Mitchell,322,CLE,TOR,True,21681990,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.0788,2,1,0.1596,0.8404,0.5305,0.2811,0.129,0.0648,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
"{""0"": 0.38553855385538555, ""1"": 0.2903290329032903, ""2"": 0.20882088208820884, ""3"": 0.0588058805880588, ""4"": 0.008800880088008802, ""5"": 0.0083008300830083, ""6"": 0.0072007200720072, ""7"": 0.006600660066006601, ""8"": 0.0092009200920092, ""9"": 0.008000800080008, ""10"": 0.0084008400840084}",Donovan Mitchell,322,CLE,TOR,True,21681990,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,1.280128,1,0,0.385538553855,0.614461446145,0.324132413241,0.115311531153,0.056505650565,0.047704770477,0.039403940394,0.032203220322,0.025602560256,0.016401640164,0.008400840084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,morning,2026-04-30T01:54:51Z,113c7b5#phase10c,e96071d4-3423-4b29-b0e1-4c5bbf74fdf2,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
