game_id,team_abbr,opponent_abbr,resolved_game_start_time_utc,source_used,source_confidence,source_payload_hash,resolution_blocker
21713901,CLE,NYK,2026-05-26T00:13:29Z,odds_api_live_events,high,b9bb8186713bf96d,
