player_id,player_name,game_id
56677825,Amen Thompson,21681996
420,Marcus Smart,21681996
356,Josh Okogie,21681996
1028028519,Reed Sheppard,21681996
17896062,Alperen Sengun,21681996
17553995,Austin Reaves,21681996
140,Kevin Durant,21681996
237,LeBron James,21681996
666609,Rui Hachimura,21681996
38017684,Jabari Smith Jr.,21681996
22,Deandre Ayton,21681996
254,Luke Kennard,21681996
38017695,Tari Eason,21681996
