player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,mean,median,mode,p0,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
James Harden,192,CLE,TOR,True,21681990,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,3.431948,3,3,0.067601402103,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,True,21681990,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,6.114638,6,5,0.024629555467,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,True,21681990,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.475848,2,2,0.099609960996,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
James Harden,192,CLE,TOR,True,21681990,,blk,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.260526,0,0,0.835283528353,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Jaylon Tyson,1028028993,CLE,TOR,True,21681990,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,bench,1.3744,1,1,0.3352,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,medium,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Jaylon Tyson,1028028993,CLE,TOR,True,21681990,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,bench,0.6482,0,0,0.6491,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,medium,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,True,21681990,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,22.958788,24,27,0.006101830549,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,True,21681990,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,3.428886,3,3,0.064102564103,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,True,21681990,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.0788,2,1,0.1596,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Donovan Mitchell,322,CLE,TOR,True,21681990,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,1.280128,1,0,0.385538553855,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Brandon Ingram,227,TOR,CLE,False,21681990,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,4.415782,4,4,0.034247947126,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Brandon Ingram,227,TOR,CLE,False,21681990,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,1.720272,1,1,0.235623562356,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Brandon Ingram,227,TOR,CLE,False,21681990,,blk,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.525447,0,0,0.668633136686,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Sam Merrill,3547299,CLE,TOR,True,21681990,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,rotation,0.50235,0,0,0.73302669733,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Jarrett Allen,9,CLE,TOR,True,21681990,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,6.584494,6,7,0.015927076029,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Ja'Kobe Walter,1028029111,TOR,CLE,False,21681990,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,2.233474,2,2,0.152744391026,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Ja'Kobe Walter,1028029111,TOR,CLE,False,21681990,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,rotation,0.811581,0,0,0.572457245725,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Evan Mobley,17896076,CLE,TOR,True,21681990,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,14.998399,15,15,0.014507253627,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Evan Mobley,17896076,CLE,TOR,True,21681990,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,7.044215,7,6,0.012833366754,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
Evan Mobley,17896076,CLE,TOR,True,21681990,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,rotation,2.581789,2,2,0.135430231393,,,,,morning,2026-04-29T19:57:46Z,bb723eb#phase10c,e43daa4b-faaa-4f7c-8ade-bc98c517adb1,ok,0.0,high,full,current_phase8,very_stale,projected,derived_from_projected_minutes
