stat,n,clv_close_minus_morning_p_mean,clv_book_close_minus_morning_p_mean,model_edge_movement_mean
ast,19,-0.06285863357509384,-0.02920118374354302,0.02920118374354302
fg3m,19,-0.0007022726377977278,0.025134985567477786,-0.025134985567477786
pts,6,-0.10463366436933719,-0.028300457153235186,0.028300457153235186
reb,16,-0.013773390090764517,0.0521746900818015,-0.0521746900818015
