book,n,clv_close_minus_morning_p_mean,clv_book_close_minus_morning_p_mean,model_edge_movement_mean
bovada,10,-0.07038829822776932,-0.006361567893598224,0.006361567893598224
draftkings,11,-0.0446418483649737,-0.009426374229424671,0.009426374229424671
espnbet,7,-0.07757005697065174,-0.03117097669281888,0.03117097669281888
fanatics,2,-0.11493521009822119,-0.0353371933184741,0.0353371933184741
fanduel,12,-0.047383265054343204,-0.025942175273904185,0.025942175273904185
fliff,7,-0.005787677053020365,0.0247974704098631,-0.0247974704098631
hardrockbet_az,2,0.11161726025369922,0.1523642795180074,-0.1523642795180074
hardrockbet_fl,4,0.12991455678993682,0.16875944255553077,-0.16875944255553077
williamhill_us,5,-0.04436182801473432,0.040373806630035605,-0.040373806630035605
