player_id,stat,line,book,model_p_over_morning,market_no_vig_over_prob_morning,edge_morning,model_p_over_close,market_no_vig_over_prob_close,edge_close,clv_close_minus_morning_p,clv_book_close_minus_morning_p,model_edge_movement
175,reb,3.5,bovada,0.4921907551837418,0.3684687405617638,0.12372201462197796,0.4921907551837418,0.5751633986928104,-0.08297264350906863,0.12372201462197796,0.2066946581310466,-0.2066946581310466
200,ast,1.5,draftkings,0.5504207030572751,0.599236089007205,-0.04881538594992996,0.5504207030572751,0.42847503373819157,0.12194566931908352,-0.04881538594992996,-0.17076105526901347,0.17076105526901347
200,ast,1.5,fanduel,0.5504207030572751,0.5418848167539267,0.008535886303348339,0.5504207030572751,0.4414696667616063,0.10895103629566877,0.008535886303348339,-0.10041514999232043,0.10041514999232043
200,ast,1.5,espnbet,0.5504207030572751,0.5633187772925764,-0.012898074235301316,0.5504207030572751,0.40847201210287454,0.14194869095440055,-0.012898074235301316,-0.15484676518970186,0.15484676518970186
200,ast,1.5,fliff,0.5504207030572751,0.5637583892617449,-0.013337686204469845,0.5504207030572751,0.43336058871627137,0.11706011434100372,-0.013337686204469845,-0.13039780054547356,0.13039780054547356
200,fg3m,1.5,fanduel,0.5266363850640409,0.4329742261011864,0.09366215896285446,0.5266363850640409,0.6378061400482925,-0.11116975498425163,0.09366215896285446,0.2048319139471061,-0.2048319139471061
237,pts,18.5,bovada,0.643972714100497,0.5203045685279188,0.1236681455725781,0.643972714100497,0.625,0.018972714100496946,0.1236681455725781,0.10469543147208116,-0.10469543147208116
237,ast,7.5,williamhill_us,0.4541469535342147,0.3768844221105528,0.0772625314236619,0.4541469535342147,0.48893805309734506,-0.03479109956313037,0.0772625314236619,0.11205363098679227,-0.11205363098679227
237,ast,7.5,bovada,0.4541469535342147,0.5,-0.04585304646578531,0.4541469535342147,0.4796954314720812,-0.02554847793786652,-0.04585304646578531,-0.020304568527918787,0.020304568527918787
237,ast,7.5,hardrockbet_az,0.4541469535342147,0.3988995873452545,0.0552473661889602,0.4541469535342147,0.5,-0.04585304646578531,0.0552473661889602,0.10110041265474551,-0.10110041265474551
237,ast,7.5,hardrockbet_fl,0.4541469535342147,0.44843049327354256,0.005716460260672129,0.4541469535342147,0.4809885931558935,-0.026841639621678792,0.005716460260672129,0.03255809988235092,-0.03255809988235092
237,fg3m,1.5,hardrockbet_az,0.41379721018436,0.24581005586592175,0.16798715431843825,0.41379721018436,0.44943820224719105,-0.035640992062831056,0.16798715431843825,0.2036281463812693,-0.2036281463812693
237,fg3m,1.5,fliff,0.41379721018436,0.2738163148887621,0.13998089529559787,0.41379721018436,0.4675324675324676,-0.05373525734810758,0.13998089529559787,0.19371615264370545,-0.19371615264370545
254,pts,10.5,bovada,0.34485908328959475,0.554140127388535,-0.20928104409894027,0.34485908328959475,0.36664695446481377,-0.02178787117521902,-0.20928104409894027,-0.18749317292372125,0.18749317292372125
322,fg3m,2.5,draftkings,0.34474776428035814,0.5293760129659644,-0.18462824868560623,0.34474776428035814,0.41062056190182156,-0.06587279762146342,-0.18462824868560623,-0.11875545106414281,0.11875545106414281
397,ast,2.5,draftkings,0.39970222939444516,0.4043206233030338,-0.004618393908588647,0.39970222939444516,0.44943820224719105,-0.04973597285274589,-0.004618393908588647,0.045117578944157244,-0.045117578944157244
397,ast,2.5,fliff,0.39970222939444516,0.3988995873452545,0.0008026420491906716,0.39970222939444516,0.48621323529411764,-0.08651100589967248,0.0008026420491906716,0.08731364794886315,-0.08731364794886315
397,fg3m,2.5,fanduel,0.40960023215607794,0.5510744774801295,-0.14147424532405156,0.40960023215607794,0.6287731256085686,-0.21917289345249064,-0.14147424532405156,0.07769864812843907,-0.07769864812843907
397,fg3m,2.5,draftkings,0.40960023215607794,0.532258064516129,-0.12265783236005107,0.40960023215607794,0.5795601552393274,-0.16995992308324942,-0.12265783236005107,0.04730209072319835,-0.04730209072319835
397,fg3m,2.5,fliff,0.40960023215607794,0.5420560747663551,-0.13245584261027715,0.40960023215607794,0.588150289017341,-0.17855005686126307,-0.13245584261027715,0.04609421425098592,-0.04609421425098592
420,pts,9.5,bovada,0.5753934758945349,0.5407914020517831,0.034602073842751824,0.5753934758945349,0.5915279878971256,-0.01613451200259064,0.034602073842751824,0.05073658584534246,-0.05073658584534246
420,fg3m,1.5,bovada,0.41131445938062994,0.3359683794466403,0.07534607993398962,0.41131445938062994,0.5834970530451867,-0.1721825936645568,0.07534607993398962,0.2475286735985464,-0.2475286735985464
420,fg3m,1.5,hardrockbet_fl,0.41131445938062994,0.311284046692607,0.10003041268802293,0.41131445938062994,0.5807453416149068,-0.16943088223427683,0.10003041268802293,0.26946129492229975,-0.26946129492229975
666541,fg3m,1.5,hardrockbet_fl,0.553829746903148,0.2866242038216561,0.2672055430814919,0.553829746903148,0.5724082291246471,-0.01857848222149905,0.2672055430814919,0.28578402530299096,-0.28578402530299096
666609,reb,3.5,bovada,0.5015876407347294,0.6514745308310992,-0.1498868900963698,0.5015876407347294,0.5306122448979592,-0.029024604163229828,-0.1498868900963698,-0.12086228593313997,0.12086228593313997
