stat,role_bucket,book,line,player_id,model_logloss,market_logloss,delta_logloss,model_brier,market_brier,delta_brier,model_p_over,market_no_vig_over_prob,actual_outcome,is_push
pts,starter,betmgm,31.5,70,1.5672954687693414,0.7346038942382914,0.83269157453105,0.6263003343684024,0.2707168440310238,0.35558349033737857,0.20860860860860864,0.4796954314720812,33,False
pts,starter,betonlineag,30.5,70,1.4298729041842744,0.6768734284120744,0.7529994757721999,0.5786046406767127,0.24186385107011563,0.33674078960659704,0.23933933933933937,0.5082034454470877,33,False
pts,starter,betrivers,29.5,70,1.2980158526792467,0.6158342005862987,0.682181652092948,0.5284227570914258,0.21142516214541796,0.3169975949460079,0.27307307307307305,0.5401900804186387,33,False
pts,starter,betrivers,30.5,70,1.4298729041842744,0.705037927081467,0.7248349771028074,0.5786046406767127,0.2559450955406894,0.3226595451360233,0.23933933933933937,0.4940898345153664,33,False
pts,starter,betrivers,31.5,70,1.5672954687693414,0.8070517368877579,0.7602437318815836,0.6263003343684024,0.30672594077428206,0.3195743935941203,0.20860860860860864,0.44617156016119747,33,False
pts,starter,bovada,26.5,70,0.9210568264349085,0.3903200524792732,0.5307367739556352,0.3622858995131267,0.10443224635695843,0.25785365315616826,0.39809809809809815,0.6768402154398564,33,False
pts,starter,bovada,27.5,70,1.0402867217152567,0.4469309025004363,0.5933558192148204,0.41815188561935307,0.12989673716676528,0.2882551484525878,0.3533533533533534,0.6395881006864989,33,False
pts,starter,bovada,28.5,70,1.1812108122108398,0.5250462798663205,0.6561645323445193,0.48037803569335097,0.16684938467137078,0.3135286510219802,0.3069069069069069,0.5915279878971256,33,False
pts,starter,bovada,29.5,70,1.2980158526792467,0.5903376866937243,0.7076781659855224,0.5284227570914258,0.19879102600511178,0.32963173108631405,0.27307307307307305,0.554140127388535,33,False
pts,starter,bovada,30.5,70,1.4298729041842744,0.6731064296764991,0.7567664745077752,0.5786046406767127,0.23998098641184085,0.33862365426487184,0.23933933933933937,0.5101214574898786,33,False
pts,starter,bovada,31.5,70,1.5672954687693414,0.7563260821814768,0.8109693865878647,0.6263003343684024,0.2815493544356517,0.34475097993275067,0.20860860860860864,0.4693877551020409,33,False
pts,starter,bovada,32.5,70,1.6912756904095212,0.8560506514967985,0.8352250389127227,0.6653921288656023,0.3308129351958649,0.3345791936697374,0.1842842842842843,0.4248366013071895,33,False
pts,starter,bovada,33.5,70,0.17597537013561904,0.4958491695764334,-0.31987379944081434,0.026037488940391852,0.15283916747108334,-0.1268016785306915,0.1613613613613614,0.39094650205761317,33,False
pts,starter,bovada,34.5,70,0.1486602742208227,0.4375353670664931,-0.28887509284567037,0.01908214520827135,0.12558115007315349,-0.10649900486488213,0.1381381381381382,0.35437430786268,33,False
pts,starter,bovada,35.5,70,0.12331633417379692,0.3746934494414107,-0.25137711526761375,0.013459715972228486,0.09765625,-0.08419653402777151,0.11601601601601602,0.3125,33,False
pts,starter,draftkings,30.5,70,1.4298729041842744,0.6766540016766232,0.7532189025076512,0.5786046406767127,0.24175416763900948,0.3368504730377032,0.23933933933933937,0.5083149711054754,33,False
pts,starter,fanduel,30.5,70,1.4298729041842744,0.7014927328571582,0.7283801713271162,0.5786046406767127,0.2541726798771024,0.3244319607996103,0.23933933933933937,0.4958445875753168,33,False
pts,starter,fanduel,22.5,70,0.5235860386824442,0.18610227963386075,0.3374837590485835,0.16614396177959742,0.028835884656461398,0.13730807712313603,0.5923923923923924,0.830188679245283,33,False
pts,starter,fanduel,23.5,70,0.6162973679429238,0.2217241046599835,0.3945732632829403,0.21165525886246597,0.039546745867768594,0.17210851299469737,0.53993993993994,0.8011363636363636,33,False
pts,starter,fanduel,24.5,70,0.7054345745532972,0.273597332570042,0.4318372419832552,0.2561433906378851,0.057294024445450446,0.19884936619243465,0.49389389389389393,0.7606382978723404,33,False
