role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,1,3.7563977052630926,0.15748427032517257,-4.007622104101896,4.007622104101896,0.02336776652291645
rotation,2,1.4890631972119954,0.023795265928721582,0.6464523452345232,0.6464523452345232,0.2261605010501051
starter,15,2.3447147658620957,0.08576604989455763,-3.1429843877847663,3.5319907170019444,0.09127651405562731
