player_id,player_name,team,game_id,stat,line,exp_mp_contextual,contextual_minutes_delta,contextual_pmf_mean_baseline,contextual_pmf_mean_post,contextual_pmf_mean_shift_ratio,contextual_pmf_applied,contextual_feature_set_id,lineup_confirmed,confirmed_starter,confirmed_bench,contextual_rate_delta_pts,contextual_rate_delta_reb,contextual_rate_delta_ast,contextual_rate_delta_tov,contextual_rate_delta_stl,contextual_rate_delta_blk,contextual_rate_delta_fg3m
161,De'Aaron Fox,SAS,21716134,reb,3.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
261,Luke Kornet,SAS,21716134,reb,2.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
73,Jalen Brunson,NYK,21716134,pts,25.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
202,Josh Hart,NYK,21716134,pts,11.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
1028025261,Stephon Castle,SAS,21716134,reb,4.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
3547246,Devin Vassell,SAS,21716134,pts,12.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
399,Mitchell Robinson,NYK,21716134,reb,5.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
38017649,Julian Champagnie,SAS,21716134,pts,10.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
1057262518,Dylan Harper,SAS,21716134,pts,10.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
666682,Keldon Johnson,SAS,21716134,pts,8.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
61,Mikal Bridges,NYK,21716134,blk,0.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
56677822,Victor Wembanyama,SAS,21716134,pts,26.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
447,Karl-Anthony Towns,NYK,21716134,pts,16.5,14.447018511860716,14.447018511860716,,,1.0,True,phase13s_direct_lineup_injury_pmf_driver_v1,1,0.0,1.0,0.02951691543145693,0.007849348272175524,0.008617200041402252,0.004846740597270802,0.002016106936893959,-0.0005409297842377298,-0.0014385250398460628
