pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
"{""0"": 0.012707624574744843, ""1"": 0.013408044826896136, ""2"": 0.015309185511306781, ""3"": 0.01761056633980388, ""4"": 0.017710626375825492, ""5"": 0.023113868320992593, ""6"": 0.02651590954572743, ""7"": 0.027116269761857107, ""8"": 0.03311987192315388, ""9"": 0.0347208324994997, ""10"": 0.04292575545327196, ""11"": 0.05363217930758454, ""12"": 0.049329597758655176, ""13"": 0.04972983790274164, ""14"": 0.05633380028016809, ""15"": 0.058234940964578735, ""16"": 0.059335601360816476, ""17"": 0.047328397038222926, ""18"": 0.04422653592155293, ""19"": 0.049029417650590344, ""20"": 0.04502701620972583, ""21"": 0.034020412247348406, ""22"": 0.03482089253552131, ""23"": 0.02661596958174904, ""24"": 0.026115669401640982, ""25"": 0.01861116670002001, ""26"": 0.018811286772063236, ""27"": 0.01330798479087452, ""28"": 0.010906543926355813, ""29"": 0.008405043025815488, ""30"": 0.006203722233340003, ""31"": 0.006203722233340003, ""32"": 0.002801681008605163, ""33"": 0.002801681008605163, ""34"": 0.004002401440864518, ""35"": 0.001801080648389033, ""36"": 0.001901140684410646, ""37"": 0.001801080648389033, ""38"": 0.0014008405043025814, ""43"": 0.0016009605763458072, ""80"": 0.0014008405043025814}",Nickeil Alexander-Walker,666400,ATL,NYK,True,21681992,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,15.222734,15,16,0.012707624575,0.987292375425,0.973884330598,0.958575145087,0.940964578747,0.923253952371,0.90014008405,0.873624174505,0.846507904743,0.81338803282,0.77866720032,0.735741444867,0.682109265559,0.632779667801,0.583049829898,0.526716029618,0.468481088653,0.409145487292,0.361817090254,0.317590554333,0.268561136682,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.0702, ""1"": 0.2293, ""2"": 0.2698, ""3"": 0.1992, ""4"": 0.1201, ""5"": 0.051, ""6"": 0.0371, ""15"": 0.0233}",Nickeil Alexander-Walker,666400,ATL,NYK,True,21681992,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,2.674,2,2,0.0702,0.9298,0.7005,0.4307,0.2315,0.1114,0.0604,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.05593356013608164, ""1"": 0.06593956373824293, ""2"": 0.0694416649989994, ""3"": 0.0671402841705023, ""4"": 0.08064838903342005, ""5"": 0.07634580748449069, ""6"": 0.078847308385031, ""7"": 0.06904142485491294, ""8"": 0.06854112467480487, ""9"": 0.05573344006403841, ""10"": 0.05503301981188712, ""11"": 0.041925155093055826, ""12"": 0.041324794876926155, ""13"": 0.037322393436061634, ""14"": 0.025215129077446462, ""15"": 0.02751650990594356, ""16"": 0.019211526916149687, ""17"": 0.013207924754852909, ""18"": 0.01220732439463678, ""19"": 0.009905943566139684, ""20"": 0.006203722233340003, ""21"": 0.006704022413448068, ""22"": 0.003702221332799679, ""23"": 0.004202521512907744, ""24"": 0.0023013808284970978, ""25"": 0.0023013808284970978, ""27"": 0.0013007804682809683, ""37"": 0.0014008405043025814, ""80"": 0.0014008405043025814}",Miles McBride,17896033,NYK,ATL,False,21681992,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,bench,7.569842,7,4,0.055933560136,0.944066439864,0.878126876126,0.808685211127,0.741544926956,0.660896537923,0.584550730438,0.505703422053,0.436661997198,0.368120872524,0.312387432459,0.257354412648,0.215429257555,0.174104462678,0.136782069242,0.111566940164,0.084050430258,0.064838903342,0.051630978587,0.039423654193,0.029517710626,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.21352135213521348, ""1"": 0.3382338233823382, ""2"": 0.2402240224022402, ""3"": 0.12201220122012199, ""4"": 0.0627062706270627, ""15"": 0.0233023302330233}",Miles McBride,17896033,NYK,ATL,False,21681992,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,bench,1.785079,1,1,0.213521352135,0.786478647865,0.448244824482,0.20802080208,0.08600860086,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.023302330233,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,medium,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.010808646917534028, ""1"": 0.010708566853482785, ""2"": 0.008306645316253003, ""3"": 0.011609287429943955, ""4"": 0.011409127301841474, ""5"": 0.012309847878302643, ""6"": 0.01601281024819856, ""7"": 0.016813450760608487, ""8"": 0.023718975180144115, ""9"": 0.024319455564451562, ""10"": 0.02912329863891113, ""11"": 0.02812249799839872, ""12"": 0.027722177742193755, ""13"": 0.04203362690152122, ""14"": 0.045636509207365894, ""15"": 0.050140112089671736, ""16"": 0.044035228182546036, ""17"": 0.04883907125700561, ""18"": 0.048638911128903124, ""19"": 0.051140912730184146, ""20"": 0.058546837469975986, ""21"": 0.05024019215372298, ""22"": 0.04453562850280224, ""23"": 0.039031224979983986, ""24"": 0.037530024019215374, ""25"": 0.032526020816653324, ""26"": 0.03182546036829464, ""27"": 0.02011609287429944, ""28"": 0.018414731785428344, ""29"": 0.020316253002401922, ""30"": 0.014311449159327463, ""31"": 0.014411529223378704, ""32"": 0.011809447558046438, ""33"": 0.007606084867894315, ""34"": 0.008406725380304243, ""35"": 0.005304243394715772, ""36"": 0.005404323458767014, ""37"": 0.004303442754203363, ""38"": 0.0033026421136909527, ""39"": 0.0019015212169735788, ""40"": 0.0017013610888710969, ""41"": 0.001301040832666133, ""42"": 0.001801441152922338, ""44"": 0.001100880704563651, ""57"": 0.001401120896717374, ""80"": 0.001401120896717374}",Jalen Johnson,17896040,ATL,NYK,True,21681992,,pts,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,18.304544,18,20,0.010808646918,0.989191353082,0.978482786229,0.970176140913,0.958566853483,0.947157726181,0.934847878303,0.918835068054,0.902021617294,0.878302642114,0.853983186549,0.82485988791,0.796737389912,0.76901521217,0.726981585268,0.681345076061,0.631204963971,0.587169735789,0.538330664532,0.489691753403,0.438550840673,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.012621456476009216, ""1"": 0.020134228187919465, ""2"": 0.030451768005609538, ""3"": 0.04477611940298507, ""4"": 0.07152158669738556, ""5"": 0.08995291996393871, ""6"": 0.10728238004607835, ""7"": 0.11369327857357509, ""8"": 0.11589702494240209, ""9"": 0.10648101773014125, ""10"": 0.08233997796253631, ""11"": 0.0694180106180507, ""12"": 0.05088650706200541, ""13"": 0.034959431032755686, ""14"": 0.019232695582490234, ""15"": 0.011820094160072124, ""16"": 0.008814985475308025, ""17"": 0.0048081738956225585, ""18"": 0.003806471000701192, ""19"": 0.001101873184413503}",Jalen Johnson,17896040,ATL,NYK,True,21681992,,reb,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,7.687168,8,8,0.012621456476,0.987378543524,0.967244315336,0.93679254733,0.892016427927,0.82049484123,0.730541921266,0.62325954122,0.509566262646,0.393669237704,0.287188219974,0.204848242011,0.135430231393,0.084543724331,0.049584293299,0.030351597716,0.018531503556,0.009716518081,0.004908344185,0.001101873184,0.0,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.04176264396594892, ""1"": 0.05848773159739609, ""2"": 0.0987481221832749, ""3"": 0.12248372558838257, ""4"": 0.15212819228843263, ""5"": 0.14611917876815222, ""6"": 0.12919379068602904, ""7"": 0.09334001001502254, ""8"": 0.06649974962443665, ""9"": 0.044466700050075116, ""10"": 0.02513770655983976, ""11"": 0.011517275913870806, ""12"": 0.004606910365548322, ""13"": 0.002503755633450175, ""14"": 0.001802704056084126, ""15"": 0.001201802704056084}",Jalen Johnson,17896040,ATL,NYK,True,21681992,,ast,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,4.832449,5,4,0.041762643966,0.958237356034,0.899749624437,0.801001502253,0.678517776665,0.526389584377,0.380270405608,0.251076614922,0.157736604907,0.091236855283,0.046770155233,0.021632448673,0.010115172759,0.005508262394,0.00300450676,0.001201802704,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.2719, ""1"": 0.3417, ""2"": 0.2165, ""3"": 0.0958, ""4"": 0.0508, ""15"": 0.0233}",Jalen Johnson,17896040,ATL,NYK,True,21681992,,fg3m,,,,,,predict.py:pmf_cal,phase8_role_aware_pmf_cal_v2,starter,1.6148,1,1,0.2719,0.7281,0.3864,0.1699,0.0741,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.28642864286428643, ""1"": 0.43584358435843584, ""2"": 0.1552155215521552, ""3"": 0.060106010601060106, ""4"": 0.0084008400840084, ""5"": 0.010001000100010001, ""6"": 0.007500750075007501, ""7"": 0.007700770077007701, ""8"": 0.010301030103010301, ""9"": 0.0089008900890089, ""10"": 0.0096009600960096}",Jalen Johnson,17896040,ATL,NYK,True,21681992,,stl,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,1.367637,1,1,0.286428642864,0.713571357136,0.277727772777,0.122512251225,0.062406240624,0.05400540054,0.04400440044,0.036503650365,0.028802880288,0.018501850185,0.009600960096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.7107289271072893, ""1"": 0.20727927207279273, ""2"": 0.05529447055294471, ""3"": 0.0037996200379962005, ""4"": 0.0032996700329967, ""5"": 0.0030996900309969004, ""6"": 0.0029997000299970002, ""7"": 0.0026997300269973002, ""8"": 0.0037996200379962005, ""9"": 0.0033996600339966003, ""10"": 0.0035996400359964}",Jalen Johnson,17896040,ATL,NYK,True,21681992,,blk,,,,,,predict.py:raw,phase8_role_aware_pmf_cal_v2,starter,0.491851,0,0,0.710728927107,0.289271072893,0.08199180082,0.026697330267,0.022897710229,0.019598040196,0.016498350165,0.013498650135,0.010798920108,0.00699930007,0.003599640036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-04-30T23:34:43Z,6aea017#phase10c,e3686ada-ab5b-48e4-b18f-fb3ae10e7bac,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
