player_id,player_name,team_abbr,team_id,opponent,is_home,game_id,game,game_start_et,stat,role_bucket,role_source,mp_bucket,usage_bucket,minutes_mean,minutes_q50,p_inactive_used,support_min,support_max,line,market_fair_over_prob,market_source,market_offered_side,market_offered_odds,pmf_source,pmf_active
70,Jaylen Brown,BOS,2,PHI,True,21682743,Philadelphia 76ers @ Boston Celtics,,pts,starter,derived_from_projected_minutes,3,0,,24.0,,0,,25.5,0.4988,betmgm,UNDER,-106,predict.py:pmf_cal,"{""0"": 0.007207207207207208, ""1"": 0.006306306306306307, ""2"": 0.007607607607607608, ""3"": 0.005605605605605606, ""4"": 0.006506506506506507, ""5"": 0.007007007007007008, ""6"": 0.00830830830830831, ""7"": 0.007307307307307308, ""8"": 0.007207207207207208, ""9"": 0.00950950950950951, ""10"": 0.00860860860860861, ""11"": 0.014014014014014016, ""12"": 0.014714714714714716, ""13"": 0.011311311311311311, ""14"": 0.015415415415415417, ""15"": 0.019319319319319322, ""16"": 0.022622622622622622, ""17"": 0.021621621621621626, ""18"": 0.04014014014014014, ""19"": 0.03283283283283284, ""20"": 0.042242242242242246, ""21"": 0.044044044044044044, ""22"": 0.04814814814814815, ""23"": 0.05245245245245246, ""24"": 0.04604604604604605, ""25"": 0.044044044044044044, ""26"": 0.051751751751751764, ""27"": 0.04474474474474475, ""28"": 0.04644644644644645, ""29"": 0.033833833833833836, ""30"": 0.033733733733733735, ""31"": 0.030730730730730734, ""32"": 0.024324324324324326, ""33"": 0.022922922922922927, ""34"": 0.023223223223223226, ""35"": 0.022122122122122126, ""36"": 0.022622622622622622, ""37"": 0.014014014014014016, ""38"": 0.014114114114114116, ""39"": 0.01011011011011011, ""40"": 0.010310310310310312, ""41"": 0.006206206206206206, ""42"": 0.005405405405405407, ""43"": 0.005005005005005006, ""44"": 0.005005005005005006, ""45"": 0.0045045045045045045, ""46"": 0.0030030030030030034, ""47"": 0.004404404404404406, ""48"": 0.002802802802802803, ""49"": 0.001901901901901902, ""50"": 0.0014014014014014015, ""51"": 0.0013013013013013013, ""55"": 0.0011011011011011014, ""65"": 0.0014014014014014015, ""80"": 0.0014014014014014015}"
70,Jaylen Brown,BOS,2,PHI,True,21682743,Philadelphia 76ers @ Boston Celtics,,reb,starter,derived_from_projected_minutes,3,0,,7.0,,0,,5.5,0.5587,betmgm,OVER,-140,predict.py:pmf_cal,"{""0"": 0.017134268537074147, ""1"": 0.027855711422845684, ""2"": 0.04589178356713426, ""3"": 0.0663326653306613, ""4"": 0.08456913827655309, ""5"": 0.10931863727454907, ""6"": 0.12675350701402802, ""7"": 0.12194388777555108, ""8"": 0.09879759519038073, ""9"": 0.0915831663326653, ""10"": 0.06953907815631262, ""11"": 0.0503006012024048, ""12"": 0.03236472945891783, ""13"": 0.022645290581162318, ""14"": 0.0157314629258517, ""15"": 0.00911823647294589, ""16"": 0.005611222444889779, ""17"": 0.0028056112224448893, ""18"": 0.001703406813627254}"
70,Jaylen Brown,BOS,2,PHI,True,21682743,Philadelphia 76ers @ Boston Celtics,,fg3m,starter,derived_from_projected_minutes,3,0,,2.0,,0,,1.5,0.5598,draftkings,OVER,-137,predict.py:pmf_cal,"{""0"": 0.10381038103810382, ""1"": 0.26372637263726373, ""2"": 0.2613261326132613, ""3"": 0.18101810181018102, ""4"": 0.0965096509650965, ""5"": 0.038303830383038306, ""6"": 0.032003200320032, ""15"": 0.0233023302330233}"
172,Paul George,PHI,23,BOS,False,21682743,Philadelphia 76ers @ Boston Celtics,,pts,starter,derived_from_projected_minutes,3,0,,15.0,,0,,15.5,0.5024,betway,UNDER,-103,predict.py:pmf_cal,"{""0"": 0.01530612244897959, ""1"": 0.0157062825130052, ""2"": 0.013705482192877151, ""3"": 0.017907162865146056, ""4"": 0.01800720288115246, ""5"": 0.024509803921568627, ""6"": 0.02971188475390156, ""7"": 0.030312124849939975, ""8"": 0.03471388555422169, ""9"": 0.04011604641856742, ""10"": 0.04581832733093237, ""11"": 0.04741896758703481, ""12"": 0.0507202881152461, ""13"": 0.04661864745898359, ""14"": 0.04971988795518207, ""15"": 0.0588235294117647, ""16"": 0.05552220888355342, ""17"": 0.04461784713885554, ""18"": 0.049319727891156455, ""19"": 0.043917567026810725, ""20"": 0.03791516606642657, ""21"": 0.03601440576230492, ""22"": 0.03481392557022809, ""23"": 0.026210484193677473, ""24"": 0.03021208483393357, ""25"": 0.018907563025210083, ""26"": 0.017807122849139656, ""27"": 0.013705482192877151, ""28"": 0.01290516206482593, ""29"": 0.008803521408563426, ""30"": 0.005502200880352141, ""31"": 0.005002000800320128, ""32"": 0.004401760704281713, ""33"": 0.0036014405762304917, ""34"": 0.0024009603841536613, ""35"": 0.0026010404161664665, ""36"": 0.0024009603841536613, ""37"": 0.0015006002400960385, ""46"": 0.0014005602240896359, ""80"": 0.0014005602240896359}"
172,Paul George,PHI,23,BOS,False,21682743,Philadelphia 76ers @ Boston Celtics,,reb,starter,derived_from_projected_minutes,3,0,,5.0,,0,,5.5,0.4417,betparx,UNDER,-135,predict.py:pmf_cal,"{""0"": 0.03684790227295484, ""1"": 0.06408330830079102, ""2"": 0.10834084309602483, ""3"": 0.13227195353960147, ""4"": 0.1526985080604786, ""5"": 0.1600080104135376, ""6"": 0.10874136377290478, ""7"": 0.09752678482026635, ""8"": 0.05757484730149194, ""9"": 0.03604686091919495, ""10"": 0.021027335536197057, ""11"": 0.013417442675478121, ""12"": 0.006908981676179033, ""13"": 0.0029037749073795934, ""14"": 0.0016020827075197757}"
172,Paul George,PHI,23,BOS,False,21682743,Philadelphia 76ers @ Boston Celtics,,fg3m,starter,derived_from_projected_minutes,3,0,,2.0,,0,,2.5,0.4878,betrivers,UNDER,-105,predict.py:pmf_cal,"{""0"": 0.0858085808580858, ""1"": 0.24802480248024802, ""2"": 0.2638263826382638, ""3"": 0.19171917191719173, ""4"": 0.10871087108710871, ""5"": 0.0443044304430443, ""6"": 0.0343034303430343, ""15"": 0.0233023302330233}"
172,Paul George,PHI,23,BOS,False,21682743,Philadelphia 76ers @ Boston Celtics,,stl,starter,derived_from_projected_minutes,3,0,,1.0,,0,,1.5,0.4277,betparx,UNDER,-142,predict.py:raw,"{""0"": 0.3897, ""1"": 0.3588, ""2"": 0.1808, ""3"": 0.0185, ""4"": 0.0078, ""5"": 0.0079, ""6"": 0.0063, ""7"": 0.0063, ""8"": 0.0087, ""9"": 0.0073, ""10"": 0.0079}"
460,Nikola Vucevic,BOS,2,PHI,True,21682743,Philadelphia 76ers @ Boston Celtics,,reb,bench,derived_from_projected_minutes,1,0,,5.0,,0,,4.5,0.4822,betway,OVER,105,predict.py:pmf_cal,"{""0"": 0.03109639883639282, ""1"": 0.05065703681412379, ""2"": 0.08586618517403953, ""3"": 0.1140535660547698, ""4"": 0.12318186377771093, ""5"": 0.11565854147858362, ""6"": 0.12960176547296623, ""7"": 0.08907613602166718, ""8"": 0.08626742902999299, ""9"": 0.059083157789146364, ""10"": 0.042632159695054676, ""11"": 0.028187380880730268, ""12"": 0.015247266526231318, ""13"": 0.013241047246464039, ""14"": 0.008325810011034208, ""15"": 0.003410572775604374, ""16"": 0.003410572775604374, ""19"": 0.0010031096398836394}"
460,Nikola Vucevic,BOS,2,PHI,True,21682743,Philadelphia 76ers @ Boston Celtics,,fg3m,bench,derived_from_projected_minutes,1,0,,1.0,,0,,0.5,0.5434,draftkings,OVER,-124,predict.py:pmf_cal,"{""0"": 0.18538146185381463, ""1"": 0.3197680231976802, ""2"": 0.23887611238876114, ""3"": 0.13938606139386062, ""4"": 0.05579442055794421, ""5"": 0.0374962503749625, ""15"": 0.023297670232976703}"
460,Nikola Vucevic,BOS,2,PHI,True,21682743,Philadelphia 76ers @ Boston Celtics,,stl,bench,derived_from_projected_minutes,1,0,,0.0,,0,,0.5,0.3182,betway,UNDER,-250,predict.py:raw,"{""0"": 0.762, ""1"": 0.1844, ""2"": 0.0319, ""3"": 0.0031, ""4"": 0.0027, ""5"": 0.0026, ""6"": 0.0023, ""7"": 0.0023, ""8"": 0.0032, ""9"": 0.0026, ""10"": 0.0029}"
