role_bucket,n,nll_mean,rps_mean,mean_error,abs_mean_error,outcome_prob_assigned_mean
bench,6,1.7982054973200527,0.04643757131587758,1.0577937776271324,1.6759889304757507,0.1929731951852763
rotation,14,2.768213960024188,0.11426137602687177,-2.0484447901515472,3.1040411012029243,0.09232427600925731
starter,28,2.2327273938051677,0.06988505626065819,-0.0063310210093070795,2.609867379788859,0.10807492066590156
