player_id,player_name,team,opponent,game_id,is_home,stat,line,market_line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_mean,p_over,edge,role_bucket,injury_freshness_status,lineup_freshness_status,market_coverage_status
9,Jarrett Allen,CLE,DET,21709241,False,pts,,,,,,,12.987926810282104,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,reb,,,,,,,7.980377263938821,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,ast,,,,,,,1.1599600540692727,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,fg3m,,,,,,,1.3423938960419637,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,tov,,,,,,,1.211233071088191,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,stl,,,,,,,0.8285903345315307,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,blk,,,,,,,1.7642318329140727,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,stocks,,,,,,,2.592822167445603,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,pa,,,,,,,14.147886864351376,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,pr,,,,,,,20.968304074220914,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,ra,,,,,,,9.140337318008095,,,core,fallback_used,projected,full
9,Jarrett Allen,CLE,DET,21709241,False,pra,,,,,,,22.1282641282902,,,core,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,pts,,,,,,,22.124199549383988,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,reb,,,,,,,5.158861184376447,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,ast,,,,,,,5.477766710896643,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,fg3m,,,,,,,1.8118148130412892,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,tov,,,,,,,3.498360115416435,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,stl,,,,,,,0.9241195431677308,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,blk,,,,,,,0.6670276355815948,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,stocks,,,,,,,1.591147178749326,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,pa,,,,,,,27.601966260280626,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,pr,,,,,,,27.283060733760436,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,ra,,,,,,,10.636627895273092,,,starter,fallback_used,projected,full
192,James Harden,CLE,DET,21709241,False,pra,,,,,,,32.76082744465707,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,pts,,,,,,,16.596651562970823,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,reb,,,,,,,5.64530863153086,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,ast,,,,,,,2.0077008173011652,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,fg3m,,,,,,,1.9961237123552502,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,tov,,,,,,,1.3532377433882685,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,stl,,,,,,,0.975228530165241,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,blk,,,,,,,1.1776552545598002,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,stocks,,,,,,,2.152883784725042,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,pa,,,,,,,18.604352380271983,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,pr,,,,,,,22.241960194501683,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,ra,,,,,,,7.653009448832026,,,starter,fallback_used,projected,full
200,Tobias Harris,DET,CLE,21709241,True,pra,,,,,,,24.249661011802857,,,starter,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,pts,,,,,,,9.99530472341248,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,reb,,,,,,,3.4372998350071975,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,ast,,,,,,,1.8814686531018552,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,fg3m,,,,,,,0.48370993042645016,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,tov,,,,,,,0.956154199737502,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,stl,,,,,,,1.2058449046311666,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,blk,,,,,,,0.6287027273030386,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,stocks,,,,,,,1.8345476319342056,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,pa,,,,,,,11.876773376514334,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,pr,,,,,,,13.432604558419678,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,ra,,,,,,,5.318768488109052,,,rotation,fallback_used,projected,full
277,Caris LeVert,DET,CLE,21709241,True,pra,,,,,,,15.314073211521523,,,rotation,fallback_used,projected,full
322,Donovan Mitchell,CLE,DET,21709241,False,pts,,,,,,,24.88062550031927,,,starter,fallback_used,projected,full
322,Donovan Mitchell,CLE,DET,21709241,False,reb,,,,,,,4.757520282105921,,,starter,fallback_used,projected,full
