pmf_json,player_name,player_id,team,opponent,is_home,game_id,game_start_time,stat,line,book,market_over_odds,market_under_odds,market_no_vig_over_prob,pmf_source,calibration_source,role_bucket,role_source,minutes_mean,minutes_q50,p_inactive_used,cal_source,mean,median,mode,p0,p_ge_1,p_ge_2,p_ge_3,p_ge_4,p_ge_5,p_ge_6,p_ge_7,p_ge_8,p_ge_9,p_ge_10,p_ge_11,p_ge_12,p_ge_13,p_ge_14,p_ge_15,p_ge_16,p_ge_17,p_ge_18,p_ge_19,p_ge_20,model_p_over,fair_over_odds_american,fair_under_odds_american,edge,snapshot_type,snapshot_time_utc,model_version,pipeline_run_id,pmf_valid,pmf_sum_error,calibration_confidence,market_coverage_status,tov_status,injury_freshness_status,lineup_freshness_status,role_freshness_status
"{""0"": 0.020540523508173956, ""1"": 0.019128548101054632, ""2"": 0.024951556967219436, ""3"": 0.03572240630606558, ""4"": 0.04087244038003608, ""5"": 0.04621695594136907, ""6"": 0.05320883756714894, ""7"": 0.0552663530459021, ""8"": 0.0629089011349675, ""9"": 0.06694958929013682, ""10"": 0.07079718358986957, ""11"": 0.06274209581217788, ""12"": 0.06671858864816484, ""13"": 0.05657869062767724, ""14"": 0.04794205193066337, ""15"": 0.05009794251743547, ""16"": 0.04175531474632788, ""17"": 0.03296940412248379, ""18"": 0.031581334032515285, ""19"": 0.023965681499169753, ""20"": 0.022040397649844792, ""21"": 0.01483947077209771, ""22"": 0.011669441681353917, ""23"": 0.01009076175864845, ""24"": 0.007227759635207246, ""25"": 0.006067039469720912, ""26"": 0.0050859931900667735, ""27"": 0.002697091811068577, ""28"": 0.0028032479349680978, ""29"": 0.0018610637762255017, ""30"": 0.0011004804880488752, ""31"": 0.0006739713986146907, ""32"": 0.0009303082483448679, ""33"": 0.0004204922570117671, ""34"": 0.0003358087880890712, ""35"": 0.0003509431201281443, ""36"": 0.0001785396228888209, ""37"": 0.00010254447209925495, ""38"": 8.928883276055359e-05, ""39"": 0.0001323687635359028, ""40"": 0.00013482356275964922, ""41"": 0.00010150519918290778, ""42"": 0.00015225779877431917}",Jarrett Allen,9,CLE,DET,True,21709227,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,role_aware_pmf_cal_v1,11.051918,11,10,0.020540523508,0.979459476492,0.960330928391,0.935379371424,0.899656965117,0.858784524737,0.812567568796,0.759358731229,0.704092378183,0.641183477048,0.574233887758,0.503436704168,0.440694608356,0.373976019708,0.31739732908,0.269455277149,0.219357334632,0.177602019886,0.144632615763,0.113051281731,0.089085600231,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.021077154038443274, ""1"": 0.03085280380699735, ""2"": 0.05108165057183635, ""3"": 0.0744888561195979, ""4"": 0.09463630143832455, ""5"": 0.11639800126784064, ""6"": 0.12536500256353167, ""7"": 0.11690774762559922, ""8"": 0.09349833218201259, ""9"": 0.07660247204636851, ""10"": 0.06100481870784916, ""11"": 0.04406959431839742, ""12"": 0.03199662010718621, ""13"": 0.020582969238423118, ""14"": 0.014488325766701532, ""15"": 0.009692379004974645, ""16"": 0.006506690074693278, ""17"": 0.0043055429321717156, ""18"": 0.002394021646532707, ""19"": 0.0017884114072613747, ""20"": 0.0009799102194652555, ""21"": 0.0005099304879733888, ""22"": 0.00024255239345519978, ""23"": 0.00017021966928999684, ""24"": 0.00014903954209762418, ""25"": 8.426112919017001e-05, ""26"": 5.266320574385625e-05, ""27"": 2.1065282297542502e-05, ""28"": 2.106528229753973e-05, ""29"": 1.0532641148769623e-05, ""30"": 2.106528229754011e-05}",Jarrett Allen,9,CLE,DET,True,21709227,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,role_aware_pmf_cal_v1,6.722625,6,6,0.021077154038,0.978922845962,0.948070042155,0.896988391583,0.822499535463,0.727863234025,0.611465232757,0.486100230193,0.369192482568,0.275694150386,0.199091678339,0.138086859632,0.094017265313,0.062020645206,0.041437675968,0.026949350201,0.017256971196,0.010750281121,0.006444738189,0.004050716543,0.002262305135,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.3773382703958088, ""1"": 0.27132212629639396, ""2"": 0.18368408324751023, ""3"": 0.0931145113039824, ""4"": 0.043820696634819065, ""5"": 0.017897299409642783, ""6"": 0.006893418367700506, ""7"": 0.003248309658182102, ""8"": 0.00170759426046266, ""9"": 0.0005830511662975906, ""10"": 0.00023227199195670028, ""11"": 8.446254252970292e-05, ""12"": 4.2231271264860586e-05, ""13"": 1.05578178162098e-05, ""14"": 1.0557817816205887e-05, ""15"": 1.0557817816209693e-05}",Jarrett Allen,9,CLE,DET,True,21709227,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,role_aware_pmf_cal_v1,1.270012,1,0,0.377338270396,0.622661729604,0.351339603308,0.16765552006,0.074541008756,0.030720312121,0.012823012712,0.005929594344,0.002681284686,0.000973690425,0.000390639259,0.000158367267,7.3904725e-05,3.1673453e-05,2.1115636e-05,1.0557818e-05,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 1.0}",Jarrett Allen,9,CLE,DET,True,21709227,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,role_aware_pmf_cal_v1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.3116389894006184, ""1"": 0.2774277287623836, ""2"": 0.21348949194990052, ""3"": 0.11421903451641385, ""4"": 0.05225550868608156, ""5"": 0.018670606199808062, ""6"": 0.007710328740831897, ""7"": 0.002653643518158714, ""8"": 0.001082687177628611, ""9"": 0.0005188929147545023, ""10"": 0.00016133351859534779, ""11"": 9.829111146453245e-05, ""12"": 7.34635033606158e-05}",Jarrett Allen,9,CLE,DET,True,21709227,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,26.922796,27.481426,0.0,role_aware_pmf_cal_v1,1.431184,1,0,0.311638989401,0.688361010599,0.410933281837,0.197443789887,0.083224755371,0.030969246685,0.012298640485,0.004588311744,0.001934668226,0.000851981048,0.000333088133,0.000171754615,7.3463503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.023517698495773995, ""1"": 0.024713455311108346, ""2"": 0.031066499985972894, ""3"": 0.04326635456635744, ""4"": 0.044359875688839694, ""5"": 0.05231031733928276, ""6"": 0.0539144905248941, ""7"": 0.06211041330086303, ""8"": 0.06665580801727938, ""9"": 0.06822257295595004, ""10"": 0.06609139892373761, ""11"": 0.05915683536291712, ""12"": 0.06047427105888938, ""13"": 0.050530401453099734, ""14"": 0.04722038344252716, ""15"": 0.04283079210207523, ""16"": 0.03834524273976819, ""17"": 0.03293579421788536, ""18"": 0.028701885122137474, ""19"": 0.02216054110839201, ""20"": 0.020384822964759183, ""21"": 0.013948538064773369, ""22"": 0.010267544364657747, ""23"": 0.009664131773795123, ""24"": 0.006814998246004751, ""25"": 0.0061874846821960445, ""26"": 0.004334629660527556, ""27"": 0.002983859419711687, ""28"": 0.002184160631933248, ""29"": 0.0010328942101384601, ""30"": 0.0010162057817960923, ""31"": 0.0006464470229923023, ""32"": 0.000337026415329845, ""33"": 0.00031160632485233007, ""34"": 0.00032868745075218344, ""35"": 0.0002737695345258677, ""36"": 8.554200063425952e-05, ""37"": 0.00014940767945577715, ""38"": 0.00025993870463645994, ""39"": 0.00010163667438841469, ""40"": 5.08183371942008e-05, ""45"": 5.08183371941895e-05}",Deandre Ayton,22,LAL,OKC,True,21708303,,pts,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,role_aware_pmf_cal_v1,10.540554,10,9,0.023517698496,0.976482301504,0.951768846193,0.920702346207,0.877435991641,0.833076115952,0.780765798613,0.726851308088,0.664740894787,0.59808508677,0.529862513814,0.46377111489,0.404614279527,0.344140008468,0.293609607015,0.246389223573,0.20355843147,0.165213188731,0.132277394513,0.103575509391,0.081414968282,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.022273097636179382, ""1"": 0.032977313546275984, ""2"": 0.05629188707295221, ""3"": 0.07371929639955553, ""4"": 0.0976837468404689, ""5"": 0.1198375102166316, ""6"": 0.11535846240348557, ""7"": 0.11716176207815271, ""8"": 0.09278275214363703, ""9"": 0.07880002055353605, ""10"": 0.05933898456288891, ""11"": 0.04282085556053967, ""12"": 0.03139588631658177, ""13"": 0.019265283862829746, ""14"": 0.014063500257863182, ""15"": 0.009206346398952887, ""16"": 0.006632823572940352, ""17"": 0.004322770040883331, ""18"": 0.0023801318210024494, ""19"": 0.001505822731422401, ""20"": 0.0010397579418488497, ""21"": 0.0004733474816184356, ""22"": 0.00022113023295262796, ""23"": 0.00013058663004669792, ""24"": 0.00010703999173795595, ""25"": 0.00010494185250783468, ""26"": 7.34592967555033e-05, ""27"": 1.0494185250780122e-05, ""28"": 1.0494185250779878e-05, ""30"": 1.0494185250780409e-05}",Deandre Ayton,22,LAL,OKC,True,21708303,,reb,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,role_aware_pmf_cal_v1,6.644653,6,5,0.022273097636,0.977726902364,0.944749588818,0.888457701745,0.814738405345,0.717054658505,0.597217148288,0.481858685884,0.364696923806,0.271914171663,0.193114151109,0.133775166546,0.090954310986,0.059558424669,0.040293140806,0.026229640548,0.017023294149,0.010390470577,0.006067700536,0.003687568715,0.002181745983,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.5031063273414075, ""1"": 0.23635777689495238, ""2"": 0.13827697417926268, ""3"": 0.06685833433677248, ""4"": 0.031288589738044305, ""5"": 0.013378448437107485, ""6"": 0.005699510439887743, ""7"": 0.0032728145017852386, ""8"": 0.000989774763274811, ""9"": 0.0003855015900203171, ""10"": 0.00020369466033939255, ""11"": 7.50454011777063e-05, ""12"": 5.3603857984036216e-05, ""13"": 3.2162314790412786e-05, ""14"": 1.0720771596811342e-05, ""16"": 1.0720771596807315e-05}",Deandre Ayton,22,LAL,OKC,True,21708303,,ast,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,role_aware_pmf_cal_v1,0.978273,0,0,0.503106327341,0.496893672659,0.260535895764,0.122258921584,0.055400587248,0.02411199751,0.010733549072,0.005034038633,0.001761224131,0.000771449368,0.000385947777,0.000182253117,0.000107207716,5.3603858e-05,2.1441543e-05,1.0720772e-05,1.0720772e-05,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 1.0}",Deandre Ayton,22,LAL,OKC,True,21708303,,fg3m,,,,,,stat_grid:fg3m_hurdle_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,role_aware_pmf_cal_v1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
"{""0"": 0.33301961569968364, ""1"": 0.27324352679588554, ""2"": 0.20334531138336348, ""3"": 0.10712894510501192, ""4"": 0.05086919895163147, ""5"": 0.01868524880457313, ""6"": 0.008051533180001232, ""7"": 0.003334820359562638, ""8"": 0.0013741989390652313, ""9"": 0.0004944954189741005, ""10"": 0.00027333161649203036, ""11"": 0.00011815143378244494, ""12"": 6.162231197310696e-05}",Deandre Ayton,22,LAL,OKC,True,21708303,,tov,,,,,,stat_grid:pmf_sim_v1+role_aware_pmf_cal_v1:core,phase8_role_aware_pmf_cal_v1+monotone_inactive_global_v1,core,derived_from_projected_minutes,27.351806,27.900162,0.0,role_aware_pmf_cal_v1,1.390093,1,0,0.3330196157,0.6669803843,0.393736857504,0.190391546121,0.083262601016,0.032393402064,0.01370815326,0.00565662008,0.00232179972,0.000947600781,0.000453105362,0.000179773746,6.1622312e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,pre_close,2026-05-09T19:20:04Z,1d881b9f#phase10c,afaea235-8542-43b2-b831-148238b779c7,ok,0.0,high,full,current_phase8,fresh,projected,derived_from_projected_minutes
