PLAYER_ID,PLAYER_NAME,GAME_DATE,HOME_GAME,REST_DAYS,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,OPP_DEF_RATING,OPP_OFF_RATING,OPP_PACE,USAGE_RATE,GAMES_LAST_7,PTS_L3,PTS_L5,PTS_L7,PTS_L10,REB_L3,REB_L5,REB_L7,REB_L10,AST_L3,AST_L5,AST_L7,AST_L10,MIN_L3,MIN_L5,MIN_L7,MIN_L10,FG_PCT_L3,FG_PCT_L5,FG_PCT_L7,FG_PCT_L10,FG3_PCT_L3,FG3_PCT_L5,FG3_PCT_L7,FG3_PCT_L10,FT_PCT_L3,FT_PCT_L5,FT_PCT_L7,FT_PCT_L10
1031,Bam Adebayo,2023-10-27,0,1,33.5,11.1,14.0,1.8,1.9,0.7,2.9,0.508,0.389,0.711,111.8,108.3,100.3,18.8,1,11.8,11.8,11.8,11.8,11.5,11.5,11.5,11.5,1.9,1.9,1.9,1.9,30.2,30.2,30.2,30.2,0.5335000000000001,0.5335000000000001,0.5335000000000001,0.5335000000000001,0.3705,0.3705,0.3705,0.3705,0.753,0.753,0.753,0.753
1011,Paul George,2023-11-08,1,4,29.8,15.2,11.9,1.2,1.1,1.4,2.9,0.436,0.278,0.81,113.1,112.1,102.3,19.8,4,19.0,22.259999999999998,22.666666666666668,22.666666666666668,7.433333333333334,8.900000000000002,8.966666666666667,8.966666666666667,4.266666666666667,4.4799999999999995,4.7,4.7,31.46666666666667,32.82,32.6,32.6,0.4286666666666667,0.43899999999999995,0.43649999999999994,0.43649999999999994,0.3046666666666667,0.34740000000000004,0.351,0.351,0.8073333333333333,0.8148,0.8075000000000001,0.8075000000000001
1010,Jimmy Butler,2024-02-03,0,2,37.4,25.8,6.0,8.3,1.3,0.5,2.4,0.476,0.323,0.77,116.0,108.6,101.1,23.1,3,24.833333333333332,24.779999999999998,22.800000000000004,23.02,6.3,7.0,6.185714285714285,5.2700000000000005,6.966666666666666,4.54,4.271428571428571,4.01,34.300000000000004,33.459999999999994,33.65714285714286,33.72,0.484,0.4673999999999999,0.4588571428571428,0.4614,0.3873333333333333,0.356,0.3534285714285715,0.3456,0.7839999999999999,0.7944,0.8085714285714286,0.8137000000000001
1026,Myles Turner,2023-12-23,0,1,30.8,16.1,12.2,3.0,1.2,0.4,2.9,0.572,0.261,0.779,110.3,113.0,100.7,15.9,3,12.766666666666666,11.98,12.9,12.87,8.799999999999999,8.559999999999999,9.542857142857143,9.629999999999999,2.566666666666667,2.2399999999999998,2.2142857142857144,2.12,25.633333333333326,25.02,27.25714285714286,28.0,0.5156666666666666,0.5504,0.5567142857142857,0.5408000000000001,0.2893333333333334,0.26280000000000003,0.2611428571428572,0.2632,0.7206666666666667,0.7192000000000001,0.6877142857142857,0.6919000000000001
1023,Tyrese Haliburton,2023-12-14,0,1,31.3,15.1,4.1,7.7,1.1,0.9,3.0,0.406,0.451,0.602,110.3,114.5,98.5,16.6,3,15.1,16.7,17.2,15.37,3.8333333333333335,3.6399999999999997,3.457142857142857,3.1700000000000004,7.766666666666667,6.959999999999999,6.257142857142857,6.88,29.733333333333334,29.02,27.87142857142857,27.72,0.41700000000000004,0.441,0.4467142857142857,0.42780000000000007,0.389,0.359,0.3717142857142857,0.376,0.6926666666666667,0.7376,0.7350000000000001,0.7346
1029,Robert Williams,2023-11-17,1,1,23.8,13.2,9.5,0.2,1.9,1.0,3.7,0.623,0.272,0.806,110.3,109.6,99.4,19.1,2,13.466666666666667,13.9,13.185714285714285,13.766666666666667,7.433333333333334,8.260000000000002,7.842857142857143,8.344444444444443,0.6333333333333334,1.2,1.0857142857142856,1.4333333333333331,24.26666666666667,25.860000000000003,25.285714285714285,26.333333333333332,0.5543333333333333,0.5264000000000001,0.5088571428571429,0.5274444444444444,0.321,0.2832,0.2591428571428572,0.261,0.8190000000000001,0.7632000000000001,0.7367142857142858,0.744
1004,Joel Embiid,2024-02-15,1,1,37.6,32.1,7.3,8.6,0.7,0.9,2.8,0.461,0.31,0.826,108.3,117.9,97.2,24.2,3,29.066666666666663,26.72,28.042857142857144,29.479999999999997,7.233333333333332,7.68,6.742857142857143,6.81,6.166666666666667,6.359999999999999,7.285714285714286,7.290000000000001,34.9,34.72,34.714285714285715,35.4,0.4553333333333333,0.465,0.4694285714285714,0.4640000000000001,0.3486666666666667,0.3456,0.33799999999999997,0.33609999999999995,0.8249999999999998,0.8131999999999999,0.7992857142857143,0.7953
1031,Bam Adebayo,2023-12-23,0,4,28.9,14.6,11.6,2.8,0.1,0.3,1.8,0.471,0.246,0.82,112.2,116.3,97.5,15.5,4,11.766666666666666,11.540000000000001,12.085714285714285,12.69,9.433333333333334,9.22,9.271428571428572,9.510000000000002,1.8999999999999992,2.02,1.9714285714285713,2.19,24.733333333333334,24.52,25.900000000000002,26.669999999999998,0.511,0.5134,0.5035714285714286,0.5048,0.3133333333333333,0.3024,0.29542857142857143,0.29510000000000003,0.7346666666666666,0.7285999999999999,0.6948571428571428,0.7121999999999999
1005,Nikola Jokic,2024-02-09,1,1,37.8,16.8,10.1,5.0,1.0,0.4,4.1,0.481,0.407,0.924,109.6,113.5,97.5,23.3,3,19.46666666666667,21.42,23.814285714285713,24.869999999999997,6.100000000000001,6.459999999999999,6.8999999999999995,7.75,7.033333333333334,7.580000000000001,6.799999999999999,7.529999999999999,35.06666666666667,33.940000000000005,35.142857142857146,35.21,0.4749999999999999,0.4852,0.492,0.4957,0.373,0.39359999999999995,0.37842857142857145,0.37720000000000004,0.8796666666666667,0.8188000000000001,0.8007142857142858,0.7975
1024,Clint Capela,2024-01-01,1,4,24.2,5.2,3.4,3.0,0.0,0.9,1.0,0.469,0.335,0.736,116.6,112.6,102.0,16.2,3,10.666666666666666,9.78,10.085714285714287,11.27,5.7,6.4799999999999995,7.028571428571429,7.239999999999999,2.0,1.7600000000000002,2.0285714285714285,2.1900000000000004,27.566666666666663,26.04,25.585714285714285,26.23,0.49766666666666665,0.4822,0.5098571428571429,0.5137,0.3076666666666667,0.3096,0.32771428571428574,0.30979999999999996,0.8266666666666667,0.7918000000000001,0.7387142857142858,0.7091999999999999
1037,Player 1037,2024-01-31,1,2,24.8,19.8,4.4,0.4,1.6,0.7,1.5,0.532,0.357,0.557,108.1,108.4,101.1,20.9,4,17.033333333333335,16.759999999999998,15.657142857142858,14.969999999999999,7.066666666666667,7.0200000000000005,7.1571428571428575,8.63,1.8,1.8399999999999999,2.0,1.97,26.46666666666667,26.580000000000002,25.52857142857143,25.860000000000003,0.5376666666666668,0.548,0.5361428571428571,0.528,0.35733333333333334,0.35960000000000003,0.31428571428571433,0.3035,0.6056666666666667,0.6696,0.6900000000000001,0.6752
1005,Nikola Jokic,2023-12-29,0,1,35.2,20.4,6.0,4.3,2.0,0.6,3.6,0.51,0.498,0.702,114.6,114.8,102.6,32.0,3,26.333333333333332,25.220000000000002,24.785714285714285,24.11,6.366666666666667,7.540000000000001,8.257142857142856,7.6,6.999999999999999,7.7,7.485714285714286,7.85,37.23333333333334,36.019999999999996,35.357142857142854,35.65,0.5186666666666666,0.5222,0.5155714285714285,0.5147,0.4076666666666667,0.365,0.3767142857142857,0.377,0.7476666666666666,0.7472,0.7815714285714286,0.7881
1001,Kevin Durant,2023-12-29,1,4,35.0,21.0,12.5,9.6,1.1,0.8,2.7,0.378,0.345,0.765,108.3,108.8,99.4,19.9,3,24.933333333333337,26.839999999999996,27.442857142857143,28.310000000000002,10.633333333333333,10.3,9.9,10.05,8.733333333333334,8.92,7.8428571428571425,7.529999999999999,36.6,35.879999999999995,35.25714285714286,35.42,0.48133333333333334,0.46740000000000004,0.4787142857142857,0.4753,0.3586666666666667,0.3686,0.3685714285714286,0.3564,0.82,0.8074,0.8038571428571428,0.8073
1002,Stephen Curry,2024-02-15,0,2,34.8,25.7,12.1,16.2,1.5,0.3,2.3,0.502,0.219,0.847,108.1,111.9,101.8,26.3,2,28.399999999999995,29.839999999999996,28.699999999999996,28.48,9.999999999999998,10.239999999999998,9.485714285714284,9.37,13.666666666666666,12.1,10.299999999999999,10.12,33.766666666666666,34.059999999999995,34.471428571428575,34.53,0.4876666666666667,0.47040000000000004,0.46071428571428574,0.47859999999999997,0.31966666666666665,0.33740000000000003,0.3608571428571429,0.3577,0.8026666666666666,0.8062000000000001,0.801142857142857,0.7955
1014,Trae Young,2023-12-14,1,1,31.9,19.9,7.9,2.3,0.7,0.9,2.1,0.405,0.382,0.754,112.2,108.9,99.9,19.3,2,22.566666666666663,24.52,23.514285714285712,24.06,5.566666666666666,5.78,5.757142857142857,6.01,3.033333333333333,5.52,5.285714285714286,5.09,29.0,30.419999999999998,30.585714285714285,30.410000000000004,0.4400000000000001,0.438,0.4548571428571428,0.4756,0.34800000000000003,0.3568,0.35300000000000004,0.337,0.7786666666666666,0.7792,0.7891428571428571,0.8062999999999999
1013,Donovan Mitchell,2024-01-04,1,1,36.2,23.5,4.6,6.3,0.7,1.1,6.0,0.515,0.344,0.884,110.8,110.3,102.2,20.4,3,20.433333333333334,19.96,20.914285714285715,19.9,5.199999999999999,5.3,5.685714285714285,5.22,5.0,4.24,4.514285714285714,4.45,34.66666666666668,32.040000000000006,32.214285714285715,31.020000000000003,0.4836666666666667,0.49420000000000003,0.49657142857142855,0.4869,0.31899999999999995,0.312,0.3369999999999999,0.3278,0.7876666666666666,0.7525999999999999,0.756,0.7765000000000001
1039,Player 1039,2024-01-25,1,2,32.7,16.2,1.4,5.3,1.0,1.3,2.5,0.381,0.283,0.615,112.8,113.7,98.1,18.1,3,15.833333333333334,16.74,16.2,17.740000000000002,1.7000000000000004,2.56,2.085714285714286,2.25,5.433333333333334,6.5,6.457142857142856,6.44,27.8,28.28,28.12857142857143,28.77,0.4533333333333333,0.43220000000000003,0.43514285714285716,0.4513,0.2893333333333333,0.3272,0.3202857142857143,0.3291,0.718,0.7494,0.7567142857142857,0.7659999999999999
1006,Luka Doncic,2023-11-29,0,1,35.0,24.7,13.1,3.3,0.7,0.9,1.9,0.335,0.476,0.734,110.2,114.3,102.5,32.0,2,26.933333333333334,28.5,27.52857142857143,28.669999999999998,8.333333333333334,8.7,8.642857142857142,8.09,5.900000000000001,7.0200000000000005,6.457142857142857,6.470000000000001,33.06666666666666,34.9,34.07142857142857,34.59,0.4423333333333333,0.4506,0.45128571428571435,0.46440000000000003,0.429,0.3956,0.3797142857142857,0.3735,0.7603333333333332,0.7986,0.8075714285714286,0.8099000000000001
1036,Player 1036,2023-11-05,0,2,23.7,14.8,3.4,8.2,2.1,1.1,0.6,0.554,0.451,0.856,110.3,113.0,99.7,12.4,4,16.533333333333335,15.160000000000002,15.160000000000002,15.160000000000002,5.1,3.7,3.7,3.7,6.933333333333333,6.74,6.74,6.74,28.933333333333334,27.24,27.24,27.24,0.4716666666666667,0.4598,0.4598,0.4598,0.42333333333333334,0.39580000000000004,0.39580000000000004,0.39580000000000004,0.8756666666666666,0.8128,0.8128,0.8128
1009,Anthony Davis,2024-02-21,1,1,34.0,22.7,10.2,2.5,0.9,0.7,2.5,0.443,0.33,0.773,115.6,108.2,100.3,23.3,3,19.36666666666667,19.16,19.857142857142858,20.060000000000002,6.199999999999998,6.34,7.028571428571429,6.76,4.066666666666666,4.3,4.242857142857143,4.14,32.133333333333326,33.42,33.17142857142857,33.06,0.4396666666666667,0.44420000000000004,0.4508571428571429,0.45920000000000005,0.3093333333333334,0.3416,0.34128571428571425,0.3382,0.8033333333333333,0.8112,0.8188571428571428,0.7911
1045,Player 1045,2024-02-09,1,1,34.4,15.7,4.7,5.4,1.3,1.0,4.7,0.306,0.321,0.802,109.8,114.1,100.9,12.3,3,18.000000000000004,16.66,16.785714285714285,16.45,2.4666666666666672,3.0799999999999996,2.8857142857142857,2.46,5.9333333333333345,6.220000000000001,6.6571428571428575,6.640000000000001,30.666666666666668,29.54,30.057142857142857,28.679999999999996,0.38000000000000006,0.3912,0.4222857142857142,0.4338,0.3833333333333333,0.3506,0.3712857142857143,0.37029999999999996,0.835,0.8326,0.8365714285714286,0.8150000000000001
1038,Player 1038,2024-01-25,0,1,36.4,35.3,4.2,6.0,2.2,0.8,2.3,0.367,0.418,0.798,114.6,109.0,102.2,29.6,3,28.03333333333333,25.24,23.314285714285713,23.85,5.233333333333333,5.4799999999999995,5.685714285714286,5.83,5.666666666666667,6.9,7.057142857142857,7.15,32.666666666666664,32.7,32.4,32.62,0.42733333333333334,0.4462,0.4541428571428572,0.45439999999999997,0.3479999999999999,0.34299999999999997,0.3217142857142857,0.3494,0.7766666666666667,0.8124,0.8004285714285714,0.8076000000000001
1040,Player 1040,2024-02-18,0,1,20.0,10.1,5.0,1.0,1.0,0.3,1.0,0.549,0.294,0.724,108.7,112.9,101.4,12.5,3,10.93333333333333,13.12,12.985714285714284,12.820000000000002,7.633333333333333,7.859999999999999,9.242857142857144,9.52,1.3666666666666663,1.7399999999999998,1.6285714285714286,1.57,22.66666666666667,24.740000000000002,26.714285714285715,27.45,0.48733333333333323,0.5098,0.5008571428571429,0.5090000000000001,0.2756666666666667,0.26020000000000004,0.2618571428571429,0.273,0.7626666666666667,0.775,0.749,0.7539
1028,Jusuf Nurkic,2023-10-24,1,1,24.5,13.0,8.0,2.5,0.4,0.8,2.5,0.544,0.172,0.672,111.0,118.0,101.0,21.2,0,13.0,13.0,13.0,13.0,8.0,8.0,8.0,8.0,2.5,2.5,2.5,2.5,24.5,24.5,24.5,24.5,0.544,0.544,0.544,0.544,0.172,0.172,0.172,0.172,0.672,0.672,0.672,0.672
1000,LeBron James,2024-01-19,0,2,39.9,23.6,4.0,7.8,1.6,0.9,0.8,0.476,0.282,0.874,108.8,109.3,97.8,20.1,2,31.966666666666665,29.2,28.514285714285712,29.139999999999997,9.499999999999998,9.02,7.414285714285714,8.120000000000001,7.133333333333334,7.8,8.671428571428573,8.59,36.33333333333332,38.14,37.385714285714286,36.980000000000004,0.501,0.5094000000000001,0.503,0.48630000000000007,0.35633333333333334,0.35459999999999997,0.34628571428571425,0.3521,0.8853333333333332,0.9122,0.8877142857142857,0.8733000000000001
1030,Domantas Sabonis,2024-02-03,1,1,25.5,13.6,8.5,4.8,2.3,0.8,2.3,0.547,0.246,0.675,108.2,113.6,102.6,19.1,4,13.233333333333333,11.84,11.571428571428571,12.209999999999999,9.766666666666666,7.860000000000001,8.085714285714285,7.889999999999999,2.733333333333333,2.16,1.9142857142857144,1.83,27.633333333333336,26.4,26.62857142857143,26.330000000000002,0.5203333333333333,0.561,0.5634285714285714,0.5585,0.28633333333333333,0.30179999999999996,0.29642857142857143,0.2831,0.6763333333333333,0.6964,0.7307142857142858,0.7471
1018,Fred VanVleet,2023-10-24,1,1,28.9,9.0,4.4,6.5,1.6,0.7,3.3,0.452,0.4,0.861,111.6,110.4,98.3,21.5,0,9.0,9.0,9.0,9.0,4.4,4.4,4.4,4.4,6.5,6.5,6.5,6.5,28.9,28.9,28.9,28.9,0.452,0.452,0.452,0.452,0.4,0.4,0.4,0.4,0.861,0.861,0.861,0.861
1029,Robert Williams,2024-02-18,1,1,32.6,14.7,10.3,2.4,2.5,1.0,0.9,0.627,0.335,0.591,109.6,110.8,101.7,16.6,4,13.966666666666667,12.86,12.442857142857141,10.34,10.1,10.540000000000001,11.142857142857142,11.4,1.3666666666666665,1.8,1.8285714285714287,1.9300000000000002,26.26666666666667,25.9,26.785714285714285,25.58,0.568,0.5314,0.5402857142857143,0.5145,0.24433333333333337,0.24500000000000002,0.23442857142857143,0.2581,0.7200000000000001,0.7138,0.6917142857142856,0.7169
1039,Player 1039,2023-12-20,0,2,19.0,7.3,0.5,6.4,0.1,0.8,1.4,0.494,0.384,0.722,111.0,109.4,100.1,16.8,3,15.933333333333332,14.499999999999996,14.77142857142857,15.52,2.233333333333333,2.44,2.6000000000000005,2.79,6.533333333333334,6.3,6.371428571428572,6.2299999999999995,27.266666666666666,26.9,27.585714285714285,28.35,0.4226666666666667,0.4192,0.435,0.4438,0.37233333333333335,0.37360000000000004,0.3782857142857143,0.387,0.699,0.7804,0.7517142857142858,0.7891999999999999
1023,Tyrese Haliburton,2023-12-26,1,1,28.4,14.5,4.9,3.8,1.3,2.0,3.0,0.478,0.35,0.833,111.5,114.2,102.8,15.7,2,18.23333333333333,15.5,15.385714285714284,16.84,4.1000000000000005,4.14,4.014285714285714,3.6599999999999993,6.1000000000000005,5.659999999999999,6.271428571428571,6.069999999999999,32.36666666666667,31.339999999999996,30.657142857142855,30.0,0.4653333333333333,0.42639999999999995,0.4252857142857143,0.44349999999999995,0.35333333333333333,0.35619999999999996,0.3567142857142857,0.34550000000000003,0.7903333333333333,0.7398,0.7392857142857142,0.7462
1001,Kevin Durant,2023-12-02,0,2,36.5,36.4,8.6,2.8,1.6,2.1,2.7,0.395,0.37,0.82,117.0,112.6,100.7,28.5,2,24.100000000000005,24.479999999999997,25.557142857142853,24.630000000000003,9.200000000000001,7.640000000000001,6.985714285714286,7.18,5.166666666666667,5.4,5.614285714285714,6.38,33.13333333333333,33.68,32.77142857142857,33.870000000000005,0.4296666666666667,0.4438,0.4491428571428571,0.44489999999999996,0.42133333333333334,0.4304,0.43542857142857144,0.4035,0.8676666666666666,0.8460000000000001,0.8427142857142857,0.8344000000000001
1041,Player 1041,2024-02-18,0,1,31.4,24.7,3.1,6.0,1.5,1.4,0.4,0.426,0.243,0.733,116.3,116.9,102.7,23.9,3,18.466666666666665,19.06,17.885714285714286,18.17,4.399999999999999,4.6,5.457142857142857,6.24,4.3999999999999995,4.5200000000000005,5.285714285714286,4.64,29.899999999999995,31.139999999999997,30.485714285714288,30.74,0.449,0.4478,0.4588571428571428,0.45729999999999993,0.3336666666666666,0.3416,0.3372857142857143,0.3471,0.7516666666666666,0.7522,0.7912857142857143,0.7825
1007,Damian Lillard,2024-02-24,1,1,32.1,31.7,5.1,2.6,1.4,0.3,1.9,0.599,0.407,0.803,108.3,115.7,102.4,24.2,3,23.433333333333326,26.839999999999996,27.88571428571429,27.23,5.966666666666668,5.64,7.528571428571428,8.55,6.5666666666666655,7.5200000000000005,6.92857142857143,7.139999999999999,33.53333333333333,33.1,33.2,33.760000000000005,0.49633333333333324,0.4968,0.49857142857142855,0.49729999999999996,0.401,0.37439999999999996,0.3821428571428571,0.3548,0.7876666666666666,0.8231999999999999,0.8244285714285714,0.8215
1008,Jayson Tatum,2024-02-18,1,1,31.8,27.8,5.7,0.0,0.4,1.0,2.8,0.494,0.303,0.821,114.0,109.2,97.5,25.4,3,25.166666666666668,22.08,20.199999999999996,20.14,5.666666666666667,6.840000000000001,6.671428571428572,6.0600000000000005,0.7000000000000001,2.46,3.2714285714285714,4.449999999999999,33.86666666666667,31.839999999999996,31.2,31.059999999999995,0.482,0.4758,0.4685714285714285,0.46340000000000003,0.3446666666666666,0.3294,0.3418571428571428,0.3551,0.7583333333333333,0.756,0.7404285714285714,0.7737999999999999
1039,Player 1039,2023-12-02,0,2,28.8,12.7,2.8,6.8,0.5,0.5,2.2,0.46,0.436,0.63,112.0,108.7,102.7,15.4,3,15.733333333333333,15.679999999999998,16.8,17.35,2.6666666666666665,3.5200000000000005,3.3285714285714287,3.44,5.633333333333333,6.279999999999999,6.414285714285714,7.43,27.866666666666664,30.76,30.057142857142857,30.48,0.474,0.45119999999999993,0.45585714285714285,0.46390000000000003,0.417,0.3894,0.39228571428571424,0.383,0.8089999999999998,0.7674,0.772,0.7659
1015,Julius Randle,2024-02-06,0,2,30.0,19.4,10.0,4.3,0.3,0.9,3.7,0.515,0.384,0.821,113.0,111.6,98.0,30.1,3,18.466666666666665,19.28,20.800000000000004,21.77,6.766666666666666,5.58,6.699999999999998,6.1,4.0,4.16,4.757142857142857,5.34,28.299999999999997,28.639999999999997,30.614285714285717,31.060000000000002,0.4536666666666667,0.4816000000000001,0.48171428571428576,0.488,0.34933333333333333,0.365,0.3608571428571429,0.35700000000000004,0.7816666666666666,0.8374,0.8548571428571429,0.8196
1036,Player 1036,2024-01-22,1,1,23.3,15.3,2.3,5.5,0.5,0.1,1.7,0.439,0.345,0.788,113.4,112.6,98.5,15.3,3,12.933333333333332,16.98,15.142857142857142,14.76,2.8333333333333335,3.3600000000000003,3.0571428571428574,3.4199999999999995,6.7,6.58,6.014285714285714,6.0200000000000005,25.166666666666668,26.8,25.885714285714283,26.610000000000003,0.4696666666666667,0.4598,0.4587142857142857,0.45570000000000005,0.4223333333333334,0.39180000000000004,0.37214285714285716,0.3834,0.795,0.813,0.7675714285714285,0.7731
1013,Donovan Mitchell,2023-11-26,0,1,34.3,20.4,6.9,4.2,1.5,0.3,3.2,0.493,0.357,0.932,116.9,113.9,102.5,25.7,3,19.433333333333334,19.66,21.828571428571426,23.38,6.866666666666667,5.840000000000001,5.785714285714286,5.75,5.766666666666666,5.78,5.528571428571428,6.1899999999999995,32.2,32.18,32.31428571428571,33.15,0.4523333333333333,0.48760000000000003,0.477,0.4697,0.36466666666666664,0.345,0.3335714285714286,0.3362,0.9063333333333334,0.8390000000000001,0.8551428571428572,0.8481
1013,Donovan Mitchell,2024-01-10,0,1,33.6,24.6,3.7,6.8,1.2,0.9,1.6,0.468,0.325,0.739,110.8,114.0,101.9,28.7,3,23.366666666666664,21.580000000000002,20.914285714285715,20.810000000000002,3.6999999999999993,4.42,4.714285714285714,5.2700000000000005,4.966666666666666,4.720000000000001,4.257142857142857,4.659999999999999,34.06666666666667,34.00000000000001,32.314285714285724,32.410000000000004,0.4856666666666667,0.4786,0.4875714285714286,0.4819,0.301,0.3032,0.30271428571428566,0.31020000000000003,0.8346666666666667,0.7966,0.769,0.7842
