game_id,team_id,team,pts,reb,ast,stl,blk,turnover,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,pf,min_decimal,fg_pct,fg3_pct,ft_pct,date,season,home_team_id,away_team_id,is_home
1037593,8,Denver Nuggets,119,42,29,9,6,11,48,91,14,34,9,12,9,33,15,0.0,0.5274725274725275,0.4117647058823529,0.75,2023-10-24,2023,8,14,True
1037593,14,Los Angeles Lakers,107,44,23,5,4,11,41,90,10,29,15,20,13,31,18,0.0,0.45555555555555555,0.3448275862068966,0.75,2023-10-24,2023,8,14,False
1037594,10,Golden State Warriors,104,49,19,11,6,11,36,101,10,43,22,28,18,31,23,0.0,0.3564356435643564,0.23255813953488372,0.7857142857142857,2023-10-24,2023,10,24,True
1037594,24,Phoenix Suns,108,60,23,5,7,19,42,95,11,33,13,17,17,43,22,0.0,0.4421052631578947,0.3333333333333333,0.7647058823529411,2023-10-24,2023,10,24,False
1037595,1,Atlanta Hawks,110,42,24,12,1,12,39,93,5,29,27,33,12,30,19,0.0,0.41935483870967744,0.1724137931034483,0.8181818181818182,2023-10-25,2023,4,1,False
1037595,4,Charlotte Hornets,116,51,34,5,3,19,43,86,11,37,19,26,12,39,21,0.0,0.5,0.2972972972972973,0.7307692307692307,2023-10-25,2023,4,1,True
1037596,12,Indiana Pacers,143,51,38,10,8,12,56,107,20,43,11,12,10,41,23,0.0,0.5233644859813084,0.46511627906976744,0.9166666666666666,2023-10-25,2023,12,30,True
1037596,30,Washington Wizards,120,45,28,6,9,14,44,96,9,24,23,29,11,34,11,0.0,0.4583333333333333,0.375,0.7931034482758621,2023-10-25,2023,12,30,False
1037597,2,Boston Celtics,108,46,18,6,11,13,37,77,12,39,22,26,7,39,22,0.0,0.4805194805194805,0.3076923076923077,0.8461538461538461,2023-10-25,2023,20,2,False
1037597,20,New York Knicks,104,47,24,9,0,9,36,97,18,41,14,26,17,30,22,0.0,0.3711340206185567,0.43902439024390244,0.5384615384615384,2023-10-25,2023,20,2,True
1037598,11,Houston Rockets,86,31,19,6,3,18,32,79,12,34,10,16,7,24,24,0.0,0.4050632911392405,0.35294117647058826,0.625,2023-10-25,2023,22,11,False
1037598,22,Orlando Magic,116,56,19,8,5,14,42,86,9,34,23,26,16,40,20,0.0,0.4883720930232558,0.2647058823529412,0.8846153846153846,2023-10-25,2023,22,11,True
1037599,3,Brooklyn Nets,113,50,30,6,6,17,42,84,9,27,20,26,13,37,16,0.0,0.5,0.3333333333333333,0.7692307692307693,2023-10-25,2023,3,6,True
1037599,6,Cleveland Cavaliers,114,38,25,10,6,10,44,94,17,43,9,10,9,29,23,0.0,0.46808510638297873,0.3953488372093023,0.9,2023-10-25,2023,3,6,False
1037600,9,Detroit Pistons,102,56,28,3,13,16,41,92,11,32,9,15,17,39,23,0.0,0.44565217391304346,0.34375,0.6,2023-10-25,2023,16,9,False
1037600,16,Miami Heat,103,48,22,11,3,7,37,92,8,22,21,26,16,32,18,0.0,0.40217391304347827,0.36363636363636365,0.8076923076923077,2023-10-25,2023,16,9,True
1037601,18,Minnesota Timberwolves,94,62,20,8,9,14,34,100,8,31,18,22,16,46,14,0.0,0.34,0.25806451612903225,0.8181818181818182,2023-10-25,2023,28,18,False
1037601,28,Toronto Raptors,97,47,27,9,11,14,36,90,14,35,11,16,8,39,18,0.0,0.4,0.4,0.6875,2023-10-25,2023,28,18,True
1037602,5,Chicago Bulls,104,42,26,10,3,12,39,94,12,42,14,18,13,29,16,0.0,0.4148936170212766,0.2857142857142857,0.7777777777777778,2023-10-25,2023,5,21,True
1037602,21,Oklahoma City Thunder,124,43,30,6,4,15,45,82,19,39,15,18,5,38,19,0.0,0.5487804878048781,0.48717948717948717,0.8333333333333334,2023-10-25,2023,5,21,False
1037603,15,Memphis Grizzlies,104,37,23,8,7,13,38,91,12,43,16,20,8,29,19,0.0,0.4175824175824176,0.27906976744186046,0.8,2023-10-25,2023,15,19,True
1037603,19,New Orleans Pelicans,111,52,22,8,5,21,40,85,14,32,17,22,11,41,21,0.0,0.47058823529411764,0.4375,0.7727272727272727,2023-10-25,2023,15,19,False
1037604,26,Sacramento Kings,130,45,29,6,8,11,47,102,19,51,17,20,15,30,25,0.0,0.46078431372549017,0.37254901960784315,0.85,2023-10-25,2023,29,26,False
1037604,29,Utah Jazz,114,54,22,6,2,14,41,91,9,28,23,31,16,38,20,0.0,0.45054945054945056,0.32142857142857145,0.7419354838709677,2023-10-25,2023,29,26,True
1037605,7,Dallas Mavericks,126,49,24,5,3,12,47,99,15,47,17,23,13,36,20,0.0,0.47474747474747475,0.3191489361702128,0.7391304347826086,2023-10-25,2023,27,7,False
1037605,27,San Antonio Spurs,119,44,33,8,5,18,46,89,11,35,16,22,8,36,23,0.0,0.5168539325842697,0.3142857142857143,0.7272727272727273,2023-10-25,2023,27,7,True
1037606,13,LA Clippers,123,45,36,11,7,17,47,90,16,34,13,16,14,31,20,0.0,0.5222222222222223,0.47058823529411764,0.8125,2023-10-25,2023,13,25,True
1037606,25,Portland Trail Blazers,111,40,20,10,4,17,44,93,10,32,13,17,15,25,20,0.0,0.4731182795698925,0.3125,0.7647058823529411,2023-10-25,2023,13,25,False
1037607,17,Milwaukee Bucks,118,44,20,9,4,14,41,82,11,30,25,36,9,35,23,0.0,0.5,0.36666666666666664,0.6944444444444444,2023-10-26,2023,17,23,True
1037607,23,Philadelphia 76ers,117,39,25,8,4,15,41,80,16,35,19,28,4,35,28,0.0,0.5125,0.45714285714285713,0.6785714285714286,2023-10-26,2023,17,23,False
1037608,14,Los Angeles Lakers,100,42,24,14,7,16,36,84,5,29,23,29,8,34,23,0.0,0.42857142857142855,0.1724137931034483,0.7931034482758621,2023-10-26,2023,14,24,True
1037608,24,Phoenix Suns,95,49,16,7,3,20,34,81,9,31,18,23,10,39,21,0.0,0.41975308641975306,0.2903225806451613,0.782608695652174,2023-10-26,2023,14,24,False
1037609,4,Charlotte Hornets,99,41,20,13,7,18,33,88,7,28,26,34,11,30,23,0.0,0.375,0.25,0.7647058823529411,2023-10-27,2023,4,9,True
1037609,9,Detroit Pistons,111,52,28,7,6,23,40,87,10,29,21,25,11,41,29,0.0,0.45977011494252873,0.3448275862068966,0.84,2023-10-27,2023,4,9,False
1037610,8,Denver Nuggets,108,39,27,12,9,17,41,88,14,37,12,18,6,33,18,0.0,0.4659090909090909,0.3783783783783784,0.6666666666666666,2023-10-27,2023,15,8,False
1037610,15,Memphis Grizzlies,104,48,22,13,7,21,37,84,10,33,20,24,13,35,23,0.0,0.44047619047619047,0.30303030303030304,0.8333333333333334,2023-10-27,2023,15,8,True
1037611,1,Atlanta Hawks,120,44,28,8,6,14,42,87,12,32,24,30,9,35,20,0.0,0.4827586206896552,0.375,0.8,2023-10-27,2023,1,20,True
1037611,20,New York Knicks,126,45,30,9,6,16,43,90,20,44,20,28,12,33,21,0.0,0.4777777777777778,0.45454545454545453,0.7142857142857143,2023-10-27,2023,1,20,False
1037612,2,Boston Celtics,119,55,20,7,6,15,45,95,16,39,13,19,16,39,19,0.0,0.47368421052631576,0.41025641025641024,0.6842105263157895,2023-10-27,2023,2,16,True
1037612,16,Miami Heat,111,45,24,8,6,12,38,89,16,33,19,23,11,34,16,0.0,0.42696629213483145,0.48484848484848486,0.8260869565217391,2023-10-27,2023,2,16,False
1037613,6,Cleveland Cavaliers,105,48,20,10,8,13,38,92,12,45,17,23,8,40,16,0.0,0.41304347826086957,0.26666666666666666,0.7391304347826086,2023-10-27,2023,6,21,True
1037613,21,Oklahoma City Thunder,108,47,22,8,10,18,40,87,13,26,15,19,6,41,17,0.0,0.45977011494252873,0.5,0.7894736842105263,2023-10-27,2023,6,21,False
1037614,5,Chicago Bulls,104,52,18,10,4,16,37,99,8,39,22,28,15,37,22,0.0,0.37373737373737376,0.20512820512820512,0.7857142857142857,2023-10-27,2023,5,28,True
1037614,28,Toronto Raptors,103,53,25,5,2,21,39,83,9,36,16,25,8,45,29,0.0,0.46987951807228917,0.25,0.64,2023-10-27,2023,5,28,False
1037615,11,Houston Rockets,122,43,30,7,2,18,52,100,8,32,10,20,11,32,26,0.0,0.52,0.25,0.5,2023-10-27,2023,27,11,False
1037615,27,San Antonio Spurs,126,43,32,11,4,18,46,94,13,42,21,28,12,31,17,0.0,0.48936170212765956,0.30952380952380953,0.75,2023-10-27,2023,27,11,True
1037616,3,Brooklyn Nets,120,47,30,5,4,15,45,92,21,43,9,10,10,37,28,0.0,0.4891304347826087,0.4883720930232558,0.9,2023-10-27,2023,7,3,False
